study_id,genus,species,n_plants,height,height_unit,carbon_conversion_factor,carbon_conversion_factor_source,plant_mass_organic_matter,plant_mass_organic_matter_unit,allometric_eq_present
Radabaugh_et_al_2017,Spartina,alterniflora,1,17,cm,0.421,Radabaugh et al. 2017,0.105,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,49,cm,0.421,Radabaugh et al. 2017,2.413,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,23,cm,0.421,Radabaugh et al. 2017,0.13,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,55,cm,0.421,Radabaugh et al. 2017,1.521,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,55,cm,0.421,Radabaugh et al. 2017,1.137,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,47,cm,0.421,Radabaugh et al. 2017,0.754,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,37,cm,0.421,Radabaugh et al. 2017,0.465,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,63,cm,0.421,Radabaugh et al. 2017,1.738,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,62,cm,0.421,Radabaugh et al. 2017,1.996,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,55,cm,0.421,Radabaugh et al. 2017,1.248,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,73,cm,0.421,Radabaugh et al. 2017,2.854,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,75,cm,0.421,Radabaugh et al. 2017,2.513,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,37,cm,0.421,Radabaugh et al. 2017,0.49,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,54,cm,0.421,Radabaugh et al. 2017,1.478,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,52,cm,0.421,Radabaugh et al. 2017,1.523,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,50,cm,0.421,Radabaugh et al. 2017,0.852,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,28,cm,0.421,Radabaugh et al. 2017,0.253,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,46,cm,0.421,Radabaugh et al. 2017,0.789,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,25,cm,0.421,Radabaugh et al. 2017,0.458,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,34,cm,0.421,Radabaugh et al. 2017,0.59,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,26,cm,0.421,Radabaugh et al. 2017,0.254,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,38,cm,0.421,Radabaugh et al. 2017,0.439,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,37,cm,0.421,Radabaugh et al. 2017,0.461,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,40,cm,0.421,Radabaugh et al. 2017,0.523,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,28,cm,0.421,Radabaugh et al. 2017,0.22,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,54,cm,0.421,Radabaugh et al. 2017,1.7,g,yes
Radabaugh_et_al_2017,Spartina,alterniflora,1,49,cm,0.421,Radabaugh et al. 2017,0.732,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,34.8,cm,0.464,Radabaugh et al. 2017,0.082,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,46.2,cm,0.464,Radabaugh et al. 2017,0.098,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,13,cm,0.464,Radabaugh et al. 2017,0.009,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,33.3,cm,0.464,Radabaugh et al. 2017,0.049,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,27,cm,0.464,Radabaugh et al. 2017,0.043,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,26.2,cm,0.464,Radabaugh et al. 2017,0.045,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,46.4,cm,0.464,Radabaugh et al. 2017,0.12,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,87.4,cm,0.464,Radabaugh et al. 2017,0.297,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,31.4,cm,0.464,Radabaugh et al. 2017,0.084,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,60,cm,0.464,Radabaugh et al. 2017,0.162,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,80.8,cm,0.464,Radabaugh et al. 2017,0.248,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,29.2,cm,0.464,Radabaugh et al. 2017,0.057,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,45.3,cm,0.464,Radabaugh et al. 2017,0.09,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,36,cm,0.464,Radabaugh et al. 2017,0.042,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,29,cm,0.464,Radabaugh et al. 2017,0.04,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,86.5,cm,0.464,Radabaugh et al. 2017,0.233,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,32.1,cm,0.464,Radabaugh et al. 2017,0.079,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,19.8,cm,0.464,Radabaugh et al. 2017,0.047,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,23,cm,0.464,Radabaugh et al. 2017,0.044,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,11.8,cm,0.464,Radabaugh et al. 2017,0.022,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,40.8,cm,0.464,Radabaugh et al. 2017,0.053,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,42.5,cm,0.464,Radabaugh et al. 2017,0.062,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,34.2,cm,0.464,Radabaugh et al. 2017,0.089,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,88.2,cm,0.464,Radabaugh et al. 2017,0.256,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,66.5,cm,0.464,Radabaugh et al. 2017,0.185,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,32.5,cm,0.464,Radabaugh et al. 2017,0.097,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,39,cm,0.464,Radabaugh et al. 2017,0.094,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,23.8,cm,0.464,Radabaugh et al. 2017,0.059,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,81.5,cm,0.464,Radabaugh et al. 2017,0.225,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,20.2,cm,0.464,Radabaugh et al. 2017,0.018,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,50,cm,0.464,Radabaugh et al. 2017,0.082,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,93.4,cm,0.464,Radabaugh et al. 2017,0.273,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,73.2,cm,0.464,Radabaugh et al. 2017,0.197,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,30.8,cm,0.464,Radabaugh et al. 2017,0.038,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,28.5,cm,0.464,Radabaugh et al. 2017,0.038,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,17.2,cm,0.464,Radabaugh et al. 2017,0.011,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,24,cm,0.464,Radabaugh et al. 2017,0.03,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,32.8,cm,0.464,Radabaugh et al. 2017,0.046,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,37.2,cm,0.464,Radabaugh et al. 2017,0.061,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,33,cm,0.464,Radabaugh et al. 2017,0.095,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,36.8,cm,0.464,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,32,cm,0.464,Radabaugh et al. 2017,0.092,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,44,cm,0.464,Radabaugh et al. 2017,0.096,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,60.4,cm,0.464,Radabaugh et al. 2017,0.16,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,51.2,cm,0.464,Radabaugh et al. 2017,0.097,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,30,cm,0.464,Radabaugh et al. 2017,0.08,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,94,cm,0.464,Radabaugh et al. 2017,0.233,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,98,cm,0.464,Radabaugh et al. 2017,0.221,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,20.8,cm,0.464,Radabaugh et al. 2017,0.022,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,74.4,cm,0.464,Radabaugh et al. 2017,0.166,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,31,cm,0.464,Radabaugh et al. 2017,0.066,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,87.2,cm,0.464,Radabaugh et al. 2017,0.902,g,yes
Radabaugh_et_al_2017,Schizachyrium,scoparium,1,92.2,cm,0.464,Radabaugh et al. 2017,2.697,g,yes
