BlueCarbonID,CMA,Location,Park,NearbyPark,North,East,Site,Habitat,Replicate,Depth_cm,Dry_weight_g,Height_cm,Volume_cm3,DBD_g_cm3,TC_mg_g,OC_mg_g,IC_mg_g,TN_mg_g,Percent_C,mg_Corg_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1232,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647133,146.785833,2,SG,2,14_16,79.08,2,39.27,2.01,3.28,2.59,0.57,0.22,0.26,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1233,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647133,146.785833,2,SG,2,28_30,73.78,2,39.27,1.88,7.10,1.59,3.79,0.13,0.16,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1234,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647050,146.783933,4,MG,1,0_2,48.16,2,39.27,1.23,10.48,10.09,,0.74,1.01,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1235,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647050,146.783933,4,MG,1,14_16,55.23,2,39.27,1.41,5.24,5.59,,0.41,0.56,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1236,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647050,146.783933,4,MG,1,28_30,48.22,2,39.27,1.23,12.54,9.37,3.82,0.64,0.94,11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1237,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646733,146.784283,6,MG,3,0_2,23.02,2,39.27,0.59,51.28,49.84,,4.09,4.98,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1238,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646733,146.784283,6,MG,3,14_16,54.33,2,39.27,1.38,3.66,3.77,,0.36,0.38,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1239,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646733,146.784283,6,MG,3,28_30,51.97,2,39.27,1.32,11.81,10.24,,0.68,1.02,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1240,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646350,146.780917,7,SM,1,0_2,62.67,2,39.27,1.60,5.89,6.60,,0.57,0.66,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1241,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646350,146.780917,7,SM,1,14_16,67.46,2,39.27,1.72,4.12,5.41,,0.71,0.54,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1242,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646350,146.780917,7,SM,1,28_30,54.66,2,39.27,1.39,1.57,2.11,,0.26,0.21,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1243,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646167,146.782150,9,SM,3,0_2,60.95,2,39.27,1.55,4.47,4.27,,0.39,0.43,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1244,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646167,146.782150,9,SM,3,14_16,70.30,2,39.27,1.79,5.64,5.98,,0.64,0.60,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1245,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646167,146.782150,9,SM,3,28_30,55.23,2,39.27,1.41,7.11,7.41,,0.61,0.74,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1545,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646283,146.781483,8,SM,2,0_2,58.08,2,39.27,1.48,5.89,6.66,,0.56,0.67,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1546,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646283,146.781483,8,SM,2,14_16,54.01,2,39.27,1.38,1.52,2.21,,0.36,0.22,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1547,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646283,146.781483,8,SM,2,28_30,58.43,2,39.27,1.49,2.57,3.24,,0.34,0.32,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1728,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646933,146.785967,1,SG,1,0_2,60.89,2,39.27,1.55,2.39,2.19,0.25,0.22,0.22,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1729,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646933,146.785967,1,SG,1,14_16,58.45,2,39.27,1.49,4.77,2.04,1.52,0.16,0.20,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1730,WG,MNB,Nooramunga Marine and Coastal Park,,-38.646933,146.785967,1,SG,1,28_30,62.25,2,39.27,1.59,2.96,2.36,0.58,0.22,0.24,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1448,GH,NELS,Discovery Bay Coastal park,,-38.060000,141.001783,5,SM,2,0_2,6.64,2,39.27,0.17,179.52,191.79,,12.53,19.18,32.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1449,GH,NELS,Discovery Bay Coastal park,,-38.060000,141.001783,5,SM,2,14_16,26.19,2,39.27,0.67,54.79,11.58,51.21,1.48,1.16,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1450,GH,NELS,Discovery Bay Coastal park,,-38.060000,141.001783,5,SM,2,28_30,26.46,2,39.27,0.67,29.91,23.81,6.34,2.23,2.38,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1640,GH,NELS,Discovery Bay Coastal park,,-38.060183,141.002317,4,SM,1,0_2,8.29,2,39.27,0.21,203.79,200.81,,14.50,20.08,42.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1641,GH,NELS,Discovery Bay Coastal park,,-38.060183,141.002317,4,SM,1,14_16,38.18,2,39.27,0.97,53.54,9.75,54.52,1.32,0.97,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1642,GH,NELS,Discovery Bay Coastal park,,-38.060183,141.002317,4,SM,1,28_30,25.19,2,39.27,0.64,43.04,38.06,,3.30,3.81,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1643,GH,NELS,Discovery Bay Coastal park,,-38.059950,141.001317,6,SM,3,0_2,10.31,2,39.27,0.26,180.39,177.02,,13.63,17.70,46.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1644,GH,NELS,Discovery Bay Coastal park,,-38.059950,141.001317,6,SM,3,14_16,40.48,2,39.27,1.03,62.91,9.35,67.46,1.41,0.93,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1645,GH,NELS,Discovery Bay Coastal park,,-38.059950,141.001317,6,SM,3,28_30,30.68,2,39.27,0.78,36.18,31.12,,3.78,3.11,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1652,GH,NELS,Discovery Bay Coastal park,,-38.055350,140.995900,2,SG,2,0_2,36.57,2,39.27,0.93,71.47,5.98,70.36,0.82,0.60,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1653,GH,NELS,Discovery Bay Coastal park,,-38.055350,140.995900,2,SG,2,14_16,15.31,2,39.27,0.39,44.22,22.38,20.86,1.69,2.24,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1654,GH,NELS,Discovery Bay Coastal park,,-38.055350,140.995900,2,SG,2,28_30,20.17,2,39.27,0.51,36.20,30.33,9.66,1.95,3.03,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1832,GH,NELS,Discovery Bay Coastal park,,-38.055633,140.995883,1,SG,1,0_2,50.94,2,39.27,1.30,79.39,5.41,91.00,0.86,0.54,7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1833,GH,NELS,Discovery Bay Coastal park,,-38.055633,140.995883,1,SG,1,14_16,26.91,2,39.27,0.69,50.59,19.23,27.74,1.60,1.92,13.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1834,GH,NELS,Discovery Bay Coastal park,,-38.055633,140.995883,1,SG,1,28_30,25.78,2,39.27,0.66,35.02,22.89,13.36,1.77,2.29,15.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1844,GH,NELS,Discovery Bay Coastal park,,-38.055000,140.996400,3,SG,3,0_2,37.00,2,39.27,0.94,73.00,5.57,79.51,0.96,0.56,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1845,GH,NELS,Discovery Bay Coastal park,,-38.055000,140.996400,3,SG,3,14_16,21.14,2,39.27,0.54,38.31,24.52,14.13,1.60,2.45,13.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1846,GH,NELS,Discovery Bay Coastal park,,-38.055000,140.996400,3,SG,3,28_30,21.31,2,39.27,0.54,43.37,18.04,24.01,1.54,1.80,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1912,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697510,146.680808,4,SG,1,0_2,62.80,2,39.27,1.60,11.05,2.83,7.25,0.25,0.28,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1913,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697510,146.680808,4,SG,1,14_16,57.78,2,39.27,1.47,49.84,3.27,41.33,0.56,0.33,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1914,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697510,146.680808,4,SG,1,28_30,65.92,2,39.27,1.68,23.79,3.66,14.44,0.31,0.37,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1915,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697340,146.680848,5,SG,2,0_2,63.11,2,39.27,1.61,12.90,3.40,7.78,0.27,0.34,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1916,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697340,146.680848,5,SG,2,14_16,62.46,2,39.27,1.59,47.23,1.50,48.60,0.38,0.15,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1917,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697340,146.680848,5,SG,2,28_30,64.53,2,39.27,1.64,38.22,2.05,33.11,0.40,0.20,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1918,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697660,146.680752,6,SG,3,0_2,53.83,2,39.27,1.37,13.33,3.14,8.13,0.26,0.31,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1919,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697660,146.680752,6,SG,3,14_16,51.75,2,39.27,1.32,38.64,5.49,25.77,0.61,0.55,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1920,WG,NOORA,Nooramunga Marine and Coastal Park,,-38.697660,146.680752,6,SG,3,28_30,63.04,2,39.27,1.61,24.05,3.26,16.55,0.36,0.33,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1079,WG,PA,Nooramunga Marine and Coastal Park,,-38.669817,146.697567,1,SG,1,0_2,41.61,2,39.27,1.06,3.05,2.65,,0.23,0.26,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1080,WG,PA,Nooramunga Marine and Coastal Park,,-38.669817,146.697567,1,SG,1,14_16,61.86,2,39.27,1.58,2.96,3.06,,0.27,0.31,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1081,WG,PA,Nooramunga Marine and Coastal Park,,-38.669817,146.697567,1,SG,1,28_30,61.74,2,39.27,1.57,3.60,2.54,1.15,0.21,0.25,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1082,WG,PA,Nooramunga Marine and Coastal Park,,-38.669817,146.697900,2,SG,2,0_2,45.17,2,39.27,1.15,4.07,3.58,,0.34,0.36,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1083,WG,PA,Nooramunga Marine and Coastal Park,,-38.669817,146.697900,2,SG,2,14_16,56.84,2,39.27,1.45,1.89,1.61,,0.16,0.16,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1084,WG,PA,Nooramunga Marine and Coastal Park,,-38.669817,146.697900,2,SG,2,28_30,71.51,2,39.27,1.82,2.13,1.27,0.38,0.10,0.13,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1085,WG,PA,Nooramunga Marine and Coastal Park,,-38.669750,146.698317,3,SG,3,0_2,43.84,2,39.27,1.12,4.40,4.54,,0.42,0.45,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1086,WG,PA,Nooramunga Marine and Coastal Park,,-38.669750,146.698317,3,SG,3,14_16,50.93,2,39.27,1.30,3.81,3.53,,0.30,0.35,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1087,WG,PA,Nooramunga Marine and Coastal Park,,-38.669750,146.698317,3,SG,3,28_30,51.56,2,39.27,1.31,2.58,2.31,,0.19,0.23,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1088,WG,PA,Nooramunga Marine and Coastal Park,,-38.675200,146.691683,7,SM,1,0_2,36.04,2,39.27,0.92,31.48,32.76,,3.22,3.28,30.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1089,WG,PA,Nooramunga Marine and Coastal Park,,-38.675200,146.691683,7,SM,1,14_16,32.93,2,39.27,0.84,12.51,14.18,,1.50,1.42,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1090,WG,PA,Nooramunga Marine and Coastal Park,,-38.675200,146.691683,7,SM,1,28_30,37.31,2,39.27,0.95,6.92,7.76,,1.03,0.78,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1091,WG,PA,Nooramunga Marine and Coastal Park,,-38.674700,146.691183,8,SM,2,0_2,28.49,2,39.27,0.73,26.50,27.11,,2.41,2.71,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1092,WG,PA,Nooramunga Marine and Coastal Park,,-38.674700,146.691183,8,SM,2,14_16,58.97,2,39.27,1.50,4.66,5.72,,0.75,0.57,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1093,WG,PA,Nooramunga Marine and Coastal Park,,-38.674700,146.691183,8,SM,2,28_30,62.31,2,39.27,1.59,3.85,5.13,,0.75,0.51,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1530,WG,PA,Nooramunga Marine and Coastal Park,,-38.675200,146.691183,4,MG,1,0_2,44.47,2,39.27,1.13,19.26,18.95,,1.37,1.89,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1531,WG,PA,Nooramunga Marine and Coastal Park,,-38.675200,146.691183,4,MG,1,14_16,46.50,2,39.27,1.18,16.21,15.58,,1.03,1.56,18.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1532,WG,PA,Nooramunga Marine and Coastal Park,,-38.675200,146.691183,4,MG,1,28_30,59.07,2,39.27,1.50,9.37,9.11,,0.60,0.91,13.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1737,WG,PA,Nooramunga Marine and Coastal Park,,-38.675417,146.692133,6,MG,3,0_2,42.31,2,39.27,1.08,29.65,30.92,,2.56,3.09,33.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1738,WG,PA,Nooramunga Marine and Coastal Park,,-38.675417,146.692133,6,MG,3,14_16,43.06,2,39.27,1.10,14.20,13.62,,1.03,1.36,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1739,WG,PA,Nooramunga Marine and Coastal Park,,-38.675417,146.692133,6,MG,3,28_30,47.85,2,39.27,1.22,19.40,18.53,,1.27,1.85,22.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1740,WG,PA,Nooramunga Marine and Coastal Park,,-38.675400,146.691683,5,MG,2,0_2,39.89,2,39.27,1.02,13.00,13.37,,1.08,1.34,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1741,WG,PA,Nooramunga Marine and Coastal Park,,-38.675400,146.691683,5,MG,2,14_16,54.97,2,39.27,1.40,11.97,12.16,,0.82,1.22,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1742,WG,PA,Nooramunga Marine and Coastal Park,,-38.675400,146.691683,5,MG,2,28_30,56.97,2,39.27,1.45,6.83,6.83,,0.49,0.68,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1749,WG,PA,Nooramunga Marine and Coastal Park,,-38.674517,146.690817,9,SM,3,0_2,37.28,2,39.27,0.95,25.61,28.68,,3.21,2.87,27.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1750,WG,PA,Nooramunga Marine and Coastal Park,,-38.674517,146.690817,9,SM,3,14_16,51.67,2,39.27,1.32,4.88,6.45,,1.05,0.64,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1751,WG,PA,Nooramunga Marine and Coastal Park,,-38.674517,146.690817,9,SM,3,28_30,53.51,2,39.27,1.36,3.01,3.81,,0.68,0.38,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1094,EG,PAY,Point Fullarton GLR,,-37.902533,147.718950,2,SM,2,0_2,4.38,2,39.27,0.11,392.42,403.98,,19.78,40.40,45.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1095,EG,PAY,Point Fullarton GLR,,-37.902533,147.718950,2,SM,2,14_16,7.75,2,39.27,0.20,260.94,240.01,,7.85,24.00,47.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1096,EG,PAY,Point Fullarton GLR,,-37.902533,147.718950,2,SM,2,28_30,17.35,2,39.27,0.44,285.97,282.95,,7.36,28.29,125.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1097,EG,PAY,Point Fullarton GLR,,-37.902200,147.718417,3,SM,3,0_2,6.82,2,39.27,0.17,352.07,358.99,,18.11,35.90,62.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1098,EG,PAY,Point Fullarton GLR,,-37.902200,147.718417,3,SM,3,14_16,16.98,2,39.27,0.43,269.00,267.62,,9.23,26.76,115.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1099,EG,PAY,Point Fullarton GLR,,-37.902200,147.718417,3,SM,3,28_30,13.07,2,39.27,0.33,301.88,299.30,,8.63,29.93,99.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1539,EG,PAY,Point Fullarton GLR,,-37.902817,147.719283,1,SM,1,0_2,5.37,2,39.27,0.14,352.96,368.73,,17.91,36.87,50.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1540,EG,PAY,Point Fullarton GLR,,-37.902817,147.719283,1,SM,1,14_16,7.50,2,39.27,0.19,277.71,267.07,,9.76,26.71,50.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1541,EG,PAY,Point Fullarton GLR,,-37.902817,147.719283,1,SM,1,28_30,20.32,2,39.27,0.52,294.03,302.73,,7.33,30.27,156.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1494,GH,PET,Peterborough Coastal Reserve,,-38.603700,142.883033,3,SG,3,0_2,33.78,2,39.27,0.86,81.47,17.12,70.90,1.87,1.71,14.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1495,GH,PET,Peterborough Coastal Reserve,,-38.603700,142.883033,3,SG,3,14_16,56.14,2,39.27,1.43,75.89,2.66,87.29,0.32,0.27,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1496,GH,PET,Peterborough Coastal Reserve,,-38.603700,142.883033,3,SG,3,28_30,52.58,2,39.27,1.34,80.35,3.92,97.82,0.38,0.39,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1515,GH,PET,Peterborough Coastal Reserve,,-38.602683,142.884000,1,SG,1,0_2,26.80,2,39.27,0.68,89.68,22.34,71.12,2.73,2.23,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1516,GH,PET,Peterborough Coastal Reserve,,-38.602683,142.884000,1,SG,1,14_16,49.71,2,39.27,1.27,87.61,3.98,100.79,0.50,0.40,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1517,GH,PET,Peterborough Coastal Reserve,,-38.602683,142.884000,1,SG,1,28_30,52.31,2,39.27,1.33,79.59,6.61,86.05,0.74,0.66,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1518,GH,PET,Peterborough Coastal Reserve,,-38.603300,142.883550,2,SG,2,0_2,34.55,2,39.27,0.88,85.04,17.46,75.34,1.94,1.75,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1519,GH,PET,Peterborough Coastal Reserve,,-38.603300,142.883550,2,SG,2,14_16,51.43,2,39.27,1.31,80.75,2.74,93.82,0.41,0.27,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1520,GH,PET,Peterborough Coastal Reserve,,-38.603300,142.883550,2,SG,2,28_30,33.89,2,39.27,0.86,72.21,11.81,66.90,1.38,1.18,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1324,GH,PFE,Belfast Coastal Reserve,,-38.365200,142.250617,3,SM,3,0_2,6.99,2,39.27,0.18,237.42,244.42,,14.83,24.44,43.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1325,GH,PFE,Belfast Coastal Reserve,,-38.365200,142.250617,3,SM,3,14_16,15.61,2,39.27,0.40,77.39,70.72,,5.45,7.07,28.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1326,GH,PFE,Belfast Coastal Reserve,,-38.365200,142.250617,3,SM,3,28_30,54.20,2,39.27,1.38,36.74,3.91,37.67,0.55,0.39,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1360,GH,PFE,Belfast Coastal Reserve,,-38.365683,142.251017,2,SM,2,0_2,10.03,2,39.27,0.26,147.79,142.98,,10.35,14.30,36.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1361,GH,PFE,Belfast Coastal Reserve,,-38.365683,142.251017,2,SM,2,14_16,19.88,2,39.27,0.51,82.01,79.88,,6.07,7.99,40.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1361,GH,PFE,Belfast Coastal Reserve,,-38.365683,142.251017,2,SM,2,28_30,,2,39.27,,,,,,,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1785,GH,PFE,Belfast Coastal Reserve,,-38.366083,142.251383,1,SM,1,0_2,14.16,2,39.27,0.36,126.92,125.34,,9.98,12.53,45.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1786,GH,PFE,Belfast Coastal Reserve,,-38.366083,142.251383,1,SM,1,14_16,27.77,2,39.27,0.71,53.39,47.92,,4.37,4.79,33.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1787,GH,PFE,Belfast Coastal Reserve,,-38.366083,142.251383,1,SM,1,28_30,31.08,2,39.27,0.79,44.66,40.61,,3.97,4.06,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1374,GH,PFW,,Belfast Coastal Reserve,-38.380450,142.239717,1,SM,1,0_2,10.21,2,39.27,0.26,129.53,121.84,,9.78,12.18,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1375,GH,PFW,,Belfast Coastal Reserve,-38.380450,142.239717,1,SM,1,14_16,13.34,2,39.27,0.34,83.79,79.62,,6.64,7.96,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1376,GH,PFW,,Belfast Coastal Reserve,-38.380450,142.239717,1,SM,1,28_30,33.52,2,39.27,0.85,45.93,30.06,15.16,2.49,3.01,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1377,GH,PFW,,Belfast Coastal Reserve,-38.379983,142.240083,2,SM,2,0_2,11.56,2,39.27,0.29,132.08,126.58,,10.22,12.66,37.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1378,GH,PFW,,Belfast Coastal Reserve,-38.379983,142.240083,2,SM,2,14_16,40.74,2,39.27,1.04,31.55,18.36,14.49,1.89,1.84,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1379,GH,PFW,,Belfast Coastal Reserve,-38.379983,142.240083,2,SM,2,28_30,49.34,2,39.27,1.26,43.42,14.35,26.78,1.26,1.44,18.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1383,GH,PFW,,Belfast Coastal Reserve,-38.379433,142.239817,6,SG,3,0_2,44.14,2,39.27,1.12,51.66,4.97,49.04,0.47,0.50,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1384,GH,PFW,,Belfast Coastal Reserve,-38.379433,142.239817,6,SG,3,14_16,39.54,2,39.27,1.01,36.88,19.36,16.76,1.37,1.94,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1385,GH,PFW,,Belfast Coastal Reserve,-38.379433,142.239817,6,SG,3,28_30,49.19,2,39.27,1.25,24.43,7.89,15.37,0.80,0.79,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1587,GH,PFW,,Belfast Coastal Reserve,-38.380567,142.240567,4,SG,1,0_2,54.16,2,39.27,1.38,28.22,8.66,18.76,0.94,0.87,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1588,GH,PFW,,Belfast Coastal Reserve,-38.380567,142.240567,4,SG,1,14_16,67.38,2,39.27,1.72,55.17,2.64,57.43,0.30,0.26,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1589,GH,PFW,,Belfast Coastal Reserve,-38.380567,142.240567,4,SG,1,28_30,52.56,2,39.27,1.34,43.25,4.06,41.71,0.48,0.41,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1649,GH,PFW,,Belfast Coastal Reserve,-38.380533,142.240267,3,SM,3,0_2,6.83,2,39.27,0.17,239.45,242.15,,17.90,24.22,42.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1650,GH,PFW,,Belfast Coastal Reserve,-38.380533,142.240267,3,SM,3,14_16,60.21,2,39.27,1.53,23.75,3.26,20.13,0.30,0.33,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1651,GH,PFW,,Belfast Coastal Reserve,-38.380533,142.240267,3,SM,3,28_30,51.84,2,39.27,1.32,30.04,10.36,16.37,0.98,1.04,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1672,GH,PFW,,Belfast Coastal Reserve,-38.379967,142.240400,5,SG,2,0_2,45.28,2,39.27,1.15,43.73,17.65,22.82,2.10,1.77,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
