"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)","Averaged 
Sample Runs","Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
Standard Deviation 
(µm)","Skewness
(µm)","Skewness 
Standard Deviation
(µm)","Kurtosis
(µm)","Kurtosis
Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)"
14CCT01-GB64M,38-39,Sandy Mud,N=8,27.06,2.10,4.149,0.095,-0.490,0.004,1.068,0.029,5.212,0.112,2.053,0.033,0.490,0.004,1.068,0.029,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.37,0.30,41.62,2.67,104.88,4.93,33.2,2.7,66.8,2.7,0.0,0.0,0.0,5.6,27.6,25.6,12.8,8.5,6.4,4.7,8.8
14CCT01-GB64M,39-40,Sandy Mud,N=8,35.24,6.24,3.495,0.203,-0.560,0.030,1.418,0.207,4.850,0.258,1.803,0.084,0.560,0.030,1.418,0.207,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.85,0.96,51.56,8.17,103.01,7.97,39.4,7.8,60.6,7.8,0.0,0.0,0.0,4.2,35.2,28.0,10.9,6.6,4.7,3.5,6.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14CCT01-GB32G,0-1,Sandy Mud,N=6,31.59,4.44,3.783,0.261,-0.484,0.019,1.238,0.120,4.999,0.204,1.916,0.100,0.484,0.019,1.238,0.120,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.14,0.64,46.48,5.14,109.72,4.33,35.9,3.8,64.1,3.8,0.0,0.0,0.1,7.0,28.8,26.8,13.0,7.4,5.1,4.8,7.0
14CCT01-GB35G,0-1,Muddy Sand,N=8,89.50,0.98,2.120,0.017,-0.279,0.014,1.683,0.011,3.482,0.016,1.084,0.012,0.279,0.014,1.683,0.011,Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,34.43,0.35,92.90,0.73,180.63,4.27,75.4,0.3,24.6,0.3,0.0,0.3,1.3,27.1,46.7,15.5,3.2,1.4,1.1,1.2,2.3
14CCT01-GB37Ga,0-1,Sandy Mud,N=8,44.33,10.92,2.979,0.538,-0.541,0.039,1.724,0.431,4.541,0.363,1.551,0.263,0.541,0.039,1.724,0.431,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.91,4.68,58.16,6.00,105.33,2.65,46.0,6.1,54.0,6.1,0.0,0.0,0.0,4.4,41.7,28.6,9.0,4.3,3.4,3.7,4.9
14CCT01-GB40G,0-1,Muddy Sand,N=6,58.65,8.34,3.149,0.238,-0.465,0.003,1.468,0.146,4.106,0.207,1.651,0.109,0.465,0.003,1.468,0.146,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.21,2.71,74.46,8.01,160.08,8.02,58.1,5.5,41.9,5.5,0.0,0.0,0.6,20.8,36.7,18.8,8.8,4.7,2.9,2.6,4.0
14CCT01-GB41G,0-1,Sand,N=8,174.25,1.54,1.490,0.023,-0.087,0.011,1.243,0.037,2.521,0.013,0.575,0.022,0.087,0.011,1.243,0.037,Fine Sand,Moderately Well Sorted,Symmetrical,Leptokurtic,104.37,0.93,177.04,1.42,275.91,7.27,96.6,0.2,3.4,0.2,0.0,1.9,13.5,66.6,14.6,1.1,0.3,0.3,0.3,0.5,0.9
14CCT01-GB43G,0-1,Muddy Sand,N=8,81.42,10.02,2.897,0.307,-0.312,0.044,1.546,0.213,3.630,0.179,1.526,0.154,0.312,0.044,1.546,0.213,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,17.18,6.94,89.99,9.13,219.42,17.15,66.7,3.7,33.3,3.7,0.0,1.1,5.6,26.5,33.4,18.0,5.8,2.6,1.7,2.0,3.3
14CCT01-GB44G,0-1,Sandy Mud,N=8,48.82,10.11,6.272,0.177,-0.130,0.056,0.907,0.076,4.388,0.303,2.648,0.041,0.130,0.056,0.907,0.076,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,3.21,0.59,52.25,13.33,399.11,28.61,44.4,6.5,55.6,6.5,0.1,4.5,19.3,9.0,11.5,15.9,13.3,8.9,5.9,4.9,6.8
14CCT01-GB45G,0-1,Sandy Mud,N=6,38.87,3.11,7.207,0.271,-0.193,0.040,0.754,0.043,4.690,0.113,2.848,0.055,0.193,0.040,0.754,0.043,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,2.24,0.11,49.04,6.06,387.36,8.88,46.2,1.7,53.8,1.7,0.0,3.8,16.8,15.1,10.6,10.8,10.3,8.7,8.1,7.3,8.7
14CCT01-GB46G,0-1,Sandy Mud,N=8,16.01,4.67,4.532,0.061,-0.206,0.052,0.964,0.096,6.023,0.404,2.180,0.019,0.206,0.052,0.964,0.096,Medium Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,1.79,0.30,20.61,6.73,93.25,24.04,17.2,5.6,82.8,5.6,0.0,0.0,0.5,6.3,10.4,19.5,19.2,13.6,9.7,9.1,11.7
14CCT01-GB47G,0-1,Muddy Sand,N=8,58.91,8.75,6.339,0.201,-0.378,0.097,0.867,0.028,4.101,0.216,2.664,0.046,0.378,0.097,0.867,0.028,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,3.10,0.29,94.00,25.03,399.15,8.14,54.7,3.4,45.3,3.4,0.1,5.0,20.1,20.3,9.2,10.5,10.0,7.5,5.7,4.9,6.8
14CCT01-GB48G,0-1,Sandy Mud,N=5,35.21,1.97,6.189,0.301,-0.135,0.045,0.873,0.032,4.830,0.081,2.628,0.071,0.135,0.045,0.873,0.032,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,2.52,0.23,39.74,4.76,299.02,13.72,39.7,1.8,60.3,1.8,0.0,2.0,11.9,14.5,11.3,16.0,13.8,9.4,7.0,6.4,7.7
14CCT01-GB51G,0-1,Sandy Mud,N=6,37.16,2.79,7.294,0.174,-0.087,0.032,0.748,0.041,4.754,0.108,2.866,0.034,0.087,0.032,0.748,0.041,Very Coarse Silt,Very Poorly Sorted,Symmetrical,Platykurtic,2.33,0.24,39.16,4.83,407.18,4.29,41.3,3.2,58.7,3.2,0.0,4.5,17.5,10.9,8.4,12.4,12.1,10.0,8.8,7.1,8.3
14CCT01-GB52G,0-1,Sandy Mud,N=5,32.43,2.21,6.450,0.167,-0.128,0.012,0.821,0.004,4.950,0.098,2.689,0.038,0.128,0.012,0.821,0.004,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,2.27,0.19,36.44,2.83,289.34,4.84,37.3,1.6,62.7,1.6,0.0,1.2,12.9,13.4,9.8,16.3,14.1,9.5,7.1,7.4,8.4
14CCT01-GB58G,0-1,Sandy Mud,N=6,30.19,1.67,5.076,0.490,-0.263,0.057,1.036,0.070,5.052,0.081,2.337,0.145,0.263,0.057,1.036,0.070,Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,2.61,0.10,39.78,0.91,195.96,39.78,35.1,2.0,64.9,2.0,0.0,0.4,5.4,12.1,17.2,21.8,14.3,8.3,6.5,6.7,7.2
14CCT01-GB59G,0-1,Muddy Sand,N=6,73.40,0.47,2.039,0.052,-0.309,0.016,2.178,0.096,3.768,0.009,1.027,0.037,0.309,0.016,2.178,0.096,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,31.37,0.98,76.40,0.33,133.82,0.12,67.6,0.5,32.4,0.5,0.0,0.0,0.4,12.1,55.1,22.5,3.5,1.3,1.2,1.6,2.3
14CCT01-GB61G,0-1,Sandy Mud,N=6,25.32,0.41,3.663,0.030,-0.522,0.005,1.250,0.020,5.304,0.023,1.873,0.012,0.522,0.005,1.250,0.020,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.64,0.05,39.42,0.43,87.08,0.40,24.8,0.3,75.2,0.3,0.0,0.0,0.0,2.9,21.9,34.6,15.3,6.8,5.2,6.1,7.3
14CCT01-GB62Gb,0-1,Muddy Sand,N=8,84.93,1.39,2.540,0.065,-0.407,0.036,1.909,0.159,3.558,0.024,1.344,0.037,0.407,0.036,1.909,0.159,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,21.61,1.43,95.15,1.69,184.23,7.04,73.0,1.6,27.0,1.6,0.0,0.7,2.2,27.9,42.2,14.1,4.5,1.9,1.8,2.1,2.6
14CCT01-GB63G,0-1,Muddy Sand,N=6,70.01,8.15,2.576,0.228,-0.463,0.052,2.111,0.049,3.846,0.169,1.359,0.128,0.463,0.052,2.111,0.049,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,15.97,6.02,80.70,4.73,145.99,7.13,67.1,4.4,32.9,4.4,0.0,0.0,0.1,17.5,49.5,17.5,5.1,2.6,2.0,2.1,3.6
14CCT01-GB65G,0-1,Sand,N=6,143.59,7.19,1.468,0.017,-0.098,0.046,1.122,0.010,2.802,0.072,0.554,0.017,0.098,0.046,1.122,0.010,Fine Sand,Moderately Well Sorted,Symmetrical,Leptokurtic,87.09,3.71,145.10,6.81,225.52,17.08,95.5,0.6,4.5,0.6,0.0,0.5,4.8,60.1,30.1,1.5,0.5,0.4,0.4,0.6,1.2
14CCT01-GB67Ga,0-1,Muddy Sand,N=6,68.99,3.04,2.020,0.229,-0.400,0.064,2.036,0.193,3.859,0.064,1.005,0.164,0.400,0.064,2.036,0.193,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,26.84,7.33,74.47,0.99,120.63,0.82,65.2,2.2,34.8,2.2,0.0,0.0,0.0,8.4,56.8,23.3,4.3,1.8,1.3,1.5,2.7
14CCT01-GB70Gb,0-1,Muddy Sand,N=6,84.60,7.85,2.652,0.133,-0.415,0.057,1.918,0.035,3.570,0.134,1.405,0.073,0.415,0.057,1.918,0.035,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,19.68,5.46,95.67,4.96,188.21,13.66,72.7,3.2,27.3,3.2,0.0,0.6,2.4,28.5,41.1,13.7,4.4,2.2,1.8,2.1,3.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14CCT01-GB30S,0-1,Sandy Mud,N=9,18.85,0.57,4.760,0.049,-0.121,0.010,0.927,0.006,5.730,0.044,2.251,0.015,0.121,0.010,0.927,0.006,Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,2.12,0.05,21.19,0.78,125.94,3.59,23.5,0.6,76.5,0.6,0.0,0.0,1.2,9.0,13.4,17.2,16.1,14.7,11.1,8.1,9.2
14CCT01-GB33S,0-1,Sand,N=7,396.93,2.86,1.454,0.007,-0.071,0.010,1.110,0.018,1.333,0.010,0.540,0.007,0.071,0.010,1.110,0.018,Medium Sand,Moderately Well Sorted,Symmetrical,Leptokurtic,245.42,2.97,399.84,2.72,623.19,4.60,99.1,0.0,0.9,0.0,0.6,25.5,63.1,7.9,1.9,0.4,0.1,0.1,0.0,0.1,0.2
14CCT01-GB36S,0-1,Sandy Mud,N=8,23.16,0.68,4.483,0.065,-0.454,0.020,0.826,0.018,5.433,0.042,2.164,0.021,0.454,0.020,0.826,0.018,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,2.14,0.06,37.21,1.70,106.20,0.32,32.8,0.4,67.2,0.4,0.0,0.0,0.0,5.5,27.3,21.0,11.4,9.3,8.8,7.6,9.1
14CCT01-GB38S,0-1,Sandy Mud,N=6,41.88,3.03,2.925,0.026,-0.276,0.010,1.311,0.041,4.581,0.105,1.548,0.013,0.276,0.010,1.311,0.041,Very Coarse Silt,Poorly Sorted,Fine Skewed,Leptokurtic,9.36,0.74,45.81,3.07,122.82,11.11,36.0,3.5,64.0,3.5,0.0,0.0,0.1,9.5,26.4,29.2,18.7,7.2,2.7,2.2,3.9
14CCT01-GB39S,0-1,Sandy Mud,N=9,8.56,0.20,4.611,0.048,0.072,0.011,0.785,0.009,6.868,0.034,2.205,0.015,-0.072,0.011,0.785,0.009,Medium Silt,Very Poorly Sorted,Symmetrical,Platykurtic,1.25,0.02,7.82,0.22,64.64,2.32,10.6,0.6,89.4,0.6,0.0,0.0,0.0,1.7,8.9,12.9,13.3,13.2,15.7,15.5,18.8
14CCT01-GB42S,0-1,Sandy Mud,N=6,35.11,1.15,3.622,0.037,-0.549,0.004,1.266,0.019,4.833,0.047,1.857,0.015,0.549,0.004,1.266,0.019,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.59,0.17,53.54,1.58,112.47,1.85,42.3,1.4,57.7,1.4,0.0,0.0,0.0,6.4,35.9,25.2,10.6,6.3,5.0,4.5,6.1
14CCT01-GB49S,0-1,Sandy Mud,N=7,25.41,1.38,5.111,0.093,-0.255,0.005,0.971,0.017,5.300,0.079,2.353,0.026,0.255,0.005,0.971,0.017,Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,2.33,0.05,34.39,1.63,171.07,10.95,30.7,1.9,69.3,1.9,0.0,0.0,4.5,10.6,15.6,22.0,14.7,9.0,7.9,7.6,8.2
14CCT01-GB50S,0-1,Sandy Mud,N=6,15.48,1.32,4.391,0.260,-0.190,0.016,0.877,0.018,6.019,0.124,2.132,0.085,0.190,0.016,0.877,0.018,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.87,0.05,18.80,1.65,87.22,14.99,17.1,3.5,82.9,3.5,0.0,0.0,0.1,4.9,12.1,20.1,16.9,14.5,11.6,9.3,10.5
14CCT01-GB53S,0-1,Sandy Mud,N=6,27.51,4.05,3.715,0.218,-0.405,0.056,1.139,0.068,5.200,0.214,1.891,0.085,0.405,0.056,1.139,0.068,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.17,0.49,37.77,6.02,100.87,2.41,29.5,5.1,70.5,5.1,0.0,0.0,0.1,5.1,24.2,26.7,16.9,8.8,6.3,5.4,6.6
14CCT01-GB54S,0-1,Sandy Mud,N=6,13.03,0.12,4.334,0.034,-0.190,0.014,0.820,0.006,6.262,0.013,2.116,0.011,0.190,0.014,0.820,0.006,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.65,0.01,15.96,0.30,71.42,1.32,13.0,0.3,87.0,0.3,0.0,0.0,0.0,3.4,9.6,20.7,16.7,13.7,12.5,10.9,12.4
14CCT01-GB55S,0-1,Sandy Mud,N=8,11.86,0.27,4.397,0.007,-0.123,0.006,0.822,0.014,6.398,0.033,2.136,0.002,0.123,0.006,0.822,0.014,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.55,0.03,13.42,0.45,72.39,1.16,13.1,0.2,86.9,0.2,0.0,0.0,0.0,2.1,11.0,15.9,17.6,14.8,13.3,11.7,13.5
14CCT01-GB56Sc,0-1,Muddy Sand,N=6,38.63,0.76,3.582,0.040,-0.609,0.001,1.312,0.033,4.694,0.028,1.841,0.016,0.609,0.001,1.312,0.033,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.81,0.12,62.55,0.63,117.22,0.75,50.0,0.6,50.0,0.6,0.0,0.0,0.3,7.6,42.1,20.4,8.8,5.8,4.8,4.6,5.6
14CCT01-GB57S,0-1,Sandy Mud,N=6,34.53,0.15,3.800,0.058,-0.551,0.004,1.242,0.028,4.856,0.006,1.926,0.022,0.551,0.004,1.242,0.028,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.26,0.06,54.57,0.68,117.42,1.78,43.4,0.7,56.6,0.7,0.0,0.0,0.1,7.9,35.4,24.2,10.0,6.0,5.1,4.9,6.4
14CCT01-GB60Sc,0-1,Sandy Mud,N=6,17.65,1.91,4.735,0.132,-0.164,0.009,0.895,0.005,5.833,0.157,2.243,0.040,0.164,0.009,0.895,0.005,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.98,0.11,21.22,2.47,113.33,16.77,22.1,3.2,77.9,3.2,0.0,0.0,0.6,8.0,13.5,17.7,17.2,13.3,10.7,9.1,9.9
14CCT01-GB64S,0-1,Sandy Mud,N=6,10.94,0.96,5.010,0.074,0.051,0.033,0.768,0.039,6.519,0.127,2.325,0.021,-0.051,0.033,0.768,0.039,Medium Silt,Very Poorly Sorted,Symmetrical,Platykurtic,1.39,0.04,10.08,1.14,89.00,5.08,17.5,2.4,82.5,2.4,0.0,0.0,0.0,4.4,13.2,11.8,12.1,13.6,15.1,13.8,16.0
14CCT01-GB66S,0-1,Sandy Mud,N=6,14.72,2.16,4.341,0.030,-0.120,0.052,0.913,0.012,6.101,0.213,2.118,0.010,0.120,0.052,0.913,0.012,Medium Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,1.88,0.15,16.59,3.17,86.76,8.76,16.7,3.0,83.3,3.0,0.0,0.0,0.0,4.9,11.8,17.0,17.0,16.6,12.7,9.4,10.6
14CCT01-GB68S,0-1,Sandy Mud,N=8,16.80,1.01,4.504,0.013,-0.251,0.017,0.864,0.006,5.898,0.086,2.171,0.004,0.251,0.017,0.864,0.006,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.85,0.07,21.84,1.56,92.94,3.56,20.2,1.6,79.8,1.6,0.0,0.0,0.2,4.8,15.2,20.2,17.3,12.5,10.2,8.9,10.7
14CCT01-GB96S,0-1,Sand,N=6,309.79,0.33,1.331,0.003,0.009,0.004,0.972,0.004,1.691,0.002,0.413,0.003,-0.009,0.004,0.972,0.004,Medium Sand,Well Sorted,Symmetrical,Mesokurtic,214.61,0.46,309.43,0.43,448.94,1.41,100.0,0.0,0.0,0.0,0.0,4.7,72.1,22.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Gx = field replicate sample pairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
