study_id,site_id,method_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,0,5,0.1229,0.711386,0.308829
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,5,10,0.1371,0.638852,0.334347
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,10,15,0.2388,0.619023,0.329372
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,15,20,0.1421,0.431847,0.231845
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,20,25,0.1616,0.6353179999999999,0.32215699999999997
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,25,30,0.1857,0.6968850000000001,0.35239899999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,30,35,0.1892,0.652277,0.33286499999999997
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,35,40,0.2103,0.689298,0.34369900000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,40,45,0.2169,0.7201139999999999,0.37268799999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,45,50,0.2205,0.750902,0.38042099999999995
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,72.5,77.5,0.1649,0.658448,0.325666
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,122.5,127.5,0.1545,0.638117,0.31283
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_1_mangrove,163,168,0.1881,0.49924999999999997,0.137157
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,0,5,0.1442,0.763698,0.390447
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,5,10,0.1466,0.7125,0.363016
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,10,15,0.1254,0.6707380000000001,0.331882
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,15,20,0.1371,0.6461520000000001,0.331526
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,20,25,0.176,0.607554,0.29207
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,25,30,0.2367,0.6979949999999999,0.363386
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,30,35,0.2195,0.697955,0.36202
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,35,40,0.1945,0.668684,0.357033
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,40,45,0.1927,0.664016,0.336314
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,45,50,0.1972,0.691759,0.366948
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,85,90,0.1901,0.6884619999999999,0.352605
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_2_mangrove,122.5,127.5,0.1677,0.58846,0.292013
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,0,5,0.1744,0.755133,0.395484
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,5,10,0.2033,0.7252209999999999,0.392058
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,10,15,0.218,0.70858,0.346292
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,15,20,0.1535,0.629251,0.311077
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,20,25,0.1955,0.618317,0.316688
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,25,30,0.2001,0.64559,0.32644199999999995
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,30,35,0.2021,0.665966,0.298674
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,35,40,0.1944,0.6651819999999999,0.33435400000000004
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,40,45,0.2231,0.8094540000000001,0.36039099999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,45,50,0.1979,0.6460370000000001,0.351765
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,65,70,0.2505,0.6798449999999999,0.34814500000000004
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_3_mangrove,122.5,127.5,0.189,0.634173,0.324615
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,0,5,0.194,0.747252,0.37404200000000004
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,5,10,0.1869,0.6825950000000001,0.35975
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,10,15,0.2082,0.747484,0.354125
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,15,20,0.2315,0.627811,0.314905
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,20,25,0.2061,0.673425,0.354274
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,25,30,0.1698,0.6262789999999999,0.326217
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,30,35,0.166,0.6442650000000001,0.33714599999999995
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,35,40,0.1561,0.654354,0.35296500000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,40,45,0.1505,0.652755,0.35204599999999997
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,45,50,0.152,0.649567,0.351252
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,65,70,0.1428,0.670192,0.351584
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,115,120,0.1492,0.5866060000000001,0.308602
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_4_mangrove,125,130,0.494,0.091675,0.027610000000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,0,5,0.273,0.529363,0.190498
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,5,10,0.1631,0.687609,0.325383
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,10,15,0.1521,0.654864,0.312331
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,15,20,0.1762,0.6656780000000001,0.33203699999999997
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,20,25,0.2158,0.691817,0.363215
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,25,30,0.2204,0.669765,0.35186700000000004
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,30,35,0.2152,0.682611,0.33384099999999994
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,35,40,0.2165,0.7044039999999999,0.300815
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,40,45,0.1715,0.703558,0.371847
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,45,50,0.229,0.701724,0.363502
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,65,70,0.1569,0.690975,0.34928899999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_5_mangrove,122.5,127.5,0.1546,0.6299199999999999,0.32400199999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,0,5,0.1994,0.738519,0.376342
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,5,10,0.1587,0.6908920000000001,0.35276
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,10,15,0.1584,0.6694970000000001,0.325362
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,15,20,0.1582,0.659767,0.337491
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,20,25,0.1908,0.653116,0.32929499999999995
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,25,30,0.1754,0.665845,0.347787
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,30,35,0.2031,0.660783,0.337855
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,35,40,0.1887,0.683333,0.3447
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,40,45,0.1815,0.6715059999999999,0.352251
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,45,50,0.1847,0.680304,0.35174799999999995
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,64,69,0.1736,0.661776,0.34490499999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,90,95,0.1952,0.6400790000000001,0.311898
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_1_6_mangrove,100,105,0.7672,0.048829000000000004,0.01164
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,0,5,0.1748,0.6889029999999999,0.34399
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,5,10,0.1815,0.705264,0.347635
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,10,15,0.1987,0.7061350000000001,0.351854
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,15,20,0.2174,0.705835,0.357145
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,20,25,0.2124,0.676571,0.32467599999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,25,30,0.1808,0.815678,0.34135
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,30,35,0.1822,0.678999,0.33218000000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,35,40,0.2004,0.658296,0.019104
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,40,45,0.1951,0.647436,0.31316
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,45,50,0.1825,0.650474,0.31544
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_1_mangrove,72.5,77.5,0.1845,0.6310370000000001,0.3131
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,0,5,0.2085,0.752299,0.36878
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,5,10,0.2019,0.71244,0.35967
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,10,15,0.2298,0.744138,0.36817999999999995
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,15,20,0.2138,0.699572,0.36654800000000004
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,20,25,0.2057,0.690205,0.347786
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,25,30,0.2116,0.6642220000000001,0.334627
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,30,35,0.2386,0.7044400000000001,0.34791200000000005
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,35,40,0.2087,0.6993729999999999,0.36203
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,40,45,0.2018,0.676695,0.34671
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,45,50,0.2146,0.685077,0.344265
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_2_mangrove,72.5,77.5,0.174,0.655397,0.34015999999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,0,5,0.2065,0.733046,0.37636000000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,5,10,0.2141,0.708126,0.36683
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,10,15,0.1994,0.7001860000000001,0.354675
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,15,20,0.2193,0.687466,0.36079300000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,20,25,0.218,0.68772199999999994,0.35365800000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,25,30,0.1838,0.676999,0.32768200000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,30,35,0.1786,0.657621,0.31975000000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,35,40,0.2052,0.680773,0.347424
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,40,45,0.1863,0.6548309999999999,0.31318
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,45,50,0.1866,0.672379,0.328642
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_3_mangrove,65,70,0.1975,0.679164,0.332489
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,0,5,0.1581,0.7499760000000001,0.38242600000000004
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,5,10,0.1917,0.697536,0.351924
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,10,15,0.1802,0.697195,0.301923
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,15,20,0.2164,0.677699,0.342134
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,20,25,0.2465,0.69808,0.35810400000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,25,30,0.2256,0.703073,0.355877
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,30,35,0.2572,0.7047140000000001,0.345642
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,35,40,0.1911,0.663481,0.324644
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,40,45,0.2356,0.716403,0.35601700000000003
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,45,50,0.1853,0.66606,0.32792299999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,72.5,77.5,0.2267,0.637661,0.306381
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_4_mangrove,83,88,0.3048,0.617035,0.307897
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,0,5,0.1837,0.723723,0.36022
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,5,10,0.2154,0.712148,0.359061
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,10,15,0.2044,0.672151,0.34637799999999996
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,15,20,0.2028,0.685428,0.32134300000000005
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,20,25,0.2081,0.665039,0.318889
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,25,30,0.218,0.690841,0.346117
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,30,35,0.2715,0.6988179999999999,0.342605
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,35,40,0.2335,0.72941,0.359394
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,40,45,0.2833,0.675501,0.337231
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,45,50,0.2369,0.698991,0.361103
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,72.5,77.5,0.1396,0.6062850000000001,0.289165
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_5_mangrove,80,85,0.1012,0.51599,0.240842
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,0,5,0.1668,0.738897,0.267538
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,5,10,0.216,0.742593,0.312032
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,10,15,0.1823,0.676234,0.369507
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,15,20,0.2173,0.702874,0.365768
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,20,25,0.2112,0.694204,0.361714
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,25,30,0.2231,0.852331,0.351231
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,30,35,0.2295,0.707149,0.367085
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,35,40,0.2257,0.694251,0.368699
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,40,45,0.2114,0.688857,0.352859
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,45,50,0.2113,0.669268,0.348633
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,72.5,77.5,0.1837,0.669254,0.32401
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_2_6_mangrove,95,100,0.1216,0.51068,0.24146
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,0,5,0.1459,0.552539,0.265009
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,5,10,0.1493,0.530694,0.251843
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,10,15,0.1579,0.496176,0.234968
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,15,20,0.1406,0.495238,0.22888999999999998
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,20,25,0.1433,0.476097,0.21590499999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,25,30,0.1218,0.447237,0.200457
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,30,35,0.1526,0.38202800000000003,0.16677299999999998
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,35,40,0.1777,0.317775,0.14247400000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,40,45,0.2112,0.288636,0.12205099999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,45,50,0.2635,0.20418199999999997,0.074939
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_1_mangrove,72.5,77.5,0.2745,0.263896,0.107771
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,0,5,0.1467,0.612377,0.29743200000000003
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,5,10,0.1645,0.630444,0.306141
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,10,15,0.127,0.548045,0.258237
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,15,20,0.1431,0.594318,0.2773
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,20,25,0.1327,0.463955,0.215698
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,25,30,0.1659,0.520886,0.238969
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,30,35,0.1805,0.359878,0.15103999999999998
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,35,40,0.2173,0.295568,0.118825
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,40,45,0.2343,0.244536,0.081593
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,45,50,0.2451,0.226158,0.08721899999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_2_mangrove,65,70,0.375,0.143968,0.053045999999999996
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,0,5,0.1241,0.363997,0.15238
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,5,10,0.2343,0.28607900000000003,0.116172
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,10,15,0.212,0.251925,0.09325100000000001
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,15,20,0.3445,0.19927299999999998,0.070412
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,20,25,0.3892,0.157576,0.054139
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,25,30,0.3482,0.152028,0.051114
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,30,35,0.3825,0.175617,0.06483699999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,35,40,0.2602,0.247758,0.103137
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,40,44,0.1904,0.25414200000000003,0.107379
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,45,50,0.1873,0.340161,0.154221
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,72.5,77.5,0.3046,0.24381,0.106536
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,94,99,0.1598,0.46499899999999994,0.224317
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,122.5,127.5,0.2501,0.275485,0.12263099999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,172.5,177.5,0.2104,0.380627,0.184822
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_3_mangrove,222.5,227.5,0.1756,0.6430629999999999,0.337178
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,0,5,0.4479,0.25519,0.11849
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,5,10,0.3827,0.288086,0.12492
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,10,15,0.3437,0.283584,0.13029
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,15,20,0.4448,0.25046,0.12385
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,20,25,0.4026,0.249477,0.11929000000000001
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,25,30,0.4053,0.247541,0.11312
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,30,35,0.4651,0.222441,0.10436999999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,35,40,0.4891,0.215425,0.10215
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,40,45,0.4477,0.228167,0.11080999999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,45,50,0.5279,0.18611999999999998,0.08893000000000001
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,65,70,0.1415,0.535722,0.251018
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,72.5,77.5,0.1834,0.383403,0.178065
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_4_mangrove,104,109,0.4908,0.112918,0.03812
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,0,5,0.2315,0.633389,0.29833
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,5,10,0.2825,0.5970369999999999,0.23951
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,10,15,0.2285,0.47346699999999997,0.20674
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,15,20,0.2133,0.459718,0.19155
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,20,25,0.2013,0.35843899999999995,0.17303999999999997
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,25,30,0.1742,0.347063,0.13933
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,30,35,0.1287,0.351047,0.14336000000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,35,40,0.1242,0.32293900000000003,0.13045
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,40,45,0.1828,0.30661,0.10474
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,45,50,0.2529,0.22373300000000002,0.0909
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,72.5,77.5,0.3086,0.248024,0.10507
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_5_mangrove,122.5,127.5,0.188,0.394517,0.183109
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,0,5,0.21560000000000001,0.214453,0.120937
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,5,10,0.3576,0.157,0.04946
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,10,15,0.4076,0.14499,0.04917
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,15,20,0.4098,0.16026900000000002,0.053259999999999995
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,20,25,0.4052,0.178751,0.06036
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,25,30,0.2038,0.25098400000000004,0.10788
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,30,35,0.1803,0.271696,0.11496
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,35,40,0.2023,0.288014,0.125
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,40,45,0.1992,0.28247900000000004,0.12007
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,45,50,0.229,0.283705,0.12476000000000001
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,72.5,77.5,0.3629,0.18176899999999999,0.073842
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,122.5,127.5,0.2424,0.296784,0.139138
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,172.5,177.5,0.1519,0.687466,0.35759300000000005
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,222.5,227.5,0.1585,0.6892199999999999,0.36170900000000006
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_1_6_mangrove,272.5,277.5,0.1817,0.618083,0.293226
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,0,5,0.3559,0.22764800000000002,0.073016
