"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","depth_interval_notes","delta_c13"
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 2","single set of methods",70,72,1.103275,NA,0.01262389,"Coarse Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 2","single set of methods",80,82,0.8873517,NA,0.012707930000000001,"Coarse Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",0,2,0.4180024,NA,0.12210000000000001,"Organic silt with roots",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",4,6,0.5041336,NA,0.0528,"Organic silt with roots",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",10,12,1.168429,NA,0.01475523,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",20,22,1.109808,NA,0.014830929999999999,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",30,32,1.276128,NA,0.0141723,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",40,42,1.160808,NA,0.01370705,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",50,52,1.141209,NA,0.01316914,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",60,62,1.146692,NA,0.01291549,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 3","single set of methods",70,72,1.018056,NA,0.01309488,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 5","single set of methods",0,2,0.2284367,NA,0.0613,"Organic silt with roots",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 5","single set of methods",4,6,0.2315768,NA,0.1873,"Organic silt with roots",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 5","single set of methods",10,12,0.4713833,NA,0.1521688,"Organic silt  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 5","single set of methods",20,22,0.7902724,NA,0.02611585,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 5","single set of methods",30,32,0.9320248,NA,0.021162860000000002,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 5","single set of methods",40,42,1.020115,NA,0.01518837,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 5","single set of methods",50,52,1.270335,NA,0.013244750000000001,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 5","single set of methods",60,62,1.328009,NA,0.013118749999999998,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 8","single set of methods",0,2,0.471477,NA,0.0077,"Fine Sand with roots",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 8","single set of methods",4,6,1.085428,NA,0.0031,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 8","single set of methods",10,12,0.5605234,NA,0.01196695,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 8","single set of methods",20,22,1.22884,NA,0.01313788,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 8","single set of methods",30,32,1.290704,NA,0.01305617,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 8","single set of methods",40,42,1.259772,NA,0.012858449999999999,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 8","single set of methods",50,52,1.131357,NA,0.012500480000000001,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 8","single set of methods",60,62,0.9420168,NA,0.013021560000000001,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 9","single set of methods",0,2,1.25696,NA,0.0378,"Organic silt with roots",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 9","single set of methods",4,6,0.9242075,NA,0.016200000000000003,"Organic silt with roots",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 9","single set of methods",10,12,0.8407851,NA,0.01499264,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 9","single set of methods",20,22,0.2933843,NA,0.01347326,"Fine Sand  (roots)",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 9","single set of methods",30,32,1.261646,NA,0.012856330000000001,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 9","single set of methods",40,42,1.00763,NA,0.01380919,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 9","single set of methods",50,52,0.8895263,NA,0.013115300000000002,"Fine Sand",NA
"Smeaton_et_al_2022a","Malltraeth","Malltraeth 9","single set of methods",60,62,0.6280112,NA,0.0128627,"Fine Sand",NA
"Smeaton_et_al_2022a","Newton","NT-01","single set of methods",0,2,0.1560921,NA,0.16399999999999998,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-01","single set of methods",4,6,0.4471264,NA,0.1268,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-01","single set of methods",10,12,0.5178477,NA,0.07629999999999999,"Grey Silt (Flint)",NA
"Smeaton_et_al_2022a","Newton","NT-01","single set of methods",20,22,0.7719722,NA,0.0268,"Grey Silt (Flint)",NA
"Smeaton_et_al_2022a","Newton","NT-01","single set of methods",30,32,0.6267734,NA,0.020099999999999996,"Basal Clay (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-02","single set of methods",0,2,0.1964538,NA,0.1481,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-02","single set of methods",4,6,0.1454535,NA,0.2346,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-02","single set of methods",10,12,0.1739387,NA,0.1421,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-02","single set of methods",20,22,0.5261097,NA,0.0165,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-02","single set of methods",30,32,0.6107306,NA,0.018500000000000003,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-02","single set of methods",40,42,1.023663,NA,0.0089,"Basal Clay (Chalk)",NA
"Smeaton_et_al_2022a","Newton","NT-03","single set of methods",0,2,0.1373755,NA,0.1456,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-03","single set of methods",4,6,0.3024934,NA,0.1288,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-03","single set of methods",10,12,0.3041062,NA,0.0652,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-03","single set of methods",20,22,0.4457541,NA,0.0587,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-03","single set of methods",30,32,0.4994707,NA,0.022799999999999997,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-03","single set of methods",40,42,0.6496493,NA,0.0165,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-03","single set of methods",50,52,0.6769956,NA,0.0126,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-04","single set of methods",0,2,0.2504321,NA,0.1133,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-04","single set of methods",4,6,0.1868833,NA,0.07440000000000001,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-04","single set of methods",10,12,0.3571649,NA,0.0926,"Silt with Organics (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-04","single set of methods",20,22,0.5296111,NA,0.0204,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-04","single set of methods",30,32,0.6804546,NA,0.0163,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-04","single set of methods",40,42,0.7215731,NA,0.0095,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-04","single set of methods",50,52,0.5821676,NA,0.006500000000000001,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-05","single set of methods",0,2,0.2187213,NA,0.1411,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-05","single set of methods",4,6,0.1629393,NA,0.0839,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-05","single set of methods",10,12,0.2244863,NA,0.052300000000000006,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-05","single set of methods",20,22,0.4694646,NA,0.038599999999999995,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-05","single set of methods",30,32,0.6304799,NA,0.0239,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-05","single set of methods",40,42,0.5008712,NA,0.0144,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-05","single set of methods",50,52,0.7361659,NA,0.0167,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-06","single set of methods",0,2,0.1464367,NA,0.1002,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-06","single set of methods",4,6,0.154833,NA,0.166,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-06","single set of methods",10,12,0.3423458,NA,0.084,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-06","single set of methods",20,22,0.3784563,NA,0.0264,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-06","single set of methods",30,32,0.3646417,NA,0.0274,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-06","single set of methods",40,42,0.4121901,NA,0.0168,"Silt (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-06","single set of methods",50,52,0.6025252,NA,0.024300000000000002,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-07","single set of methods",0,2,0.170317,NA,0.0688,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-07","single set of methods",4,6,0.249753,NA,0.1075,"Silt with Organics (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-07","single set of methods",10,12,0.3270245,NA,0.0482,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-07","single set of methods",20,22,0.4260684,NA,0.0373,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-07","single set of methods",30,32,0.4387442,NA,0.0421,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-07","single set of methods",40,42,0.6015137,NA,0.023700000000000002,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-07","single set of methods",50,52,0.5326032,NA,0.0181,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-08","single set of methods",0,2,0.09893779,NA,0.2167,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-08","single set of methods",4,6,0.1157304,NA,0.2018,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-08","single set of methods",10,12,0.1248341,NA,0.255,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-08","single set of methods",20,22,0.1981373,NA,0.10490000000000001,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-08","single set of methods",30,32,0.3792273,NA,0.0622,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-08","single set of methods",40,42,0.6593754,NA,0.0177,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-08","single set of methods",50,52,0.7823986,NA,0.018000000000000002,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-08","single set of methods",60,62,0.88,NA,0.0159,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-09","single set of methods",0,2,0.08817184,NA,0.31629999999999997,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-09","single set of methods",4,6,0.1955059,NA,0.3048,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-09","single set of methods",10,12,0.1415206,NA,0.20370000000000002,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-09","single set of methods",20,22,0.175219,NA,0.1875,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-09","single set of methods",30,32,0.3146387,NA,0.1209,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-09","single set of methods",40,42,0.5227143,NA,0.014199999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-09","single set of methods",50,52,0.5911015,NA,0.014499999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-09","single set of methods",60,62,0.5461844,NA,0.017,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-10","single set of methods",0,2,0.1844358,NA,0.3461,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-10","single set of methods",4,6,0.155986,NA,0.3041,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-10","single set of methods",10,12,0.1014206,NA,0.2138,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-10","single set of methods",20,22,0.1987032,NA,0.1305,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-10","single set of methods",30,32,0.3082584,NA,0.1112,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-10","single set of methods",40,42,0.4248942,NA,0.022799999999999997,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-10","single set of methods",50,52,0.2177169,NA,0.0192,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-11","single set of methods",0,2,0.2032868,NA,0.1711,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-11","single set of methods",4,6,0.1810405,NA,0.1427,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-11","single set of methods",10,12,0.1353807,NA,0.1275,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-11","single set of methods",20,22,0.239171,NA,0.1082,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-11","single set of methods",30,32,0.3500065,NA,0.07980000000000001,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-11","single set of methods",40,42,0.5025689,NA,0.027999999999999997,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-11","single set of methods",50,52,0.3898589,NA,0.0159,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-12","single set of methods",0,2,0.0904283,NA,0.3222,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-12","single set of methods",4,6,0.2248046,NA,0.35719999999999996,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-12","single set of methods",10,12,0.2410808,NA,0.19260000000000002,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-12","single set of methods",20,22,0.355927,NA,0.12269999999999999,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-12","single set of methods",30,32,0.3147236,NA,0.0163,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-12","single set of methods",40,42,0.3878783,NA,0.0134,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-12","single set of methods",50,52,0.4177499,NA,0.0203,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-13","single set of methods",0,2,0.2032868,NA,0.2664,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-13","single set of methods",4,6,0.2676491,NA,0.2618,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-13","single set of methods",10,12,0.2564517,NA,0.1779,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-13","single set of methods",20,22,0.3326551,NA,0.10949999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-13","single set of methods",30,32,0.3979581,NA,0.0222,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-13","single set of methods",40,42,0.3007675,NA,0.0124,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-13","single set of methods",50,52,0.4992443,NA,0.024399999999999998,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-14","single set of methods",0,2,0.1680888,NA,0.2165,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-14","single set of methods",4,6,0.2265588,NA,0.2559,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-14","single set of methods",10,12,0.2952925,NA,0.1605,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-14","single set of methods",20,22,0.3852894,NA,0.1334,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-14","single set of methods",30,32,0.3120003,NA,0.011899999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-14","single set of methods",40,42,0.3058675,NA,0.013600000000000001,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-14","single set of methods",50,52,0.2907584,NA,0.011399999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-15","single set of methods",0,2,0.07957747,NA,0.3272,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-15","single set of methods",4,6,0.2203412,NA,0.2612,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-15","single set of methods",10,12,0.2204119,NA,0.26170000000000004,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-15","single set of methods",20,22,0.1674098,NA,0.0917,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-15","single set of methods",30,32,0.3172559,NA,0.0321,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-15","single set of methods",40,42,0.4308501,NA,0.025099999999999997,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-15","single set of methods",50,52,0.5209106,NA,0.0385,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-16","single set of methods",0,2,0.1320774,NA,0.16390000000000002,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-16","single set of methods",4,6,0.138295,NA,0.1452,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-16","single set of methods",10,12,0.1534607,NA,0.1378,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-16","single set of methods",20,22,0.1787841,NA,0.0587,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-16","single set of methods",30,32,0.3300944,NA,0.0248,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-16","single set of methods",40,42,0.2772267,NA,0.0258,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-16","single set of methods",50,52,0.3535998,NA,0.0152,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-17","single set of methods",0,2,0.1684496,NA,0.26789999999999997,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-17","single set of methods",4,6,0.1298068,NA,0.2409,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-17","single set of methods",10,12,0.2142226,NA,0.1512,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-17","single set of methods",20,22,0.2005989,NA,0.0263,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-17","single set of methods",30,32,0.5565613,NA,0.0204,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-17","single set of methods",40,42,0.408724,NA,0.029900000000000003,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-17","single set of methods",50,52,0.6107942,NA,0.0129,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-18","single set of methods",0,2,0.1535173,NA,0.1777,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-18","single set of methods",4,6,0.2053806,NA,0.1307,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Newton","NT-18","single set of methods",10,12,0.3448852,NA,0.1003,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-18","single set of methods",20,22,0.5088926,NA,0.0638,"Basal Clay (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-18","single set of methods",30,32,0.6162692,NA,0.0296,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-18","single set of methods",40,42,0.5004044,NA,0.011699999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-18","single set of methods",50,52,0.6320856,NA,0.0097,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-19","single set of methods",0,2,0.2032798,NA,0.14800000000000002,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-19","single set of methods",4,6,0.2407484,NA,0.1477,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-19","single set of methods",10,12,0.4481379,NA,0.073,"Silt with Organics",NA
"Smeaton_et_al_2022a","Newton","NT-19","single set of methods",20,22,0.3049338,NA,0.0344,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-19","single set of methods",30,32,0.5318887,NA,0.0255,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-19","single set of methods",40,42,0.5812339,NA,0.023700000000000002,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-19","single set of methods",50,52,0.583363,NA,0.0101,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-20","single set of methods",0,2,0.2686889,NA,0.054000000000000006,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-20","single set of methods",4,6,0.2531766,NA,0.09720000000000001,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Newton","NT-20","single set of methods",10,12,0.2428917,NA,0.0718,"Silt with Organics (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-20","single set of methods",20,22,0.5606923,NA,0.0326,"Silt with Organics (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-20","single set of methods",30,32,0.7983353,NA,0.0191,"Silt with Organics (Fe Staining)",NA
"Smeaton_et_al_2022a","Newton","NT-20","single set of methods",40,42,0.6035863,NA,0.0275,"Basal Clay",NA
"Smeaton_et_al_2022a","Newton","NT-20","single set of methods",50,52,0.5823585,NA,0.023799999999999998,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",0,2,0.2826087,NA,0.11960000000000001,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",4,6,0.3858696,NA,0.0784,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",10,12,0.3967391,NA,0.0504,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",20,22,0.4293478,NA,0.027200000000000002,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",30,32,0.3695652,NA,0.0369,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",40,42,0.3804348,NA,0.0311,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",50,52,0.4945652,NA,0.0163,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",60,62,0.4076087,NA,0.013300000000000001,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",70,72,0.5597826,NA,0.0096,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-01","single set of methods",80,82,0.7391304,NA,0.0087,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-02","single set of methods",0,2,0.5,NA,0.0501,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-02","single set of methods",4,6,0.3586957,NA,0.0546,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-02","single set of methods",10,12,0.4130435,NA,0.053099999999999994,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-02","single set of methods",20,22,0.2391304,NA,0.052300000000000006,"Silt",NA
"Smeaton_et_al_2022a","Orplands","Or-02","single set of methods",30,32,0.4782609,NA,0.0524,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-02","single set of methods",40,42,0.6521739,NA,0.0202,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-02","single set of methods",50,52,0.4293478,NA,0.0189,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-02","single set of methods",60,62,0.6793478,NA,0.0125,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-03","single set of methods",0,2,0.25,NA,0.1278,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Orplands","Or-03","single set of methods",4,6,0.375,NA,0.0909,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Orplands","Or-03","single set of methods",10,12,0.3097826,NA,0.0626,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-03","single set of methods",20,22,0.2663043,NA,0.041100000000000005,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-03","single set of methods",30,32,0.5380435,NA,0.0262,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-03","single set of methods",40,42,0.5597826,NA,0.0252,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-03","single set of methods",50,52,0.5815217,NA,0.0217,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-03","single set of methods",60,62,0.5869565,NA,0.021400000000000002,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-04","single set of methods",0,2,0.4891304,NA,0.0526,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Orplands","Or-04","single set of methods",4,6,0.4021739,NA,0.059699999999999996,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-04","single set of methods",10,12,0.3804348,NA,0.0345,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-04","single set of methods",20,22,0.3586957,NA,0.0437,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-04","single set of methods",30,32,0.5923913,NA,0.0195,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-04","single set of methods",40,42,0.6521739,NA,0.0173,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-04","single set of methods",50,52,0.6195652,NA,0.0143,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-04","single set of methods",60,62,0.6467391,NA,0.0196,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",0,2,0.2228261,NA,0.076,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",4,6,0.2391304,NA,0.0723,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",10,12,0.2934783,NA,0.0644,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",20,22,0.2663043,NA,0.0727,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",30,32,0.3423913,NA,0.059000000000000004,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",40,42,0.3858696,NA,0.0308,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",50,52,0.6467391,NA,0.015600000000000001,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",60,62,0.4021739,NA,0.0111,"Basal Clay",NA
