"","Site.name","SiteNum","U_depth","L_depth","mid_point","BD_final","OC_final","CD_calc"
"6123","FS-DAC 9010-1","M1252",0.2,0.25,0.225,0.97,1.24,0.012
"6124","FS-DAC 9010-1","M1252",0.35,0.4,0.375,1.04,1.25,0.013
"6125","FS-DAC 9010-1","M1252",0.7,0.75,0.725,0.94,1.72,0.016
"6126","FS-DAC 9010-2","M1253",0.05,0.1,0.075,1.14,1.14,0.013
"6127","FS-DAC 9010-2","M1253",0.2,0.25,0.225,0.91,1.65,0.015
"6128","FS-DAC 9010-2","M1253",0.35,0.4,0.375,1.09,2.18,0.024
"6129","FS-DAC 9010-2","M1253",0.7,0.75,0.725,0.99,2.03,0.02
"6130","FS-DAC 9010-2","M1253",1.22,1.27,1.245,1.27,0.5,0.006
"6131","FS-DAC 9010-3","M1254",0.2,0.25,0.225,1.12,1.42,0.016
"6132","FS-DAC 9010-3","M1254",0.35,0.4,0.375,0.94,1.82,0.017
"6133","FS-DAC 9010-4","M1255",0.05,0.1,0.075,1.24,1.22,0.015
"6134","FS-DAC 9010-4","M1255",0.2,0.25,0.225,1.14,0.85,0.01
"6135","FS-DAC 9010-4","M1255",0.35,0.4,0.375,1.08,1.22,0.013
"6136","FS-DAC 9010-4","M1255",0.7,0.75,0.725,0.88,2.15,0.019
"6137","FS-DAC 9011-1","M1256",0.05,0.1,0.075,0.64,2.43,0.015
"6138","FS-DAC 9011-1","M1256",0.2,0.25,0.225,0.91,2.01,0.018
"6139","FS-DAC 9011-1","M1256",0.35,0.4,0.375,0.88,2.22,0.02
"6140","FS-DAC 9011-1","M1256",0.7,0.75,0.725,0.95,1.73,0.016
"6141","FS-DAC 9011-2","M1257",0.05,0.1,0.075,0.89,2.19,0.019
"6142","FS-DAC 9011-2","M1257",0.2,0.25,0.225,0.8,2.28,0.018
"6143","FS-DAC 9011-2","M1257",0.35,0.4,0.375,0.68,2.46,0.017
"6144","FS-DAC 9011-2","M1257",0.7,0.75,0.725,0.65,2.35,0.015
"6145","FS-DAC 9011-2","M1257",1.45,1.5,1.475,0.96,1.69,0.016
"6146","FS-DAC 9011-2","M1257",1.85,1.9,1.875,0.97,1.61,0.016
"6147","FS-DAC 9011-4","M1258",0.05,0.1,0.075,0.87,2.33,0.02
"6148","FS-DAC 9011-4","M1258",0.2,0.25,0.225,0.86,2.46,0.021
"6149","FS-DAC 9011-4","M1258",0.33,0.38,0.355,0.86,2.39,0.021
"6150","FS-DAC 9011-4","M1258",0.7,0.75,0.725,0.66,2.02,0.013
"6151","FS-DAC 9011-4","M1258",1.45,1.5,1.475,0.77,1.55,0.012
"6152","FS-DAC 9011-4","M1258",1.9,1.95,1.925,0.99,1.5,0.015
"6153","FS-DAC 9011-5","M1259",0.05,0.1,0.075,1.11,2.18,0.024
"6154","FS-DAC 9011-5","M1259",0.2,0.25,0.225,0.71,2,0.014
"6155","FS-DAC 9011-5","M1259",0.35,0.4,0.375,0.88,2.22,0.02
"6156","FS-DAC 9011-5","M1259",0.7,0.75,0.725,0.68,1.96,0.013
"6157","FS-DAC 9011-5","M1259",1.45,1.5,1.475,0.97,1.62,0.016
"6158","FS-DAC 9012-1","M1260",0.02,0.07,0.045,0.96,1.74,0.017
"6159","FS-DAC 9012-1","M1260",0.24,0.29,0.265,0.9,1.69,0.015
"6160","FS-DAC 9012-1","M1260",0.35,0.4,0.375,0.9,1.94,0.018
"6161","FS-DAC 9012-1","M1260",0.75,0.8,0.775,0.98,0.99,0.01
"6162","FS-DAC 9012-1","M1260",1.45,1.5,1.475,0.94,1.82,0.017
"6163","FS-DAC 9012-1","M1260",1.9,1.95,1.925,0.96,1.67,0.016
"6164","FS-DAC 9013-1","M1261",0.05,0.1,0.075,0.8,1.71,0.014
"6165","FS-DAC 9013-1","M1261",0.2,0.25,0.225,1,1.28,0.013
"6166","FS-DAC 9013-1","M1261",0.35,0.4,0.375,1.17,1.31,0.015
"6167","FS-DAC 9013-1","M1261",0.7,0.75,0.725,0.76,2.19,0.017
"6168","FS-DAC 9014-1","M1262",0.2,0.25,0.225,1.33,1.07,0.014
"6169","FS-DAC 9014-1","M1262",0.35,0.4,0.375,1.22,1.24,0.015
"6170","FS-DAC 9014-1","M1262",0.7,0.75,0.725,0.97,1.64,0.016
"6171","FS-DAC 9017-1","M1263",0.05,0.1,0.075,1.06,1.42,0.015
"6172","FS-DAC 9017-1","M1263",0.2,0.25,0.225,1.05,1.3,0.014
"6173","FS-DAC 9017-1","M1263",0.35,0.4,0.375,1.18,0.81,0.01
"6174","FS-DAC 9017-1","M1263",0.7,0.75,0.725,0.88,1.63,0.014
"6175","FS-DAC 9017-1","M1263",1.45,1.5,1.475,0.87,1.93,0.017
"6176","FS-DAC 9017-1","M1263",1.92,1.97,1.945,0.95,1.28,0.012
"6177","FS-DAC 9018-1","M1264",0.05,0.1,0.075,0.85,1.55,0.013
"6178","FS-DAC 9018-1","M1264",0.2,0.25,0.225,0.85,1.33,0.011
"6179","FS-DAC 9018-1","M1264",0.35,0.4,0.375,0.86,1.25,0.011
"6180","FS-DAC 9018-1","M1264",0.7,0.75,0.725,0.91,1.44,0.013
"6181","FS-DAC 9018-1","M1264",1.45,1.5,1.475,0.88,1.59,0.014
"6182","FS-DAC 9018-1","M1264",1.9,1.95,1.925,0.87,1.52,0.013
"6183","FS-DAC 9019-1","M1265",0.05,0.1,0.075,0.88,1.75,0.015
"6184","FS-DAC 9019-1","M1265",0.2,0.25,0.225,0.77,1.48,0.011
"6185","FS-DAC 9019-1","M1265",0.35,0.4,0.375,0.83,1.74,0.014
"6186","FS-DAC 9019-1","M1265",0.7,0.75,0.725,0.89,1.66,0.015
"6187","FS-DAC 9019-2","M1266",0.05,0.1,0.075,0.9,1.28,0.012
"6188","FS-DAC 9019-2","M1266",0.2,0.25,0.225,0.91,1.41,0.013
"6189","FS-DAC 9019-2","M1266",0.35,0.4,0.375,0.9,1.7,0.015
"6190","FS-DAC 9019-2","M1266",0.7,0.75,0.725,0.81,1.47,0.012
"6191","FS-DAC 9019-2","M1266",1.45,1.5,1.475,1.07,1.17,0.013
"6192","FS-DAC 9019-2","M1266",1.69,1.74,1.715,1.15,1.3,0.015
"6193","FS-DAC 9019-3","M1267",0.05,0.1,0.075,0.75,2.09,0.016
"6194","FS-DAC 9019-3","M1267",0.2,0.25,0.225,0.74,1.64,0.012
"6195","FS-DAC 9019-3","M1267",0.35,0.4,0.375,0.74,2.13,0.016
"6196","FS-DAC 9019-3","M1267",0.7,0.75,0.725,1.04,1.86,0.019
"6197","FS-DAC 9019-3","M1267",1.45,1.5,1.475,0.79,1.47,0.012
"6198","FS-DAC 9019-3","M1267",1.9,1.95,1.925,1.28,0.74,0.009
"6199","FS-DAC 9019-4","M1268",0.05,0.1,0.075,1.08,1.17,0.013
"6200","FS-DAC 9019-4","M1268",0.2,0.25,0.225,1.13,1.13,0.013
"6201","FS-DAC 9019-4","M1268",0.35,0.4,0.375,1.08,1.08,0.012
"6202","FS-DAC 9019-4","M1268",0.7,0.75,0.725,0.98,1.28,0.013
"6203","FS-DAC 9019-4","M1268",1.45,1.5,1.475,1.03,1.25,0.013
"6204","FS-DAC 9019-4","M1268",1.9,1.95,1.925,0.85,1.29,0.011
"6205","FS-DAC 9019-5","M1269",0.05,0.1,0.075,0.81,1.88,0.015
"6206","FS-DAC 9019-5","M1269",0.2,0.25,0.225,0.91,1.63,0.015
"6207","FS-DAC 9019-5","M1269",0.35,0.4,0.375,0.92,1.75,0.016
"6208","FS-DAC 9019-5","M1269",0.7,0.75,0.725,0.86,1.58,0.014
"6209","FS-DAC 9019-5","M1269",1.45,1.5,1.475,1.14,1.54,0.018
"6210","FS-DAC 9019-5","M1269",1.9,1.95,1.925,1.08,0.88,0.009
"6211","FS-DAC 9020-1","M1270",0.05,0.1,0.075,1.09,1.51,0.016
"6212","FS-DAC 9020-1","M1270",0.2,0.25,0.225,1.11,1.22,0.014
"6213","FS-DAC 9020-1","M1270",0.35,0.4,0.375,0.95,1.43,0.014
"6214","FS-DAC 9020-1","M1270",0.7,0.75,0.725,0.94,1.25,0.012
"6215","FS-DAC 9020-1","M1270",1.45,1.5,1.475,0.94,1.46,0.014
"6216","FS-DAC 9020-1","M1270",1.85,1.9,1.875,0.81,1.53,0.012
"6217","FS-DAC 9020-2","M1271",0.05,0.1,0.075,1.19,1.09,0.013
"6218","FS-DAC 9020-2","M1271",0.3,0.35,0.325,1.11,1.06,0.012
"6219","FS-DAC 9020-2","M1271",0.35,0.4,0.375,1.13,0.93,0.011
"6220","FS-DAC 9020-2","M1271",0.7,0.75,0.725,1,0.97,0.01
"6221","FS-DAC 9020-2","M1271",1.45,1.5,1.475,0.82,1.34,0.011
"6222","FS-DAC 9020-3","M1272",0.05,0.1,0.075,1.14,1.31,0.015
"6223","FS-DAC 9020-3","M1272",0.2,0.25,0.225,1.14,1.14,0.013
"6224","FS-DAC 9020-3","M1272",0.35,0.4,0.375,1.03,1.18,0.012
"6225","FS-DAC 9020-3","M1272",0.7,0.75,0.725,1.15,1.13,0.013
"6226","FS-DAC 9020-3","M1272",1.45,1.5,1.475,1.03,1.47,0.015
"6227","FS-DAC 9020-3","M1272",1.9,1.95,1.925,0.84,1.54,0.013
"6228","FS-DAC 9020-4","M1273",0.05,0.1,0.075,1.14,1.93,0.022
"6229","FS-DAC 9020-4","M1273",0.23,0.28,0.255,1.05,1.67,0.018
"6230","FS-DAC 9020-4","M1273",0.35,0.4,0.375,1.04,1.46,0.015
"6231","FS-DAC 9020-4","M1273",0.7,0.75,0.725,0.96,1.21,0.012
"6232","FS-DAC 9020-4","M1273",1.45,1.5,1.475,0.9,1.44,0.013
"6233","FS-DAC 9020-4","M1273",1.9,1.95,1.925,0.8,1.47,0.012
"6234","FS-DAC 9020-5","M1274",0.05,0.1,0.075,1.06,1.5,0.016
"6235","FS-DAC 9020-5","M1274",0.2,0.25,0.225,0.98,1.14,0.011
"6236","FS-DAC 9020-5","M1274",0.35,0.4,0.375,1.19,1.18,0.014
"6237","FS-DAC 9020-5","M1274",0.7,0.75,0.725,0.85,1.14,0.01
"6238","FS-DAC 9020-5","M1274",1.45,1.5,1.475,0.89,1.46,0.013
"6239","FS-DAC 9020-5","M1274",1.88,1.93,1.905,0.8,1.56,0.013
"6240","FS-DAC 9021-1","M1275",0.05,0.1,0.075,0.76,3.6,0.027
"6241","FS-DAC 9021-1","M1275",0.2,0.25,0.225,0.57,2.97,0.017
"6242","FS-DAC 9021-1","M1275",0.35,0.4,0.375,0.8,3.08,0.025
"6243","FS-DAC 9021-1","M1275",0.7,0.75,0.725,0.72,2.02,0.014
"6244","FS-DAC 9021-1","M1275",1.45,1.5,1.475,0.93,1.88,0.017
"6245","FS-DAC 9021-1","M1275",1.8,1.85,1.825,0.91,2.03,0.018
"6246","FS-DAC 9022-1","M1276",0.05,0.1,0.075,0.86,1.73,0.015
"6247","FS-DAC 9022-1","M1276",0.2,0.25,0.225,0.81,1.83,0.015
"6248","FS-DAC 9022-1","M1276",0.35,0.4,0.375,0.93,1.24,0.011
"6249","FS-DAC 9022-1","M1276",0.7,0.75,0.725,0.81,1.45,0.012
"6250","FS-DAC 9022-2","M1277",0.05,0.1,0.075,1.07,1.02,0.011
"6251","FS-DAC 9022-2","M1277",0.2,0.25,0.225,0.92,1.41,0.013
"6252","FS-DAC 9022-2","M1277",0.35,0.4,0.375,0.84,1.23,0.01
"6253","FS-DAC 9022-2","M1277",0.7,0.75,0.725,0.81,2.26,0.018
"6254","FS-DAC 9022-2","M1277",1.45,1.5,1.475,0.83,1.63,0.014
"6255","FS-DAC 9022-3","M1278",0.05,0.1,0.075,0.69,1.81,0.013
"6256","FS-DAC 9022-3","M1278",0.2,0.25,0.225,1,1.45,0.015
"6257","FS-DAC 9022-3","M1278",0.35,0.4,0.375,0.95,1.75,0.017
"6258","FS-DAC 9022-3","M1278",0.7,0.75,0.725,0.81,1.93,0.016
"6259","FS-DAC 9022-3","M1278",1.45,1.5,1.475,0.77,1.87,0.014
"6260","FS-DAC 9022-3","M1278",1.81,1.86,1.835,1.05,0.8,0.008
"6261","FS-DAC 9022-4","M1279",0.05,0.1,0.075,0.86,1.9,0.016
"6262","FS-DAC 9022-4","M1279",0.2,0.25,0.225,1.05,1.26,0.013
"6263","FS-DAC 9022-4","M1279",0.35,0.4,0.375,0.98,1.57,0.015
"6264","FS-DAC 9022-4","M1279",0.6,0.65,0.625,0.72,1.71,0.012
"6265","FS-DAC 9022-5","M1280",0.05,0.1,0.075,1.02,1.17,0.012
"6266","FS-DAC 9022-5","M1280",0.2,0.25,0.225,0.87,1.22,0.011
"6267","FS-DAC 9022-5","M1280",0.35,0.4,0.375,1.1,1.07,0.012
"6268","FS-DAC 9022-5","M1280",0.7,0.75,0.725,0.86,1.29,0.011
"6269","FS-DAC 9022-5","M1280",1.45,1.5,1.475,0.71,2.07,0.015
"6270","FS-DAC 9022-5","M1280",1.85,1.9,1.875,0.96,1.69,0.016
"6271","FS-DAC 9023-1","M1281",0.05,0.1,0.075,0.8,2.08,0.017
"6272","FS-DAC 9023-1","M1281",0.2,0.25,0.225,0.92,1.91,0.018
"6273","FS-DAC 9023-1","M1281",0.35,0.4,0.375,0.74,2.25,0.017
"6274","FS-DAC 9023-1","M1281",0.7,0.75,0.725,0.91,2.04,0.018
"6275","FS-DAC 9023-2","M1282",0.05,0.1,0.075,0.7,1.88,0.013
"6276","FS-DAC 9023-2","M1282",0.24,0.29,0.265,0.78,1.84,0.014
"6277","FS-DAC 9023-2","M1282",0.35,0.4,0.375,0.71,1.75,0.012
"6278","FS-DAC 9023-2","M1282",0.65,0.7,0.675,0.75,1.71,0.013
"6279","FS-DAC 9023-2","M1282",1.45,1.5,1.475,1.01,1.41,0.014
"6280","FS-DAC 9023-3","M1283",0.05,0.1,0.075,0.82,2.81,0.023
"6281","FS-DAC 9023-3","M1283",0.2,0.25,0.225,0.7,2.58,0.018
"6282","FS-DAC 9023-3","M1283",0.35,0.4,0.375,0.82,2.8,0.023
"6283","FS-DAC 9023-3","M1283",0.7,0.75,0.725,0.91,1.98,0.018
"6284","FS-DAC 9023-3","M1283",1.45,1.5,1.475,0.81,1.36,0.011
"6285","FS-DAC 9024-1","M1284",0.05,0.1,0.075,0.81,2.93,0.024
"6286","FS-DAC 9024-1","M1284",0.2,0.25,0.225,1.04,2.05,0.021
"6287","FS-DAC 9024-1","M1284",0.35,0.4,0.375,1.14,1.86,0.021
"6288","FS-DAC 9024-1","M1284",0.7,0.75,0.725,0.78,3.32,0.026
"6289","FS-DAC 9024-1","M1284",1.45,1.5,1.475,1.24,1.2,0.015
"6290","FS-DAC 9024-1","M1284",1.9,1.95,1.925,0.91,1.67,0.015
"6291","FS-DAC 9025-1","M1285",0.05,0.1,0.075,0.66,2.63,0.017
"6292","FS-DAC 9025-1","M1285",0.2,0.25,0.225,0.69,1.94,0.013
"6293","FS-DAC 9025-1","M1285",0.35,0.4,0.375,0.75,1.73,0.013
"6294","FS-DAC 9025-1","M1285",0.7,0.75,0.725,0.86,1.71,0.015
"6295","FS-DAC 9025-1","M1285",1.45,1.5,1.475,1.11,1.35,0.015
"6296","FS-DAC 9027-1","M1286",0.05,0.1,0.075,0.52,4.68,0.024
"6297","FS-DAC 9027-1","M1286",0.2,0.25,0.225,0.53,3.98,0.021
"6298","FS-DAC 9027-1","M1286",0.35,0.4,0.375,0.63,3.91,0.025
"6299","FS-DAC 9027-1","M1286",0.7,0.75,0.725,0.62,3.01,0.019
"6300","FS-DAC 9027-1","M1286",1.45,1.5,1.475,0.97,1.83,0.018
"6301","FS-DAC 9027-1","M1286",1.9,1.95,1.925,1.22,1.16,0.014
"6302","DWF76 Zone 1","M1287",0,0.25,0.125,1.18,0.8,0.009
"6303","DWF76 Zone 2","M1288",0,0.25,0.125,1.17,0.85,0.01
"6304","DWF76 Zone 3A","M1289",0,0.25,0.125,0.77,3.5,0.027
"6305","DWF76 Zone 3B","M1290",0,0.25,0.125,0.77,3.5,0.027
"6306","DWF76 Zone 3C","M1291",0,0.25,0.125,0.72,4.25,0.031
"6307","GN80 Avicennia marina 1","M1292",0,0.2,0.1,0.87,2.3,0.02
"6308","GN80 Avicennia marina 1","M1292",0.2,0.4,0.3,0.87,1.8,0.016
"6309","GN80 Avicennia marina 1","M1292",0.4,0.6,0.5,0.97,1.4,0.014
"6310","GN80 Avicennia marina 1","M1292",0.6,0.8,0.7,1.08,1.25,0.014
"6311","GN80 Avicennia marina 1","M1292",0.8,1,0.9,0.95,1.6,0.015
"6312","GN80 Avicennia marina 2","M1293",0,0.2,0.1,0.88,2.7,0.024
"6313","GN80 Avicennia marina 2","M1293",0.2,0.4,0.3,0.73,2.4,0.018
"6314","GN80 Avicennia marina 2","M1293",0.4,0.6,0.5,0.73,1.95,0.014
"6315","GN80 Avicennia marina 2","M1293",0.6,0.8,0.7,0.91,1.95,0.018
"6316","GN80 Avicennia marina 2","M1293",0.8,1,0.9,0.79,1.95,0.015
"6317","GN80 Avicennia marina 3","M1294",0,0.2,0.1,0.75,3.15,0.024
"6318","GN80 Avicennia marina 3","M1294",0.2,0.4,0.3,0.67,2.7,0.018
"6319","GN80 Avicennia marina 3","M1294",0.4,0.6,0.5,0.97,2.4,0.023
"6320","GN80 Avicennia marina 3","M1294",0.6,0.8,0.7,0.61,2.45,0.015
"6321","GN80 Avicennia marina 3","M1294",0.8,1,0.9,0.84,2.05,0.017
"6322","GN80 Bruguiera gymnorrhiza 1","M1295",0,0.2,0.1,1.01,2.45,0.025
"6323","GN80 Bruguiera gymnorrhiza 1","M1295",0.2,0.4,0.3,0.95,1.85,0.018
"6324","GN80 Bruguiera gymnorrhiza 1","M1295",0.4,0.6,0.5,0.85,2.2,0.019
"6325","GN80 Bruguiera gymnorrhiza 1","M1295",0.6,0.8,0.7,0.82,2.4,0.02
"6326","GN80 Bruguiera gymnorrhiza 1","M1295",0.8,1,0.9,0.93,1.2,0.011
"6327","GN80 Bruguiera gymnorrhiza 2","M1296",0,0.2,0.1,1.01,1.9,0.019
"6328","GN80 Bruguiera gymnorrhiza 2","M1296",0.2,0.4,0.3,0.95,1.8,0.017
"6329","GN80 Bruguiera gymnorrhiza 2","M1296",0.4,0.6,0.5,0.86,1.8,0.015
"6330","GN80 Bruguiera gymnorrhiza 2","M1296",0.6,0.8,0.7,0.88,1.7,0.015
"6331","GN80 Bruguiera gymnorrhiza 2","M1296",0.8,1,0.9,0.84,1.75,0.015
"6332","GN80 Bruguiera gymnorrhiza 3","M1297",0,0.2,0.1,0.95,2.35,0.022
"6333","GN80 Bruguiera gymnorrhiza 3","M1297",0.2,0.4,0.3,0.84,2.25,0.019
"6334","GN80 Bruguiera gymnorrhiza 3","M1297",0.4,0.6,0.5,0.88,2,0.018
"6335","GN80 Bruguiera gymnorrhiza 3","M1297",0.6,0.8,0.7,1.05,1.7,0.018
"6336","GN80 Bruguiera gymnorrhiza 3","M1297",0.8,1,0.9,0.98,1.25,0.012
"6337","GN82 Sipingo 1","M1298",0,0.25,0.125,1,1.48,0.015
"6338","GN82 Sipingo 1","M1298",0.25,0.5,0.375,1.2,0.76,0.009
"6339","GN82 Sipingo 1","M1298",0.5,0.75,0.625,1.35,0.42,0.006
"6340","GN82 Sipingo 1","M1298",0.75,1,0.875,1.43,0.28,0.004
"6341","GN82 Sipingo 2","M1299",0,0.25,0.125,1.01,2.28,0.023
"6342","GN82 Sipingo 2","M1299",0.25,0.5,0.375,1.36,0.4,0.005
"6343","GN82 Sipingo 2","M1299",0.5,0.75,0.625,1.42,0.29,0.004
"6344","GN82 Sipingo 2","M1299",0.75,1,0.875,1.51,0.16,0.002
"6345","GN82 Mdloti","M1300",0,0.25,0.125,1.48,0.21,0.003
"6346","GN82 Mdloti","M1300",0.25,0.5,0.375,1.55,0.31,0.005
"6347","GN82 Mdloti","M1300",0.5,0.75,0.625,1.55,0.16,0.002
"6348","GN82 Mdloti","M1300",0.75,1,0.875,1.51,0.15,0.002
"6349","PC98 RIN","M1301",0,0.2,0.1,0.74,7.13,0.053
"6350","DRC97 Fringe","M1302",0,0.0078,0.004,0.51,6,0.031
"6351","DRC97 Basin","M1303",0,0.01475,0.007,0.19,30,0.057
"6352","DRC97 Exposed island","M1304",0,0.013,0.007,0.23,19.5,0.045
"6353","DRC97 Sheltered island","M1305",0,0.0092,0.005,0.21,20,0.042
"6354","GJB02 586","M1306",0,0.017,0.009,0.44,11.75,0.052
"6355","GJB02 586","M1306",0.017,0.035,0.026,0.44,11.61,0.051
"6356","GJB02 586","M1306",0.035,0.061,0.048,0.49,9.85,0.049
"6357","GJB02 586","M1306",0.061,0.076,0.069,0.47,10.72,0.05
"6358","GJB02 586","M1306",0.076,0.101,0.089,0.47,10.58,0.05
"6359","GJB02 586","M1306",0.101,0.118,0.11,0.54,8.45,0.046
"6360","GJB02 586","M1306",0.118,0.138,0.128,0.53,8.71,0.046
"6361","GJB02 586","M1306",0.138,0.158,0.148,0.54,8.43,0.046
"6362","GJB02 586","M1306",0.158,0.174,0.166,0.56,7.99,0.045
"6363","GJB02 586","M1306",0.174,0.198,0.186,0.6,6.99,0.042
"6364","GJB02 586","M1306",0.198,0.223,0.211,0.61,6.74,0.041
"6365","GJB02 586","M1306",0.223,0.269,0.246,0.68,5.05,0.034
"6366","GJB02 586","M1306",0.269,0.307,0.288,0.61,6.61,0.04
"6367","GJB02 586","M1306",0.307,0.346,0.327,0.57,7.58,0.043
"6368","GJB02 586","M1306",0.346,0.385,0.366,0.47,10.73,0.05
"6369","GJB02 586","M1306",0.385,0.429,0.407,0.69,4.94,0.034
"6370","GJB02 586","M1306",0.429,0.463,0.446,0.51,9.23,0.047
"6371","GJB02 586","M1306",0.463,0.511,0.487,0.77,3.46,0.027
"6372","GJB02 586","M1306",0.511,0.549,0.53,0.99,1.53,0.015
"6373","GJB02 586","M1306",0.549,0.591,0.57,0.98,1.58,0.016
"6374","GJB02 586","M1306",0.591,0.627,0.609,1.18,0.82,0.01
"6375","GJB02 586","M1306",0.627,0.664,0.646,1.15,0.89,0.01
"6376","GJB02 586","M1306",0.664,0.706,0.685,1.13,0.95,0.011
"6377","GJB02 586","M1306",0.706,0.746,0.726,1.13,0.95,0.011
"6378","GJB02 586","M1306",0.746,0.788,0.767,1.2,0.77,0.009
"6379","GJB02 586","M1306",0.788,0.827,0.808,1.32,0.47,0.006
"6380","GJB02 586","M1306",0.827,0.868,0.848,1.17,0.83,0.01
"6381","GJB02 586","M1306",0.868,0.905,0.887,1.25,0.63,0.008
"6382","GJB02 586","M1306",0.905,0.948,0.927,1.25,0.63,0.008
"6383","GJB02 586","M1306",0.948,0.988,0.968,1.11,1.03,0.011
"6384","GJB02 586","M1306",0.988,1.025,1.007,1.23,0.68,0.008
"6385","GJB02 586","M1306",1.025,1.062,1.044,1.25,0.63,0.008
"6386","GJB02 586","M1306",1.062,1.106,1.084,1.18,0.81,0.01
"6387","GJB02 586","M1306",1.106,1.142,1.124,1.28,0.57,0.007
"6388","GJB02 586","M1306",1.142,1.179,1.161,1.27,0.59,0.007
"6389","GJB02 586","M1306",1.179,1.222,1.201,1.25,0.64,0.008
"6390","GJB02 586","M1306",1.222,1.265,1.244,1.29,0.54,0.007
"6391","GJB02 586","M1306",1.265,1.302,1.284,1.11,1.02,0.011
"6392","GJB02 586","M1306",1.302,1.341,1.322,1.25,0.64,0.008
"6393","GJB02 586","M1306",1.341,1.38,1.361,1.23,0.69,0.008
"6394","GJB02 586","M1306",1.38,1.422,1.401,1.27,0.58,0.007
"6395","GJB02 584","M1307",0,0.015,0.008,0.55,8.26,0.045
"6396","GJB02 584","M1307",0.015,0.032,0.024,0.53,8.76,0.046
"6397","GJB02 584","M1307",0.032,0.054,0.043,0.51,9.35,0.048
"6398","GJB02 584","M1307",0.054,0.075,0.065,0.53,8.78,0.047
"6399","GJB02 584","M1307",0.075,0.097,0.086,0.55,8.24,0.045
"6400","GJB02 584","M1307",0.097,0.118,0.108,0.53,8.69,0.046
"6401","GJB02 584","M1307",0.118,0.134,0.126,0.54,8.5,0.046
"6402","GJB02 584","M1307",0.134,0.156,0.145,0.54,8.38,0.046
"6403","GJB02 584","M1307",0.156,0.172,0.164,0.53,8.83,0.047
"6404","GJB02 584","M1307",0.172,0.195,0.184,0.56,8.04,0.045
"6405","GJB02 584","M1307",0.195,0.222,0.209,0.52,8.96,0.047
"6406","GJB02 584","M1307",0.222,0.269,0.246,0.55,8.21,0.045
"6407","GJB02 584","M1307",0.269,0.306,0.288,0.56,7.97,0.045
"6408","GJB02 584","M1307",0.306,0.342,0.324,0.55,8.24,0.045
"6409","GJB02 584","M1307",0.342,0.382,0.362,0.55,8.16,0.045
"6410","GJB02 584","M1307",0.382,0.424,0.403,0.57,7.69,0.044
"6411","GJB02 584","M1307",0.424,0.459,0.442,0.55,8.1,0.045
"6412","GJB02 584","M1307",0.459,0.503,0.481,0.53,8.7,0.046
"6413","GJB02 584","M1307",0.503,0.545,0.524,0.52,9,0.047
"6414","GJB02 584","M1307",0.545,0.588,0.567,0.55,8.27,0.045
"6415","GJB02 584","M1307",0.588,0.625,0.607,0.55,8.17,0.045
"6416","GJB02 584","M1307",0.625,0.664,0.645,0.54,8.57,0.046
"6417","GJB02 584","M1307",0.664,0.704,0.684,0.5,9.67,0.048
"6418","GJB02 584","M1307",0.704,0.743,0.724,0.55,8.22,0.045
"6419","GJB02 584","M1307",0.743,0.784,0.764,0.55,8.32,0.045
"6420","GJB02 584","M1307",0.784,0.826,0.805,0.57,7.69,0.044
"6421","GJB02 584","M1307",0.826,0.865,0.846,0.51,9.37,0.048
"6422","GJB02 584","M1307",0.865,0.902,0.884,0.44,11.82,0.052
"6423","GJB02 584","M1307",0.902,0.944,0.923,0.52,9.07,0.047
"6424","GJB02 584","M1307",0.944,0.981,0.963,0.54,8.42,0.046
"6425","GJB02 584","M1307",0.981,1.022,1.002,0.55,8.28,0.045
"6426","GJB02 584","M1307",1.022,1.066,1.044,0.54,8.42,0.046
"6427","GJB02 584","M1307",1.066,1.106,1.086,0.55,8.21,0.045
"6428","GJB02 584","M1307",1.106,1.146,1.126,0.56,8.06,0.045
"6429","GJB02 584","M1307",1.146,1.178,1.162,0.55,8.16,0.045
"6430","GJB02 584","M1307",1.178,1.221,1.2,0.55,8.13,0.045
"6431","GJB02 584","M1307",1.221,1.26,1.241,0.53,8.7,0.046
"6432","GJB02 584","M1307",1.26,1.299,1.28,0.5,9.53,0.048
"6433","GJB02 584","M1307",1.299,1.34,1.32,0.5,9.77,0.049
"6434","GJB02 584","M1307",1.34,1.38,1.36,0.53,8.65,0.046
"6435","GJB02 584","M1307",1.38,1.422,1.401,0.53,8.91,0.047
"6436","GJB02 584","M1307",1.422,1.458,1.44,0.57,7.74,0.044
"6437","GJB02 584","M1307",1.458,1.501,1.48,0.61,6.55,0.04
"6438","GJB02 584","M1307",1.501,1.535,1.518,0.7,4.7,0.033
"6439","GJB02 584","M1307",1.535,1.578,1.557,0.66,5.59,0.037
"6440","GJB02 584","M1307",1.578,1.619,1.599,0.74,4.04,0.03
"6441","GJB02 584","M1307",1.619,1.661,1.64,0.75,3.88,0.029
"6442","GJB02 584","M1307",1.661,1.698,1.68,0.99,1.53,0.015
"6443","GJB02 582","M1308",0,0.011,0.006,0.68,5,0.034
"6444","GJB02 582","M1308",0.011,0.031,0.021,0.63,6.08,0.039
"6445","GJB02 582","M1308",0.031,0.053,0.042,0.65,5.81,0.038
"6446","GJB02 582","M1308",0.053,0.074,0.064,0.68,5.12,0.035
"6447","GJB02 582","M1308",0.074,0.095,0.085,0.64,5.85,0.038
"6448","GJB02 582","M1308",0.095,0.118,0.107,0.58,7.51,0.043
