study_id,site_id,plot_id,plot_radius,species,family,diameter,diameter_flag,alive_or_dead,decay_class,height,wood_density,carbon_conversion_factor,basal_area,basal_density,plant_aboveground_carbon,plant_belowground_carbon,plant_BGB_kg,plant_AGB_kg,plant_AGB_MgHa,plant_BGB_MgHa,plant_mass_total_MgHa,plant_total_carbon,plant_notes
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Pelliciera rhizophorae,Theaceae,13,DBH,alive,NA,NA,0.811,0.4669,0.01327,0.86224,3.39526,1.48558,48.97981,111.94256,7.27192,3.18179,10.45371,4.88084,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,16,DBH,alive,NA,NA,0.898,0.4752,0.02011,1.30612,2.70645,2.62739,85.1128,87.67361,5.69538,5.52903,11.22441,5.33384,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,38,DBH,alive,NA,NA,0.898,0.4752,0.11341,7.36735,12.09687,17.92663,580.72174,391.87053,25.45638,37.72438,63.18076,30.0235,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,46,DBH,alive,NA,NA,0.898,0.4752,0.16619,10.79592,16.83843,27.3969,887.50517,545.47017,35.4344,57.6534,93.0878,44.23532,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,52,DBH,alive,NA,NA,0.898,0.4752,0.21237,13.79592,20.81946,35.96718,1165.13413,674.43327,43.812,75.68851,119.50051,56.78664,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,1.73071,2.91934,4.65005,2.2097,cut for firewood
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,1.73071,2.91934,4.65005,2.2097,cut for firewood
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Pelliciera rhizophorae,Theaceae,12,DBH,alive,NA,NA,0.811,0.4669,0.01131,0.73469,2.78842,1.24372,41.00579,91.93491,5.9722,2.66379,8.63599,4.03214,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Pelliciera rhizophorae,Theaceae,14,DBH,alive,NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,8.72617,3.75078,12.47694,5.82549,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Pelliciera rhizophorae,Theaceae,15,DBH,alive,NA,NA,0.811,0.4669,0.01767,1.14796,4.82789,2.0411,67.29541,159.17654,10.3403,4.37159,14.71189,6.86898,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Pelliciera rhizophorae,Theaceae,17,DBH,alive,NA,NA,0.811,0.4669,0.0227,1.47449,6.56866,2.69487,88.85041,216.57031,14.06867,5.77183,19.8405,9.26353,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Rhizophora racemosa,Rhizophoraceae,7,DBH,alive,NA,NA,0.88,0.5,0.00385,0.25,0.65477,0.4332,13.33708,20.15881,1.30954,0.86639,2.17593,1.08797,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,1.73071,2.91934,4.65005,2.2097,cut for firewood
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Rhizophora racemosa,Rhizophoraceae,10,DBH,alive,NA,NA,0.88,0.5,0.00785,0.5102,1.65514,0.95624,29.44035,50.95772,3.31027,1.91248,5.22276,2.61138,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Rhizophora mangle,Rhizophoraceae,11,DBH,alive,NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,2.97743,2.40655,5.38398,2.55847,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Pelliciera rhizophorae,Theaceae,14,DBH,alive,NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,8.72617,3.75078,12.47694,5.82549,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Pelliciera rhizophorae,Theaceae,14,DBH,alive,NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,8.72617,3.75078,12.47694,5.82549,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,2,NA,0.898,0.4752,0.01131,0.73469,1.31589,1.38727,44.93977,42.62751,2.76913,2.91934,5.68848,2.70316,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Rhizophora mangle,Rhizophoraceae,27,DBH,alive,NA,NA,0.898,0.4752,0.05726,3.71939,6.69512,8.39473,271.94186,216.88418,14.08906,17.66567,31.75473,15.08985,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,3,7,Rhizophora mangle,Rhizophoraceae,12.4,DBH,dead,3,NA,0.898,0.4752,0.01208,0.78449,0.87046,1.49202,48.3331,28.19812,1.83178,3.13978,4.97156,2.36249,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,7,Pelliciera rhizophorae,Theaceae,10,DBH,alive,NA,NA,0.811,0.4669,0.00785,0.5102,1.78063,0.82974,27.35664,58.70763,3.81372,1.77712,5.59084,2.61036,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,7,Rhizophora mangle,Rhizophoraceae,27,DBH,alive,NA,NA,0.898,0.4752,0.05726,3.71939,6.69512,8.39473,271.94186,216.88418,14.08906,17.66567,31.75473,15.08985,NA
Cifuentes_et_al_2023_Panama,El Represo,1,7,Rhizophora mangle,Rhizophoraceae,8.4,DBH,alive,NA,NA,0.898,0.4752,0.00554,0.36,0.88715,0.62846,20.35863,28.73854,1.86689,1.32252,3.18941,1.51561,NA
Cifuentes_et_al_2023_Panama,El Represo,1,7,Rhizophora mangle,Rhizophoraceae,8.5,DBH,alive,NA,NA,0.898,0.4752,0.00567,0.36862,0.90551,0.64519,20.90059,29.33333,1.90553,1.35773,3.26326,1.5507,NA
Cifuentes_et_al_2023_Panama,El Represo,1,7,Rhizophora mangle,Rhizophoraceae,9.4,DBH,alive,NA,NA,0.898,0.4752,0.00694,0.45082,1.07783,0.80672,26.13318,34.91576,2.26817,1.69764,3.96581,1.88455,NA
Cifuentes_et_al_2023_Panama,El Represo,1,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,El Represo,1,7,Rhizophora mangle,Rhizophoraceae,15,DBH,alive,NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,5.09337,4.79099,9.88436,4.69705,NA
Cifuentes_et_al_2023_Panama,El Represo,1,7,Rhizophora mangle,Rhizophoraceae,16,DBH,alive,NA,NA,0.898,0.4752,0.02011,1.30612,2.70645,2.62739,85.1128,87.67361,5.69538,5.52903,11.22441,5.33384,NA
Cifuentes_et_al_2023_Panama,El Represo,1,7,Rhizophora mangle,Rhizophoraceae,37,DBH,alive,NA,NA,0.898,0.4752,0.10752,6.98469,11.55114,16.89611,547.33892,374.1919,24.30796,35.55579,59.86375,28.44725,NA
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,13,DBH,dead,3,NA,0.898,0.4752,0.01327,0.86224,0.94466,1.65704,53.67879,30.60153,1.98791,3.48704,5.47495,2.6017,cut for firewood
Cifuentes_et_al_2023_Panama,El Represo,2,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,El Represo,2,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,El Represo,2,7,Rhizophora mangle,Rhizophoraceae,11,DBH,alive,NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,2.97743,2.40655,5.38398,2.55847,NA
Cifuentes_et_al_2023_Panama,El Represo,2,7,Rhizophora mangle,Rhizophoraceae,25,DBH,alive,NA,NA,0.898,0.4752,0.04909,3.18878,5.86006,7.07629,229.23204,189.83284,12.33177,14.89119,27.22296,12.93635,NA
Cifuentes_et_al_2023_Panama,El Represo,2,7,Rhizophora mangle,Rhizophoraceae,51,DBH,alive,NA,NA,0.898,0.4752,0.20428,13.27041,20.13129,34.44965,1115.97456,652.1405,42.36383,72.49505,114.85888,54.58094,NA
Cifuentes_et_al_2023_Panama,El Represo,3,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,El Represo,3,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,El Represo,3,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,El Represo,3,7,Rhizophora mangle,Rhizophoraceae,11,DBH,alive,NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,2.97743,2.40655,5.38398,2.55847,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Rhizophora mangle,Rhizophoraceae,13,DBH,dead,2,NA,0.898,0.4752,0.01327,0.86224,1.51145,1.65704,53.67879,48.96245,3.18066,3.48704,6.6677,3.16849,NA
Cifuentes_et_al_2023_Panama,El Represo,3,7,Rhizophora mangle,Rhizophoraceae,14,DBH,alive,NA,NA,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,4.52,4.11061,8.63062,4.10127,NA
Cifuentes_et_al_2023_Panama,El Represo,3,7,Rhizophora mangle,Rhizophoraceae,18,DBH,alive,NA,NA,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,6.98342,7.18137,14.16479,6.73111,NA
Cifuentes_et_al_2023_Panama,El Represo,3,7,Rhizophora mangle,Rhizophoraceae,39.6,DBH,alive,NA,NA,0.898,0.4752,0.12316,8.00082,12.99206,19.64546,636.40241,420.86961,27.3402,41.34147,68.68166,32.63752,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,6.5,DBH,alive,NA,NA,0.898,0.4752,0.00332,0.21556,0.56914,0.35567,11.52169,18.437,1.19769,0.74846,1.94615,0.92481,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,11,DBH,alive,NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,2.97743,2.40655,5.38398,2.55847,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,11,DBH,alive,NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,2.97743,2.40655,5.38398,2.55847,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,15,DBH,alive,NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,5.09337,4.79099,9.88436,4.69705,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Rhizophora mangle,Rhizophoraceae,14,DBH,dead,3,NA,0.898,0.4752,0.01539,1,1.07395,1.95336,63.278,34.79003,2.26,4.11061,6.37062,3.02732,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,1,7,Rhizophora mangle,Rhizophoraceae,15,DBH,dead,3,NA,0.898,0.4752,0.01767,1.14796,1.21018,2.27668,73.75154,39.20317,2.54668,4.79099,7.33767,3.48686,NA
Cifuentes_et_al_2023_Panama,El Represo,5,7,Rhizophora mangle,Rhizophoraceae,17,DBH,dead,2,NA,0.898,0.4752,0.0227,1.47449,2.40472,3.00591,97.37447,77.89943,5.06044,6.32556,11.386,5.41063,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,18,DBH,dead,3,NA,0.898,0.4752,0.02545,1.65306,1.65926,3.41259,110.54866,53.75067,3.49171,7.18137,10.67308,5.07185,NA
Cifuentes_et_al_2023_Panama,El Represo,5,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,El Represo,5,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,El Represo,5,7,Rhizophora mangle,Rhizophoraceae,17,DBH,alive,NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,6.32555,6.32556,12.65111,6.01181,NA
Cifuentes_et_al_2023_Panama,Limones,3,7,Rhizophora mangle,Rhizophoraceae,19,DBH,dead,1,NA,0.898,0.4752,0.02835,1.84184,3.553,3.8478,124.6469,115.09708,7.47684,8.09721,15.57406,7.40079,NA
Cifuentes_et_al_2023_Panama,Batipa,3,7,Rhizophora mangle,Rhizophoraceae,20,DBH,dead,3,NA,0.898,0.4752,0.03142,2.04082,1.99123,4.31187,139.68028,64.50452,4.19029,9.0738,13.26409,6.3031,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,20,DBH,dead,3,NA,0.898,0.4752,0.03142,2.04082,1.99123,4.31187,139.68028,64.50452,4.19029,9.0738,13.26409,6.3031,cut for firewood
Cifuentes_et_al_2023_Panama,El Represo,6,7,Rhizophora mangle,Rhizophoraceae,15,DBH,alive,NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,5.09337,4.79099,9.88436,4.69705,NA
Cifuentes_et_al_2023_Panama,El Represo,6,7,Rhizophora mangle,Rhizophoraceae,18,DBH,alive,NA,NA,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,6.98342,7.18137,14.16479,6.73111,NA
Cifuentes_et_al_2023_Panama,El Represo,6,7,Rhizophora mangle,Rhizophoraceae,27,DBH,alive,NA,NA,0.898,0.4752,0.05726,3.71939,6.69512,8.39473,271.94186,216.88418,14.08906,17.66567,31.75473,15.08985,NA
Cifuentes_et_al_2023_Panama,El Represo,6,7,Rhizophora mangle,Rhizophoraceae,33,DBH,alive,NA,NA,0.898,0.4752,0.08553,5.55612,9.47579,13.10629,424.57014,306.96215,19.94063,27.58059,47.52122,22.58208,NA
Cifuentes_et_al_2023_Panama,El Represo,6,7,Rhizophora mangle,Rhizophoraceae,50,DBH,alive,NA,NA,0.898,0.4752,0.19635,12.7551,19.45292,32.96798,1067.97703,630.165,40.93628,69.37707,110.31335,52.4209,NA
Cifuentes_et_al_2023_Panama,El Represo,6,7,Rhizophora mangle,Rhizophoraceae,58,DBH,alive,NA,NA,0.898,0.4752,0.26421,17.16327,25.15136,45.83414,1484.76817,814.76254,52.92795,96.45232,149.38028,70.98551,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Rhizophora mangle,Rhizophoraceae,5.4,DBH,alive,NA,NA,0.898,0.4752,0.00229,0.14878,0.4129,0.23566,7.63418,13.37552,0.86889,0.49593,1.36482,0.64856,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,22,DBH,dead,2,NA,0.898,0.4752,0.03801,2.46939,3.75743,5.32792,172.59446,121.71969,7.90706,11.21194,19.119,9.08535,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Rhizophora mangle,Rhizophoraceae,6.5,DBH,alive,NA,NA,0.898,0.4752,0.00332,0.21556,0.56914,0.35567,11.52169,18.437,1.19769,0.74846,1.94615,0.92481,NA
Cifuentes_et_al_2023_Panama,Resbaloso,1,7,Rhizophora mangle,Rhizophoraceae,22,DBH,dead,3,NA,0.898,0.4752,0.03801,2.46939,2.3484,5.32792,172.59446,76.07481,4.94191,11.21194,16.15385,7.67631,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Mora oleifera,Fabaceae,23,DBH,alive,NA,NA,0.806,0.5,0.04155,2.69898,12.12618,5.61446,172.85585,373.33599,24.25235,11.22892,35.48128,17.74064,NA
Cifuentes_et_al_2023_Panama,Batipa,3,7,Rhizophora mangle,Rhizophoraceae,24.5,DBH,dead,3,NA,0.898,0.4752,0.04714,3.0625,2.82933,6.76593,219.17813,91.65448,5.95399,14.23807,20.19206,9.59527,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Pelliciera rhizophorae,Theaceae,28,DBH,alive,NA,NA,0.811,0.4669,0.06158,4,22.41719,8.1589,269.00085,739.10022,48.01284,17.47462,65.48746,30.57609,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Pelliciera rhizophorae,Theaceae,26,DBH,dead,3,NA,0.811,0.4669,0.05309,3.44898,9.34065,6.9212,228.1937,307.96334,20.00567,14.82374,34.82941,16.26185,NA
Cifuentes_et_al_2023_Panama,El R’o,2,7,Mora oleifera,Fabaceae,7,DBH,alive,NA,NA,0.806,0.5,0.00385,0.25,0.63628,0.4003,12.3244,19.58962,1.27257,0.80061,2.07317,1.03659,NA
Cifuentes_et_al_2023_Panama,El R’o,2,7,Mora oleifera,Fabaceae,7,DBH,alive,NA,NA,0.806,0.5,0.00385,0.25,0.63628,0.4003,12.3244,19.58962,1.27257,0.80061,2.07317,1.03659,NA
Cifuentes_et_al_2023_Panama,El R’o,2,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,El R’o,2,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,El R’o,2,7,Rhizophora mangle,Rhizophoraceae,13,DBH,alive,NA,NA,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,3.97582,3.48704,7.46286,3.54635,NA
Cifuentes_et_al_2023_Panama,El R’o,2,7,Mora oleifera,Fabaceae,14,DBH,alive,NA,NA,0.806,0.5,0.01539,1,3.5564,1.86499,57.41859,109.49292,7.11279,3.72998,10.84277,5.42139,NA
Cifuentes_et_al_2023_Panama,El R’o,2,7,Pelliciera rhizophorae,Theaceae,31,DBH,alive,NA,NA,0.811,0.4669,0.07548,4.90306,28.79534,10.22736,337.19862,949.38932,61.67347,21.90483,83.5783,39.02271,NA
Cifuentes_et_al_2023_Panama,El R’o,2,7,Pelliciera rhizophorae,Theaceae,38,DBH,alive,NA,NA,0.811,0.4669,0.11341,7.36735,47.51603,16.07164,529.88596,1566.61479,101.76918,34.42203,136.19121,63.58767,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Rhizophora mangle,Rhizophoraceae,8.5,DBH,alive,NA,NA,0.898,0.4752,0.00567,0.36862,0.90551,0.64519,20.90059,29.33333,1.90553,1.35773,3.26326,1.5507,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Rhizophora mangle,Rhizophoraceae,11,DBH,alive,NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,2.97743,2.40655,5.38398,2.55847,NA
Cifuentes_et_al_2023_Panama,Isla Mono,2,7,Rhizophora mangle,Rhizophoraceae,30,DBH,dead,1,NA,0.898,0.4752,0.07069,4.59184,7.83374,10.60689,343.60359,253.76908,16.48514,22.3209,38.80605,18.44063,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,El R’o,4,7,Rhizophora mangle,Rhizophoraceae,30,DBH,dead,3,NA,0.898,0.4752,0.07069,4.59184,4.0173,10.60689,343.60359,130.13799,8.45392,22.3209,30.77482,14.6242,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Rhizophora mangle,Rhizophoraceae,32,DBH,dead,3,NA,0.898,0.4752,0.08042,5.22449,4.49213,12.24086,396.53493,145.51971,9.45314,25.75939,35.21252,16.73299,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Rhizophora mangle,Rhizophoraceae,51,DBH,alive,NA,NA,0.898,0.4752,0.20428,13.27041,20.13129,34.44965,1115.97456,652.1405,42.36383,72.49505,114.85888,54.58094,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Rhizophora mangle,Rhizophoraceae,64,DBH,alive,NA,NA,0.898,0.4752,0.3217,20.89796,29.82395,57.02936,1847.43023,966.12814,62.76084,120.01129,182.77213,86.85332,NA
Cifuentes_et_al_2023_Panama,El R’o,4,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,El R’o,4,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,El R’o,4,7,Mora oleifera,Fabaceae,11,DBH,alive,NA,NA,0.806,0.5,0.0095,0.61735,1.95198,1.09185,33.61554,60.09685,3.90396,2.18371,6.08767,3.04383,NA
Cifuentes_et_al_2023_Panama,El R’o,4,7,Rhizophora mangle,Rhizophoraceae,19,DBH,alive,NA,NA,0.898,0.4752,0.02835,1.84184,3.6441,3.8478,124.6469,118.04828,7.66856,8.09721,15.76577,7.49189,NA
Cifuentes_et_al_2023_Panama,El R’o,4,7,Pelliciera rhizophorae,Theaceae,20,DBH,alive,NA,NA,0.811,0.4669,0.03142,2.04082,9.7973,3.86569,127.45281,323.01922,20.98372,8.27949,29.2632,13.66299,NA
