"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample/Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)",Averaged Sample Runs,"Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
 Standard Deviation 
(µm)","Skewness
 (µm)","Skewness 
Standard Deviation 
(µm)","Kurtosis 
(µm)","Kurtosis
 Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size 
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting 
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
 Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)",,,,,,,
16CCT03-GB234M,54-55,Sandy Mud,N=8,33.29,0.70,3.852,0.044,-0.440,0.008,1.435,0.017,4.909,0.031,1.945,0.016,0.440,0.008,1.435,0.017,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.08,0.14,46.47,0.45,123.61,3.66,34.8,0.5,65.2,0.5,0.0,0.1,0.7,8.9,25.1,30.1,12.9,6.6,4.3,3.8,7.5,,,,,,,
16CCT03-GB234M,55-56,Sandy Mud,N=8,27.30,0.73,4.439,0.052,-0.397,0.008,1.177,0.055,5.195,0.038,2.150,0.017,0.397,0.008,1.177,0.055,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.36,0.09,40.20,1.05,129.96,4.13,31.6,0.7,68.4,0.7,0.1,0.7,1.6,8.2,20.9,26.5,13.8,8.5,6.0,4.9,8.7,,,,,,,
16CCT03-GB234M,56-57,Sandy Mud,N=8,30.72,2.12,4.271,0.165,-0.403,0.005,1.295,0.085,5.028,0.100,2.094,0.056,0.403,0.005,1.295,0.085,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.69,0.18,43.93,1.45,137.48,1.93,34.0,0.9,66.0,0.9,0.2,0.7,1.6,9.2,22.4,27.7,13.2,7.3,5.2,4.4,8.0,,,,,,,
16CCT03-GB234M,57-58,Sandy Mud,N=8,32.96,0.90,4.186,0.034,-0.395,0.006,1.371,0.018,4.924,0.039,2.066,0.012,0.395,0.006,1.371,0.018,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.82,0.09,45.90,0.56,144.94,2.41,35.6,0.5,64.4,0.5,0.0,0.4,2.1,10.2,22.9,28.2,13.0,6.7,4.5,4.3,7.7,,,,,,,
16CCT03-GB234M,58-59,Sandy Mud,N=8,39.18,0.98,4.156,0.055,-0.343,0.008,1.452,0.019,4.674,0.036,2.055,0.019,0.343,0.008,1.452,0.019,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.47,0.21,50.17,0.63,170.81,3.86,39.8,0.6,60.2,0.6,0.0,0.7,3.5,12.1,23.5,27.2,12.2,6.2,4.0,3.6,7.0,,,,,,,
16CCT03-GB234M,59-60,Sandy Mud,N=8,35.54,0.62,4.007,0.061,-0.373,0.007,1.446,0.017,4.815,0.025,2.002,0.022,0.373,0.007,1.446,0.017,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.27,0.19,46.76,0.25,147.62,2.35,36.2,0.2,63.8,0.2,0.0,0.7,2.0,10.3,23.1,28.8,13.2,6.7,4.1,3.7,7.3,,,,,,,
16CCT03-GB234M,60-61,Sandy Mud,N=7,27.57,0.81,4.269,0.197,-0.407,0.026,1.270,0.021,5.181,0.042,2.092,0.067,0.407,0.026,1.270,0.021,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.40,0.08,40.04,0.52,124.94,14.19,30.1,1.4,69.9,1.4,0.0,0.3,1.0,8.4,20.3,28.8,14.8,7.7,5.2,4.8,8.5,,,,,,,
16CCT03-GB234M,61-62,Sandy Mud,N=7,27.29,0.75,4.185,0.140,-0.418,0.031,1.264,0.014,5.196,0.039,2.065,0.048,0.418,0.031,1.264,0.014,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.42,0.03,39.71,0.26,119.66,12.64,29.4,1.1,70.6,1.1,0.0,0.0,0.8,8.2,20.4,29.3,14.9,7.8,5.2,4.9,8.5,,,,,,,
16CCT03-GB234M,62-63,Sandy Mud,N=8,31.23,1.18,4.398,0.034,-0.348,0.015,1.304,0.026,5.002,0.055,2.137,0.011,0.348,0.015,1.304,0.026,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.66,0.06,42.40,0.46,153.82,6.56,33.6,0.6,66.4,0.6,0.0,0.6,2.8,10.2,20.0,27.2,14.3,7.5,4.9,4.5,7.9,,,,,,,
16CCT03-GB234M,63-64,Sandy Mud,N=8,34.40,2.01,4.540,0.180,-0.325,0.009,1.245,0.094,4.864,0.084,2.181,0.057,0.325,0.009,1.245,0.094,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.90,0.24,45.25,1.00,172.06,1.02,37.3,0.3,62.7,0.3,0.0,0.5,3.7,12.4,20.8,24.9,13.2,7.6,5.1,4.3,7.6,,,,,,,
16CCT03-GB234M,64-65,Sandy Mud,N=8,46.99,2.81,4.361,0.126,-0.343,0.009,1.239,0.026,4.414,0.086,2.124,0.042,0.343,0.009,1.239,0.026,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.99,0.57,59.37,2.00,203.50,4.06,48.2,1.2,51.8,1.2,0.0,0.4,5.0,19.7,23.1,21.0,11.0,5.9,3.9,3.5,6.5,,,,,,,
16CCT03-GB234M,65-66,Muddy Sand,N=8,51.86,1.19,4.305,0.066,-0.353,0.016,1.241,0.014,4.269,0.033,2.106,0.022,0.353,0.016,1.241,0.014,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.65,0.43,65.44,0.27,216.37,2.34,51.5,0.1,48.5,0.1,0.0,0.5,6.0,21.8,23.2,19.4,10.4,5.8,3.6,3.1,6.2,,,,,,,
16CCT03-GB234M,66-67,Muddy Sand,N=8,55.45,1.92,4.328,0.068,-0.374,0.006,1.244,0.019,4.174,0.050,2.114,0.023,0.374,0.006,1.244,0.019,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.91,0.54,71.96,1.31,229.04,3.24,54.6,0.6,45.4,0.6,0.0,0.7,7.1,23.5,23.4,17.9,9.4,5.5,3.6,3.1,5.9,,,,,,,
16CCT03-GB234M,67-68,Muddy Sand,N=8,51.81,0.31,4.185,0.045,-0.366,0.014,1.255,0.016,4.271,0.008,2.065,0.016,0.366,0.014,1.255,0.016,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.84,0.35,65.80,1.31,208.41,1.43,51.8,0.7,48.2,0.7,0.0,0.6,4.9,21.9,24.3,19.7,10.2,5.7,3.7,3.1,5.9,,,,,,,
16CCT03-GB234M,68-69,Muddy Sand,N=8,53.66,0.87,4.259,0.084,-0.379,0.011,1.259,0.020,4.220,0.023,2.090,0.028,0.379,0.011,1.259,0.020,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.70,0.48,69.51,0.85,217.62,2.31,53.7,0.4,46.3,0.4,0.0,0.5,5.9,23.0,24.2,18.7,9.4,5.4,3.6,3.2,5.9,,,,,,,
16CCT03-GB234M,69-70,Muddy Sand,N=8,50.33,0.53,4.349,0.093,-0.350,0.004,1.260,0.026,4.313,0.015,2.120,0.031,0.350,0.004,1.260,0.026,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.22,0.15,63.87,0.35,215.20,5.09,50.8,0.2,49.2,0.2,0.0,0.6,6.0,20.7,23.5,20.2,10.1,5.6,3.7,3.4,6.2,,,,,,,
16CCT03-GB234M,70-71,Sandy Mud,N=8,47.77,1.06,4.455,0.048,-0.336,0.003,1.238,0.007,4.388,0.032,2.155,0.016,0.336,0.003,1.238,0.007,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.99,0.19,60.43,1.20,212.45,5.37,48.8,0.7,51.2,0.7,0.0,0.8,5.6,19.6,22.7,20.6,10.7,6.1,3.9,3.3,6.6,,,,,,,
16CCT03-GB234M,71-72,Muddy Sand,N=8,49.17,1.39,4.758,0.209,-0.359,0.012,1.167,0.052,4.347,0.041,2.249,0.064,0.359,0.012,1.167,0.052,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.72,0.37,65.69,0.87,233.62,7.65,51.5,0.3,48.5,0.3,0.1,0.7,7.6,21.7,21.4,18.2,9.8,5.9,4.2,3.7,6.7,,,,,,,
16CCT03-GB234M,72-73,Muddy Sand,N=8,56.40,3.53,4.838,0.014,-0.356,0.002,1.183,0.005,4.151,0.090,2.274,0.004,0.356,0.002,1.183,0.005,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.95,0.23,75.52,4.34,276.31,17.03,55.5,1.6,44.5,1.6,0.0,1.5,11.0,22.4,20.6,16.5,8.8,5.2,3.9,3.9,6.1,,,,,,,
16CCT03-GB234M,73-74,Muddy Sand,N=8,58.54,1.80,4.756,0.065,-0.329,0.012,1.196,0.009,4.095,0.044,2.250,0.020,0.329,0.012,1.196,0.009,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.67,0.56,74.52,0.68,283.09,4.81,55.2,0.2,44.8,0.2,0.0,1.5,11.5,22.0,20.2,17.0,9.4,5.6,3.6,3.2,6.0,,,,,,,
16CCT03-GB234M,74-75,Muddy Sand,N=8,56.48,1.65,4.515,0.036,-0.355,0.005,1.227,0.015,4.147,0.042,2.175,0.012,0.355,0.005,1.227,0.015,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.55,0.17,73.11,2.07,250.33,10.96,54.9,0.8,45.1,0.8,0.0,0.9,9.1,22.8,22.0,17.6,9.3,5.3,3.7,3.4,5.9,,,,,,,
16CCT03-GB234M,75-76,Sandy Mud,N=8,42.44,1.31,5.023,0.062,-0.363,0.002,1.102,0.008,4.559,0.044,2.329,0.018,0.363,0.002,1.102,0.008,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.93,0.11,59.43,1.22,220.47,2.80,48.4,0.6,51.6,0.6,0.0,0.8,6.5,19.7,21.4,18.1,10.3,6.5,4.8,4.4,7.4,,,,,,,
16CCT03-GB234M,76-77,Muddy Sand,N=8,57.11,0.88,4.714,0.045,-0.401,0.004,1.189,0.012,4.130,0.022,2.237,0.014,0.401,0.004,1.189,0.012,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.20,0.18,79.66,0.68,258.79,2.27,56.9,0.3,43.1,0.3,0.0,1.3,9.5,24.5,21.5,15.2,8.8,5.5,3.9,3.5,6.2,,,,,,,
16CCT03-GB234M,77-78,Muddy Sand,N=8,56.34,2.28,4.652,0.044,-0.417,0.002,1.186,0.010,4.151,0.058,2.218,0.014,0.417,0.002,1.186,0.010,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.15,0.28,79.69,2.87,247.19,7.25,57.0,1.0,43.0,1.0,0.0,1.0,8.7,25.2,22.1,15.1,8.9,5.5,3.9,3.5,6.2,,,,,,,
16CCT03-GB234M,78-79,Muddy Sand,N=8,54.83,1.46,4.698,0.040,-0.412,0.006,1.168,0.009,4.189,0.038,2.232,0.012,0.412,0.006,1.168,0.009,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.98,0.11,77.84,1.61,246.96,9.62,56.3,0.6,43.7,0.6,0.0,1.1,8.6,24.5,22.1,15.2,9.0,5.6,4.0,3.7,6.2,,,,,,,
16CCT03-GB234M,79-80,Muddy Sand,N=8,55.46,1.18,4.752,0.136,-0.422,0.003,1.173,0.023,4.173,0.031,2.248,0.041,0.422,0.003,1.173,0.023,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.94,0.31,79.96,0.27,250.85,3.92,56.9,0.2,43.1,0.2,0.0,1.2,8.9,24.8,22.0,14.6,8.8,5.6,4.0,3.6,6.4,,,,,,,
16CCT03-GB234M,80-81,Muddy Sand,N=8,60.32,2.73,4.463,0.042,-0.427,0.004,1.228,0.015,4.053,0.066,2.158,0.014,0.427,0.004,1.228,0.015,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,5.04,0.47,84.37,3.67,247.80,8.18,58.6,1.2,41.4,1.2,0.0,1.2,8.5,26.4,22.5,14.7,8.8,5.5,3.6,3.0,5.8,,,,,,,
16CCT03-GB234M,81-82,Muddy Sand,N=8,67.87,2.14,4.401,0.119,-0.444,0.007,1.287,0.020,3.882,0.046,2.137,0.039,0.444,0.007,1.287,0.020,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,5.76,0.76,95.71,1.03,270.58,1.22,62.4,0.5,37.6,0.5,0.0,1.4,10.8,28.0,22.2,13.4,7.7,4.9,3.3,2.9,5.5,,,,,,,
16CCT03-GB234M,82-83,Muddy Sand,N=7,88.35,2.53,4.304,0.043,-0.437,0.004,1.379,0.004,3.501,0.041,2.106,0.015,0.437,0.004,1.379,0.004,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,7.71,0.49,120.70,2.49,346.03,6.94,68.8,0.5,31.2,0.5,0.0,3.0,16.5,29.1,20.1,11.2,6.2,3.8,2.8,2.6,4.7,,,,,,,
16CCT03-GB234M,83-83.5,Muddy Sand,N=8,79.55,3.09,4.604,0.076,-0.412,0.005,1.308,0.011,3.653,0.056,2.203,0.024,0.412,0.005,1.308,0.011,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,6.31,0.65,109.26,3.13,348.54,6.78,65.4,0.8,34.6,0.8,0.0,3.4,15.2,26.7,20.0,12.3,7.0,4.3,3.1,2.8,5.2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT03-GB235M,0-1,Muddy Sand,N=8,66.93,0.20,2.580,0.043,-0.363,0.007,1.532,0.019,3.901,0.004,1.367,0.024,0.363,0.007,1.532,0.019,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,17.13,0.64,74.65,0.12,158.02,0.82,59.4,0.1,40.6,0.1,0.0,0.0,0.4,20.1,38.9,23.4,7.8,3.1,1.6,1.4,3.4,,,,,,,
16CCT03-GB235M,1-2,Muddy Sand,N=8,72.80,0.29,2.629,0.005,-0.406,0.002,1.564,0.003,3.780,0.006,1.395,0.003,0.406,0.002,1.564,0.003,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,17.35,0.21,83.54,0.16,169.81,0.37,64.7,0.1,35.3,0.1,0.0,0.0,0.7,25.0,39.0,19.2,6.8,3.0,1.6,1.4,3.3,,,,,,,
16CCT03-GB235M,2-3,Muddy Sand,N=8,76.80,2.57,2.508,0.093,-0.386,0.011,1.572,0.005,3.703,0.048,1.326,0.054,0.386,0.011,1.572,0.005,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,20.09,2.29,86.41,1.82,173.64,1.07,67.0,1.6,33.0,1.6,0.0,0.0,0.9,26.1,40.0,18.5,6.0,2.6,1.5,1.3,3.1,,,,,,,
16CCT03-GB235M,3-4,Muddy Sand,N=8,77.55,1.01,2.442,0.037,-0.366,0.006,1.562,0.018,3.689,0.019,1.288,0.022,0.366,0.006,1.562,0.018,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,22.01,0.93,85.79,0.84,172.58,1.12,67.0,0.6,33.0,0.6,0.0,0.0,0.8,25.8,40.4,19.4,5.7,2.3,1.3,1.3,3.0,,,,,,,
16CCT03-GB235M,4-5,Muddy Sand,N=8,63.02,1.62,2.977,0.093,-0.461,0.010,1.650,0.005,3.989,0.037,1.573,0.045,0.461,0.010,1.650,0.005,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.14,1.05,76.47,0.84,158.11,0.47,60.1,0.7,39.9,0.7,0.0,0.0,0.2,21.0,38.9,20.1,7.6,3.8,2.2,1.8,4.3,,,,,,,
16CCT03-GB235M,5-6,Muddy Sand,N=8,61.91,0.68,2.974,0.020,-0.449,0.001,1.597,0.003,4.014,0.016,1.572,0.010,0.449,0.001,1.597,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.99,0.26,74.78,0.64,157.71,0.70,58.9,0.5,41.1,0.5,0.0,0.0,0.2,20.6,38.0,20.8,8.1,3.9,2.3,1.9,4.2,,,,,,,
16CCT03-GB235M,6-7,Muddy Sand,N=8,58.11,0.05,3.148,0.022,-0.460,0.003,1.557,0.001,4.105,0.001,1.654,0.010,0.460,0.003,1.557,0.001,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.11,0.18,72.25,0.29,156.59,0.95,56.9,0.1,43.1,0.1,0.0,0.0,0.3,19.8,36.8,20.9,8.6,4.4,2.6,2.1,4.6,,,,,,,
16CCT03-GB235M,7-8,Muddy Sand,N=8,56.74,0.18,3.274,0.013,-0.467,0.003,1.511,0.003,4.140,0.005,1.711,0.006,0.467,0.003,1.511,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.14,0.10,72.10,0.10,159.85,0.27,56.5,0.1,43.5,0.1,0.0,0.0,0.4,20.5,35.6,20.3,8.8,4.7,2.8,2.2,4.8,,,,,,,
16CCT03-GB235M,8-9,Muddy Sand,N=8,53.52,0.31,3.347,0.019,-0.470,0.001,1.469,0.015,4.224,0.008,1.743,0.008,0.470,0.001,1.469,0.015,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,7.39,0.04,69.05,0.20,154.74,0.39,54.5,0.2,45.5,0.2,0.0,0.0,0.2,19.0,35.2,20.7,9.4,5.1,3.0,2.3,5.0,,,,,,,
16CCT03-GB235M,9-10,Muddy Sand,N=8,57.18,0.08,3.255,0.026,-0.465,0.003,1.506,0.015,4.128,0.002,1.703,0.012,0.465,0.003,1.506,0.015,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.36,0.11,72.44,0.10,160.36,1.65,56.7,0.1,43.3,0.1,0.0,0.0,0.4,20.7,35.5,20.2,8.8,4.7,2.8,2.2,4.7,,,,,,,
16CCT03-GB235M,10-11,Muddy Sand,N=8,55.34,1.49,3.285,0.057,-0.471,0.004,1.500,0.014,4.176,0.039,1.716,0.025,0.471,0.004,1.500,0.014,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,7.85,0.56,70.76,1.13,156.09,1.62,55.6,0.8,44.4,0.8,0.0,0.0,0.3,19.6,35.8,20.5,9.0,4.8,2.9,2.3,4.8,,,,,,,
16CCT03-GB235M,11-12,Muddy Sand,N=8,54.51,0.08,3.354,0.003,-0.474,0.001,1.489,0.001,4.197,0.002,1.746,0.001,0.474,0.001,1.489,0.001,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,7.35,0.01,70.35,0.08,156.77,0.40,55.3,0.0,44.7,0.0,0.0,0.0,0.3,19.7,35.3,20.4,9.1,4.9,2.9,2.3,5.0,,,,,,,
16CCT03-GB235M,12-13,Muddy Sand,N=8,54.47,0.84,3.344,0.043,-0.470,0.002,1.479,0.009,4.199,0.022,1.741,0.019,0.470,0.002,1.479,0.009,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,7.43,0.37,70.10,0.60,156.86,0.46,55.1,0.4,44.9,0.4,0.0,0.0,0.3,19.6,35.2,20.5,9.2,4.9,2.9,2.4,5.0,,,,,,,
16CCT03-GB235M,13-14,Muddy Sand,N=8,53.84,0.49,3.410,0.018,-0.478,0.001,1.442,0.009,4.215,0.013,1.770,0.008,0.478,0.001,1.442,0.009,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,7.08,0.10,70.56,0.44,158.54,0.67,55.3,0.3,44.7,0.3,0.0,0.0,0.4,20.1,34.8,19.8,9.3,5.2,3.0,2.4,5.0,,,,,,,
16CCT03-GB235M,14-15,Muddy Sand,N=8,55.55,0.88,3.324,0.016,-0.471,0.001,1.483,0.006,4.170,0.023,1.733,0.007,0.471,0.001,1.483,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,7.69,0.23,71.41,0.90,159.14,1.73,55.9,0.6,44.1,0.6,0.0,0.0,0.4,20.2,35.3,20.1,9.0,4.9,2.9,2.3,4.9,,,,,,,
16CCT03-GB235M,15-16,Muddy Sand,N=8,60.73,0.26,3.240,0.013,-0.461,0.003,1.503,0.002,4.041,0.006,1.696,0.006,0.461,0.003,1.503,0.002,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.05,0.18,76.55,0.12,169.10,0.48,59.0,0.1,41.0,0.1,0.0,0.0,0.8,23.2,35.0,19.0,8.4,4.4,2.6,2.1,4.5,,,,,,,
16CCT03-GB235M,16-17,Muddy Sand,N=8,60.25,0.16,3.385,0.006,-0.446,0.001,1.466,0.004,4.053,0.004,1.759,0.003,0.446,0.001,1.466,0.004,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,8.47,0.03,76.27,0.19,178.16,0.90,58.4,0.1,41.6,0.1,0.0,0.6,1.7,23.1,33.0,18.8,8.6,4.6,2.7,2.2,4.7,,,,,,,
16CCT03-GB235M,17-18,Muddy Sand,N=8,57.66,0.43,3.305,0.012,-0.460,0.002,1.454,0.005,4.116,0.011,1.725,0.005,0.460,0.002,1.454,0.005,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,8.30,0.11,73.33,0.31,165.35,0.60,56.9,0.2,43.1,0.2,0.0,0.0,0.6,22.1,34.2,19.6,9.0,4.8,2.8,2.2,4.6,,,,,,,
16CCT03-GB235M,18-18.5,Muddy Sand,N=8,61.39,1.12,3.211,0.048,-0.457,0.002,1.502,0.013,4.026,0.026,1.683,0.021,0.457,0.002,1.502,0.013,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.46,0.45,76.76,0.90,169.40,0.68,59.1,0.6,40.9,0.6,0.0,0.0,0.8,23.4,34.9,19.1,8.4,4.4,2.5,2.0,4.5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT03-GB236M,0-1,Muddy Sand,N=8,99.47,0.99,2.226,0.010,-0.177,0.009,1.226,0.007,3.330,0.014,1.155,0.006,0.177,0.009,1.226,0.007,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,34.88,0.28,102.19,1.52,234.89,1.00,74.9,0.5,25.1,0.5,0.0,0.8,7.2,31.3,35.5,16.3,3.8,1.5,0.7,0.8,2.0,,,,,,,
16CCT03-GB236M,1-2,Muddy Sand,N=8,85.92,0.44,2.634,0.042,-0.271,0.005,1.426,0.017,3.541,0.007,1.397,0.023,0.271,0.005,1.426,0.017,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,22.05,0.68,91.71,0.26,220.55,1.06,68.5,0.2,31.5,0.2,0.0,0.6,5.9,28.1,33.9,18.0,5.6,2.5,1.3,1.2,2.8,,,,,,,
16CCT03-GB236M,2-3,Muddy Sand,N=8,74.06,0.91,2.945,0.025,-0.323,0.003,1.536,0.011,3.755,0.018,1.558,0.012,0.323,0.003,1.536,0.011,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,15.04,0.46,81.97,0.74,203.13,1.29,63.2,0.4,36.8,0.4,0.0,0.5,4.2,24.7,33.7,19.7,6.9,3.3,1.8,1.6,3.5,,,,,,,
16CCT03-GB236M,3-4,Muddy Sand,N=8,66.71,0.22,3.167,0.019,-0.348,0.003,1.558,0.007,3.906,0.005,1.663,0.009,0.348,0.003,1.558,0.007,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.65,0.15,76.00,0.13,193.88,0.44,59.4,0.1,40.6,0.1,0.0,0.6,3.4,22.5,33.0,20.9,7.8,3.9,2.2,1.8,4.1,,,,,,,
16CCT03-GB236M,4-5,Muddy Sand,N=8,78.22,3.30,2.911,0.091,-0.304,0.014,1.489,0.034,3.678,0.061,1.541,0.045,0.304,0.014,1.489,0.034,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,16.62,1.81,85.55,2.77,214.83,5.60,64.8,1.5,35.2,1.5,0.0,0.6,5.3,26.0,32.8,19.0,6.6,3.1,1.7,1.5,3.3,,,,,,,
16CCT03-GB236M,5-6,Muddy Sand,N=8,64.88,0.28,3.184,0.031,-0.351,0.010,1.562,0.004,3.946,0.006,1.671,0.014,0.351,0.010,1.562,0.004,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.01,0.27,74.29,1.02,189.69,1.39,58.4,0.6,41.6,0.6,0.0,0.5,3.1,21.8,33.0,21.4,7.9,4.0,2.3,1.9,4.1,,,,,,,
16CCT03-GB236M,6-7,Muddy Sand,N=8,65.59,0.35,3.285,0.009,-0.364,0.001,1.527,0.003,3.930,0.008,1.716,0.004,0.364,0.001,1.527,0.003,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.45,0.05,76.45,0.42,196.70,1.48,59.3,0.2,40.7,0.2,0.0,0.6,3.6,23.1,32.0,20.2,7.9,4.1,2.4,2.0,4.2,,,,,,,
16CCT03-GB236M,7-8,Muddy Sand,N=8,63.21,3.33,3.336,0.145,-0.374,0.009,1.493,0.030,3.986,0.076,1.737,0.063,0.374,0.009,1.493,0.030,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.93,1.45,75.07,2.44,193.51,1.53,58.4,1.7,41.6,1.7,0.0,0.5,3.4,22.6,31.9,20.0,8.3,4.4,2.5,2.0,4.3,,,,,,,
16CCT03-GB236M,8-9,Muddy Sand,N=8,66.71,1.18,3.251,0.040,-0.371,0.003,1.516,0.003,3.906,0.026,1.701,0.018,0.371,0.003,1.516,0.003,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.80,0.46,78.24,1.04,197.55,1.39,60.3,0.6,39.7,0.6,0.0,0.4,3.7,23.9,32.3,19.5,7.8,4.1,2.4,2.0,4.1,,,,,,,
