study_id,site_id,core_id,Class,Sedimentar
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P4_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P4_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P5_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P5_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P6_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S18_P6_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P1_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P1_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P1_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P2_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P2_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P2_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P3_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P3_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P3_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P4_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P4_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P5_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P5_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P6_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S19_P6_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P1_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P1_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P1_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P2_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P2_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P2_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P3_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P3_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P3_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P4_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P4_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P5_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P5_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P6_3,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,CA_,CA__S20_P6_4,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P1_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P2_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P3_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J13_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P1_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P2_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P3_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_J14_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P1_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P2_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P3_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R13_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P1_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P2_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P3_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_R14_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P1_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P2_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P3_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S13_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P1_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P2_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P3_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P4_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P5_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,CAN,CAN_S14_P6_2,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Diamniadio_2014_Senegal,DIA,DIA_Diamniadio_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Djirnda_2014_Senegal,DJI,DJI_Djirnda_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Djirnda_2014_Senegal,DJI,DJI_Djirnda_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Djirnda_2014_Senegal,DJI,DJI_Djirnda_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Djirnda_2014_Senegal,DJI,DJI_Djirnda_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Djirnda_2014_Senegal,DJI,DJI_Djirnda_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Djirnda_2014_Senegal,DJI,DJI_Djirnda_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_1_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_1_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_2_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_2_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_3_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_3_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_4_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_4_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_5_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER4_5_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER3_1_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER3_1_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER3_2_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER3_2_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER3_3_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER3_3_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER3_4_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER3_4_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_1_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_1_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_2_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_2_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_3_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_3_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_4_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_4_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_5_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_5_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_6_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER2_6_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_1_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_1_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_2_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_2_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_3_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_3_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_4_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_4_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_5_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_5_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_6_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_ER1_6_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF4_1_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF4_1_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF4_2_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF4_2_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF4_3_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF4_3_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF4_4_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF4_4_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_1_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_1_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_2_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_2_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_3_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_3_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_4_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_4_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_5_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_5_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_6_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF3_6_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF2_1_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF2_1_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF2_5_1",OpenCoast,Terrigenous
