"","Source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"2055","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.2,0.22,"EA",NA,NA,1.07455298,"https://doi.org/10.1038/s41467-019-12176-8"
"2056","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.22,0.24,"EA",NA,NA,1.225877483,"https://doi.org/10.1038/s41467-019-12176-8"
"2057","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.24,0.26,"EA",NA,NA,1.214122517,"https://doi.org/10.1038/s41467-019-12176-8"
"2058","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.26,0.28,"EA",NA,NA,1.350215232,"https://doi.org/10.1038/s41467-019-12176-8"
"2059","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.28,0.3,"EA",0.5,NA,1.152533113,"https://doi.org/10.1038/s41467-019-12176-8"
"2060","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.3,0.32,"EA",NA,NA,1.264950331,"https://doi.org/10.1038/s41467-019-12176-8"
"2061","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.32,0.34,"EA",NA,NA,1.286804636,"https://doi.org/10.1038/s41467-019-12176-8"
"2062","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.34,0.36,"EA",NA,NA,1.185480132,"https://doi.org/10.1038/s41467-019-12176-8"
"2063","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.36,0.38,"EA",NA,NA,1.397069536,"https://doi.org/10.1038/s41467-019-12176-8"
"2064","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.38,0.4,"EA",0.35,NA,1.24442053,"https://doi.org/10.1038/s41467-019-12176-8"
"2065","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.4,0.42,"EA",NA,NA,1.277533113,"https://doi.org/10.1038/s41467-019-12176-8"
"2066","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.42,0.44,"EA",NA,NA,1.43365894,"https://doi.org/10.1038/s41467-019-12176-8"
"2067","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.44,0.46,"EA",NA,NA,1.389950331,"https://doi.org/10.1038/s41467-019-12176-8"
"2068","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.46,0.48,"EA",NA,NA,1.277036424,"https://doi.org/10.1038/s41467-019-12176-8"
"2069","Serrano et al 2019","OS VW10C","VW10C","Saltmarsh",-33.61713353,115.41707,"direct from dataset","1","Australia",2015,0.48,0.5,"EA",0.08,NA,1.448062914,"https://doi.org/10.1038/s41467-019-12176-8"
"2070","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0,0.005,"EA",9.91,NA,0.431883239,"https://doi.org/10.1038/s41467-019-12176-8"
"2071","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.005,0.01,"EA",19.44,NA,0.615056497,"https://doi.org/10.1038/s41467-019-12176-8"
"2072","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.01,0.015,"EA",1.47,NA,0.392231638,"https://doi.org/10.1038/s41467-019-12176-8"
"2073","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.015,0.02,"EA",3.16,NA,0.587900188,"https://doi.org/10.1038/s41467-019-12176-8"
"2074","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.02,0.025,"EA",5.7,NA,0.589943503,"https://doi.org/10.1038/s41467-019-12176-8"
"2075","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.025,0.03,"EA",2.02,NA,0.62279661,"https://doi.org/10.1038/s41467-019-12176-8"
"2076","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.03,0.035,"EA",1.87,NA,1.076280603,"https://doi.org/10.1038/s41467-019-12176-8"
"2077","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.035,0.04,"EA",0.74,NA,0.782090395,"https://doi.org/10.1038/s41467-019-12176-8"
"2078","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.04,0.045,"EA",2.38,NA,0.498145009,"https://doi.org/10.1038/s41467-019-12176-8"
"2079","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.045,0.05,"EA",1.51,NA,0.70539548,"https://doi.org/10.1038/s41467-019-12176-8"
"2080","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.05,0.055,"EA",NA,NA,0.662495292,"https://doi.org/10.1038/s41467-019-12176-8"
"2081","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.055,0.06,"EA",NA,NA,0.603559322,"https://doi.org/10.1038/s41467-019-12176-8"
"2082","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.06,0.065,"EA",2.5,NA,0.776186441,"https://doi.org/10.1038/s41467-019-12176-8"
"2083","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.065,0.07,"EA",NA,NA,0.671440678,"https://doi.org/10.1038/s41467-019-12176-8"
"2084","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.07,0.075,"EA",NA,NA,1.103644068,"https://doi.org/10.1038/s41467-019-12176-8"
"2085","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.075,0.08,"EA",NA,NA,1.104783427,"https://doi.org/10.1038/s41467-019-12176-8"
"2086","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.08,0.085,"EA",0.87,NA,0.899557439,"https://doi.org/10.1038/s41467-019-12176-8"
"2087","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.085,0.09,"EA",NA,NA,0.948041431,"https://doi.org/10.1038/s41467-019-12176-8"
"2088","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.09,0.095,"EA",NA,NA,0.939774011,"https://doi.org/10.1038/s41467-019-12176-8"
"2089","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.095,0.1,"EA",NA,NA,0.821713748,"https://doi.org/10.1038/s41467-019-12176-8"
"2090","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.1,0.105,"EA",0.95,NA,0.989416196,"https://doi.org/10.1038/s41467-019-12176-8"
"2091","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.105,0.11,"EA",NA,NA,0.75180791,"https://doi.org/10.1038/s41467-019-12176-8"
"2092","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.11,0.115,"EA",NA,NA,0.987467043,"https://doi.org/10.1038/s41467-019-12176-8"
"2093","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.115,0.12,"EA",NA,NA,1.1163371,"https://doi.org/10.1038/s41467-019-12176-8"
"2094","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.12,0.125,"EA",0.6,NA,1.136355932,"https://doi.org/10.1038/s41467-019-12176-8"
"2095","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.125,0.13,"EA",NA,NA,1.210988701,"https://doi.org/10.1038/s41467-019-12176-8"
"2096","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.13,0.135,"EA",NA,NA,1.100640301,"https://doi.org/10.1038/s41467-019-12176-8"
"2097","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.135,0.14,"EA",NA,NA,1.061902072,"https://doi.org/10.1038/s41467-019-12176-8"
"2098","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.14,0.145,"EA",0.59,NA,1.309764595,"https://doi.org/10.1038/s41467-019-12176-8"
"2099","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.145,0.15,"EA",NA,NA,1.253681733,"https://doi.org/10.1038/s41467-019-12176-8"
"2100","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.15,0.155,"EA",NA,NA,0.737636535,"https://doi.org/10.1038/s41467-019-12176-8"
"2101","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.155,0.16,"EA",NA,NA,0.88259887,"https://doi.org/10.1038/s41467-019-12176-8"
"2102","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.16,0.165,"EA",0.52,NA,0.684020716,"https://doi.org/10.1038/s41467-019-12176-8"
"2103","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.165,0.17,"EA",NA,NA,0.810150659,"https://doi.org/10.1038/s41467-019-12176-8"
"2104","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.17,0.175,"EA",NA,NA,0.836760829,"https://doi.org/10.1038/s41467-019-12176-8"
"2105","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.175,0.18,"EA",NA,NA,1.193945386,"https://doi.org/10.1038/s41467-019-12176-8"
"2106","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.18,0.185,"EA",0.3,NA,0.930753296,"https://doi.org/10.1038/s41467-019-12176-8"
"2107","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.185,0.19,"EA",NA,NA,0.802485876,"https://doi.org/10.1038/s41467-019-12176-8"
"2108","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.19,0.195,"EA",NA,NA,1.303832392,"https://doi.org/10.1038/s41467-019-12176-8"
"2109","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.195,0.2,"EA",NA,NA,1.016242938,"https://doi.org/10.1038/s41467-019-12176-8"
"2110","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.2,0.21,"EA",NA,NA,1.228201507,"https://doi.org/10.1038/s41467-019-12176-8"
"2111","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.21,0.22,"EA",0.4,NA,0.940922787,"https://doi.org/10.1038/s41467-019-12176-8"
"2112","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.22,0.23,"EA",NA,NA,1.095390772,"https://doi.org/10.1038/s41467-019-12176-8"
"2113","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.23,0.24,"EA",NA,NA,0.956958569,"https://doi.org/10.1038/s41467-019-12176-8"
"2114","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.24,0.25,"EA",NA,NA,1.278700565,"https://doi.org/10.1038/s41467-019-12176-8"
"2115","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.25,0.26,"EA",NA,NA,1.369971751,"https://doi.org/10.1038/s41467-019-12176-8"
"2116","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.26,0.27,"EA",NA,NA,1.259190207,"https://doi.org/10.1038/s41467-019-12176-8"
"2117","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.27,0.28,"EA",0.24,NA,1.068945386,"https://doi.org/10.1038/s41467-019-12176-8"
"2118","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.28,0.29,"EA",NA,NA,1.220800377,"https://doi.org/10.1038/s41467-019-12176-8"
"2119","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.29,0.3,"EA",NA,NA,1.490715631,"https://doi.org/10.1038/s41467-019-12176-8"
"2120","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.3,0.31,"EA",NA,NA,1.207693032,"https://doi.org/10.1038/s41467-019-12176-8"
"2121","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.31,0.32,"EA",NA,NA,1.303008475,"https://doi.org/10.1038/s41467-019-12176-8"
"2122","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.32,0.33,"EA",NA,NA,1.332810734,"https://doi.org/10.1038/s41467-019-12176-8"
"2123","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.33,0.34,"EA",0.12,NA,1.485626177,"https://doi.org/10.1038/s41467-019-12176-8"
"2124","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.34,0.35,"EA",NA,NA,1.484580979,"https://doi.org/10.1038/s41467-019-12176-8"
"2125","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.35,0.36,"EA",NA,NA,1.281492467,"https://doi.org/10.1038/s41467-019-12176-8"
"2126","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.36,0.37,"EA",NA,NA,1.558333333,"https://doi.org/10.1038/s41467-019-12176-8"
"2127","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.37,0.38,"EA",NA,NA,1.564962335,"https://doi.org/10.1038/s41467-019-12176-8"
"2128","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.38,0.39,"EA",NA,NA,0.993258004,"https://doi.org/10.1038/s41467-019-12176-8"
"2129","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.39,0.4,"EA",0.07,NA,1.218088512,"https://doi.org/10.1038/s41467-019-12176-8"
"2130","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.4,0.41,"EA",NA,NA,1.221219397,"https://doi.org/10.1038/s41467-019-12176-8"
"2131","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.41,0.42,"EA",NA,NA,1.151600753,"https://doi.org/10.1038/s41467-019-12176-8"
"2132","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.42,0.43,"EA",NA,NA,1.528629944,"https://doi.org/10.1038/s41467-019-12176-8"
"2133","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.43,0.44,"EA",NA,NA,0.775240113,"https://doi.org/10.1038/s41467-019-12176-8"
"2134","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.44,0.45,"EA",NA,NA,1.100122411,"https://doi.org/10.1038/s41467-019-12176-8"
"2135","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.45,0.46,"EA",NA,NA,1.108380414,"https://doi.org/10.1038/s41467-019-12176-8"
"2136","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.46,0.47,"EA",NA,NA,0.822631827,"https://doi.org/10.1038/s41467-019-12176-8"
"2137","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.47,0.48,"EA",NA,NA,1.015447269,"https://doi.org/10.1038/s41467-019-12176-8"
"2138","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.48,0.49,"EA",NA,NA,0.889519774,"https://doi.org/10.1038/s41467-019-12176-8"
"2139","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.49,0.5,"EA",NA,NA,1.257292844,"https://doi.org/10.1038/s41467-019-12176-8"
"2140","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.5,0.51,"EA",NA,NA,1.666318267,"https://doi.org/10.1038/s41467-019-12176-8"
"2141","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.51,0.52,"EA",NA,NA,1.309750471,"https://doi.org/10.1038/s41467-019-12176-8"
"2142","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.52,0.53,"EA",NA,NA,1.278220339,"https://doi.org/10.1038/s41467-019-12176-8"
"2143","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.53,0.54,"EA",NA,NA,1.39079096,"https://doi.org/10.1038/s41467-019-12176-8"
"2144","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.54,0.55,"EA",0.08,NA,1.899533898,"https://doi.org/10.1038/s41467-019-12176-8"
"2145","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.55,0.56,"EA",NA,NA,1.348022599,"https://doi.org/10.1038/s41467-019-12176-8"
"2146","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.56,0.57,"EA",NA,NA,1.431685499,"https://doi.org/10.1038/s41467-019-12176-8"
"2147","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.57,0.58,"EA",NA,NA,1.231304143,"https://doi.org/10.1038/s41467-019-12176-8"
"2148","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.58,0.59,"EA",NA,NA,1.702777778,"https://doi.org/10.1038/s41467-019-12176-8"
"2149","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.59,0.6,"EA",NA,NA,1.507193974,"https://doi.org/10.1038/s41467-019-12176-8"
"2150","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.6,0.61,"EA",NA,NA,1.528300377,"https://doi.org/10.1038/s41467-019-12176-8"
"2151","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.61,0.62,"EA",NA,NA,1.182015066,"https://doi.org/10.1038/s41467-019-12176-8"
"2152","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.62,0.63,"EA",NA,NA,1.361610169,"https://doi.org/10.1038/s41467-019-12176-8"
"2153","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.63,0.64,"EA",NA,NA,1.677391714,"https://doi.org/10.1038/s41467-019-12176-8"
"2154","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.64,0.65,"EA",NA,NA,1.484792844,"https://doi.org/10.1038/s41467-019-12176-8"
"2155","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.65,0.66,"EA",NA,NA,1.615659134,"https://doi.org/10.1038/s41467-019-12176-8"
"2156","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.66,0.67,"EA",NA,NA,1.606101695,"https://doi.org/10.1038/s41467-019-12176-8"
"2157","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.67,0.68,"EA",NA,NA,1.118648776,"https://doi.org/10.1038/s41467-019-12176-8"
"2158","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.68,0.69,"EA",NA,NA,1.286939736,"https://doi.org/10.1038/s41467-019-12176-8"
"2159","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.69,0.7,"EA",0.02,NA,1.236167608,"https://doi.org/10.1038/s41467-019-12176-8"
"2160","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.7,0.71,"EA",NA,NA,1.411266478,"https://doi.org/10.1038/s41467-019-12176-8"
"2161","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.71,0.72,"EA",NA,NA,1.500150659,"https://doi.org/10.1038/s41467-019-12176-8"
"2162","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.72,0.73,"EA",NA,NA,1.441822034,"https://doi.org/10.1038/s41467-019-12176-8"
"2163","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.73,0.74,"EA",NA,NA,1.320437853,"https://doi.org/10.1038/s41467-019-12176-8"
"2164","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.74,0.75,"EA",NA,NA,1.500649718,"https://doi.org/10.1038/s41467-019-12176-8"
"2165","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.75,0.76,"EA",NA,NA,1.55497646,"https://doi.org/10.1038/s41467-019-12176-8"
"2166","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.76,0.77,"EA",NA,NA,1.512956685,"https://doi.org/10.1038/s41467-019-12176-8"
"2167","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.77,0.78,"EA",NA,NA,0.613116761,"https://doi.org/10.1038/s41467-019-12176-8"
"2168","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.78,0.79,"EA",NA,NA,1.512193974,"https://doi.org/10.1038/s41467-019-12176-8"
"2169","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.79,0.8,"EA",NA,NA,0.363799435,"https://doi.org/10.1038/s41467-019-12176-8"
"2170","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.8,0.81,"EA",NA,NA,0.570809793,"https://doi.org/10.1038/s41467-019-12176-8"
"2171","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.81,0.82,"EA",NA,NA,0.318474576,"https://doi.org/10.1038/s41467-019-12176-8"
"2172","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.82,0.83,"EA",NA,NA,1.054161959,"https://doi.org/10.1038/s41467-019-12176-8"
"2173","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.83,0.84,"EA",NA,NA,0.942405838,"https://doi.org/10.1038/s41467-019-12176-8"
"2174","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.84,0.85,"EA",1.23,NA,1.076393597,"https://doi.org/10.1038/s41467-019-12176-8"
"2175","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.85,0.86,"EA",NA,NA,0.988794727,"https://doi.org/10.1038/s41467-019-12176-8"
"2176","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.86,0.87,"EA",NA,NA,1.179143126,"https://doi.org/10.1038/s41467-019-12176-8"
"2177","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.87,0.88,"EA",NA,NA,1.0188371,"https://doi.org/10.1038/s41467-019-12176-8"
"2178","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.88,0.89,"EA",NA,NA,1.091035782,"https://doi.org/10.1038/s41467-019-12176-8"
