"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"649","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1679,0.1808,"EA",NA,21.53,0.473,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"650","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1808,0.1938,"EA",6.88,24.74,0.302,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"651","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1938,0.2067,"EA",NA,20.78,0.271,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"652","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2067,0.2196,"EA",NA,22.95,0.209,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"653","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","sand+gravel",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2196,0.2325,"EA",NA,12.82,0.31,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"654","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","sand+gravel",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2325,0.2454,"EA",3.59,14.76,0.488,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"655","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","sand+gravel",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2454,0.2583,"EA",NA,10.44,0.519,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"656","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","sand+gravel",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.2583,0.2712,"EA",2.84,9.13,0.326,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"657","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0,0.015,"EA",NA,53.01,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"658","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.015,0.03,"EA",NA,49.63,0.087,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"659","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.03,0.045,"EA",NA,50,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"660","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.045,0.06,"EA",NA,50.87,0.067,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"661","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.075,"EA",NA,52.74,0.087,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"662","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.075,0.09,"EA",NA,40.6,0.133,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"663","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.105,"EA",NA,31.82,0.127,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"664","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.105,0.12,"EA",NA,24.9,0.293,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"665","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.135,"EA",NA,13.33,0.347,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"666","Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South","KCS_1-2","Salt marsh","peat+mud",49.13707,-125.67085,"direct from dataset","1","Canada"," British Columbia",2016,0.135,0.15,"EA",NA,15.12,0.333,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"667","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0225,"EA",NA,56.28,0.031,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"668","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.0225,0.045,"EA",NA,50.3,0.044,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"669","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.045,0.0675,"EA",NA,51.96,0.062,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"670","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.0675,0.09,"EA",NA,43.23,0.098,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"671","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.1125,"EA",NA,50.7,0.089,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"672","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.1125,0.135,"EA",NA,45.34,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"673","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.135,0.1575,"EA",NA,14.65,0.107,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"674","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.1575,0.18,"EA",NA,9.3,0.307,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"675","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.18,0.2025,"EA",NA,9.91,0.356,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"676","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.2025,0.225,"EA",NA,6.84,0.356,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"677","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.225,0.2475,"EA",NA,5.76,0.373,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"678","Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South","KCS_1-3","Salt marsh","peat+mud",49.13714,-125.67093,"direct from dataset","1","Canada"," British Columbia",2016,0.2475,0.27,"EA",NA,6.96,0.338,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"679","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0,0.02,"EA",NA,58.69,0.055,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"680","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.02,0.04,"EA",NA,52.16,0.075,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"681","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.04,0.06,"EA",NA,43.07,0.095,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"682","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.08,"EA",NA,45.38,0.085,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"683","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.08,0.1,"EA",NA,44.11,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"684","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.12,"EA",NA,41.66,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"685","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.14,"EA",NA,33.04,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"686","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.14,0.16,"EA",NA,32.46,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"687","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.16,0.18,"EA",NA,18.64,0.255,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"688","Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South","KCS_1-4","Salt marsh","peat+mud",49.13719,-125.67096,"direct from dataset","1","Canada"," British Columbia",2016,0.18,0.2,"EA",NA,6.75,0.495,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"689","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0,0.012,"EA",NA,33.56,0.183,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"690","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.012,0.024,"EA",NA,40.53,0.158,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"691","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.024,0.036,"EA",NA,40.34,0.133,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"692","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.036,0.048,"EA",NA,38.73,0.133,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"693","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.048,0.06,"EA",NA,19.37,0.242,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"694","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.072,"EA",NA,11.52,0.408,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"695","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.072,0.084,"EA",NA,13.63,0.425,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"696","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.084,0.096,"EA",NA,7.61,0.633,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"697","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.096,0.108,"EA",NA,4.01,0.833,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"698","Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South","KCS_1-5","Salt marsh","peat+mud",49.1372,-125.67107,"direct from dataset","1","Canada"," British Columbia",2016,0.108,0.12,"EA",NA,3.1,1.075,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"699","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0,0.01,"EA",NA,84.78,0.13,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"700","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.01,0.02,"EA",NA,85.13,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"701","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.02,0.03,"EA",NA,83.99,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"702","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.03,0.04,"EA",NA,85.07,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"703","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.04,0.05,"EA",NA,82.33,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"704","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.05,0.06,"EA",NA,82.11,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"705","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.07,"EA",NA,74.56,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"706","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.07,0.08,"EA",NA,81.42,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"707","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.08,0.09,"EA",NA,79.77,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"708","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.1,"EA",NA,60.41,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"709","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.11,"EA",NA,56.31,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"710","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.11,0.12,"EA",NA,6.96,1.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"711","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","soil",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.13,"EA",NA,6.63,0.91,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"712","Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove","SWC_1-1","Salt marsh","gravel",49.12995,-125.69943,"direct from dataset","1","Canada"," British Columbia",2016,0.13,0.14,"EA",NA,7.95,0.94,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"713","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0111,"EA",34.71,96.39,0.135,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"714","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0111,0.0222,"EA",34.71,96.39,0.135,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"715","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0222,0.0333,"EA",NA,81.57,0,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"716","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0333,0.0444,"EA",NA,77,0.018,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"717","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0444,0.0556,"EA",NA,72.43,0.054,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"718","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0556,0.0667,"EA",NA,67.86,0.099,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"719","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0667,0.0778,"EA",24.48,48.59,0.162,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"720","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0778,0.0889,"EA",24.48,48.59,0.162,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"721","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.0889,0.1,"EA",NA,54.15,0.306,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"722","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.1111,"EA",NA,49.58,0.405,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"723","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1111,0.1222,"EA",NA,45.01,0.514,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"724","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1222,0.1333,"EA",NA,40.44,0.631,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"725","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1333,0.1444,"EA",NA,35.87,0.766,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"726","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1444,0.1556,"EA",NA,31.3,0.91,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"727","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1556,0.1667,"EA",NA,26.73,1.072,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"728","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1667,0.1778,"EA",NA,22.16,1.243,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"729","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1778,0.1889,"EA",5.24,19.74,1.559,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"730","Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove","SWC_2-1","Salt marsh","mud + peat + gravel",49.13014,-125.69908,"direct from dataset","1","Canada"," British Columbia",2016,0.1889,0.2,"EA",5.24,19.74,1.559,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"731","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0167,"EA",NA,77.76,0.072,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"732","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.0167,0.0333,"EA",NA,75.71,0.072,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"733","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.0333,0.05,"EA",NA,82.8,0.066,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"734","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.05,0.0667,"EA",NA,69.38,0.06,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"735","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.0667,0.0833,"EA",NA,72.01,0.078,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"736","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.0833,0.1,"EA",NA,61.48,0.102,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"737","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","soil",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.1167,"EA",NA,57.19,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"738","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1167,0.1333,"EA",NA,57.57,0.102,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"739","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1333,0.15,"EA",NA,28.24,0.168,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"740","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.1667,"EA",NA,14.76,0.359,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"741","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1667,0.1833,"EA",NA,9.12,0.473,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"742","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.1833,0.2,"EA",NA,13.16,0.329,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"743","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2,0.2167,"EA",NA,15.69,0.353,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
