,,,,,,,,,,,,QMD for each class (cm),,,Specific Gravities (kg m-3),,,,
17,2,1,0,0,0,0,5,3,3,,,34.00,2.96,0.17,0.00,0.00,24.14,1.90,0.08
17,2,2,0,0,0,0,3,9,2,,,20.40,8.89,0.11,0.00,0.00,14.49,5.69,0.05
17,2,3,0,0,0,0,7,3,8,,,47.61,2.96,0.44,0.00,0.00,33.80,1.90,0.21
17,2,4,0,0,0,0,2,4,0,,,13.60,3.95,0.00,0.00,0.00,9.66,2.53,0.00
17,3,1,0,0,0,0,0,13,3,,,0.00,12.84,0.17,0.00,0.00,0.00,8.22,0.08
17,3,2,0,0,0,0,4,0,12,,,27.20,0.00,0.67,0.00,0.00,19.31,0.00,0.32
17,3,3,0,0,0,0,0,1,20,,,0.00,0.99,1.11,0.00,0.00,0.00,0.63,0.53
17,3,4,0,0,9.5,90.25,9,0,5,,0.98,61.21,0.00,0.28,0.00,0.28,43.46,0.00,0.13
17,4,1,0,0,0,0,9,5,13,,,61.21,4.94,0.72,0.00,0.00,43.46,3.16,0.35
17,4,2,0,0,0,0,10,4,5,,,68.01,3.95,0.28,0.00,0.00,48.29,2.53,0.13
17,4,3,10,100,0,0,5,3,0,1.03,,34.00,2.96,0.00,0.71,0.00,24.14,1.90,0.00
17,4,4,0,0,0,0,3,10,5,,,20.40,9.88,0.28,0.00,0.00,14.49,6.32,0.13
17,5,1,0,0,0,0,8,4,5,,,54.41,3.95,0.28,0.00,0.00,38.63,2.53,0.13
17,5,2,0,0,0,0,7,12,4,,,47.61,11.86,0.22,0.00,0.00,33.80,7.59,0.11
17,5,3,0,0,0,0,9,4,0,,,61.21,3.95,0.00,0.00,0.00,43.46,2.53,0.00
17,5,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,6,1,,0,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,6,2,,0,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,6,3,,0,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,6,4,,0,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,1,1,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
25,1,2,0,0,0,0,1,1,0,,,6.80,0.99,0.00,0.00,0.00,4.83,0.63,0.00
25,1,3,0,0,0,0,3,4,5,,,20.40,3.95,0.28,0.00,0.00,14.49,2.53,0.13
25,1,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,2,1,0,0,0,0,0,7,11,,,0.00,6.92,0.61,0.00,0.00,0.00,4.43,0.29
25,2,2,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,2,3,0,0,0,0,0,3,8,,,0.00,2.96,0.44,0.00,0.00,0.00,1.90,0.21
25,2,4,8,64,0,0,0,5,0,0.82,,0.00,4.94,0.00,0.57,0.00,0.00,3.16,0.00
25,3,1,0,0,0,0,3,5,7,,,20.40,4.94,0.39,0.00,0.00,14.49,3.16,0.19
25,3,2,0,0,5,25,5,5,6,,0.51,34.00,4.94,0.33,0.00,0.15,24.14,3.16,0.16
25,3,3,0,0,0,0,0,2,5,,,0.00,1.98,0.28,0.00,0.00,0.00,1.26,0.13
25,3,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,4,1,9,81,0,0,5,7,0,0.93,,34.00,6.92,0.00,0.64,0.00,24.14,4.43,0.00
25,4,2,0,0,0,0,7,6,1,,,47.61,5.93,0.06,0.00,0.00,33.80,3.79,0.03
25,4,3,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
25,4,4,0,0,0,0,3,1,5,,,20.40,0.99,0.28,0.00,0.00,14.49,0.63,0.13
25,5,1,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
25,5,2,0,0,0,0,0,5,0,,,0.00,4.94,0.00,0.00,0.00,0.00,3.16,0.00
25,5,3,0,0,0,0,8,4,0,,,54.41,3.95,0.00,0.00,0.00,38.63,2.53,0.00
25,5,4,0,0,0,0,4,12,0,,,27.20,11.86,0.00,0.00,0.00,19.31,7.59,0.00
25,6,1,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
25,6,2,9,81,0,0,1,2,0,,,6.80,1.98,0.00,0.00,0.00,4.83,1.26,0.00
25,6,3,0,0,0,0,8,4,0,,,54.41,3.95,0.00,0.00,0.00,38.63,2.53,0.00
25,6,4,0,0,0,0,9,4,0,,,61.21,3.95,0.00,0.00,0.00,43.46,2.53,0.00
27,1,1,8,64,5,25,10,3,0,2.57,0.51,68.01,2.96,0.00,1.77,0.15,48.29,1.90,0.00
27,1,1,9,81,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,1,8,64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,2,9,81,7.5,56.25,6,2,0,6.57,1.72,40.80,1.98,0.00,4.53,0.49,28.97,1.26,0.00
27,1,2,9,81,9.2,84.64,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,2,9,81,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,2,9.5,90.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,2,9.2,84.64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,2,9.2,84.64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,2,9,81,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,3,8,64,3,9,0,0,0,2.42,0.31,0.00,0.00,0.00,1.67,0.09,0.00,0.00,0.00
27,1,3,8,64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,3,7.5,56.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,4,11,121,0,0,3,2,0,1.13,,20.40,1.98,0.00,0.78,0.00,14.49,1.26,0.00
27,2,1,0,0,0,0,5,2,0,,,34.00,1.98,0.00,0.00,0.00,24.14,1.26,0.00
27,2,2,0,0,9,81,2,2,0,,0.93,13.60,1.98,0.00,0.00,0.27,9.66,1.26,0.00
27,2,3,8,64,0,0,1,3,2,0.82,,6.80,2.96,0.11,0.57,0.00,4.83,1.90,0.05
27,2,4,0,0,8.5,72.25,1,0,0,,0.87,6.80,0.00,0.00,0.00,0.25,4.83,0.00,0.00
27,3,1,8,64,13,169,1,2,8,0.82,1.34,6.80,1.98,0.44,0.57,0.38,4.83,1.26,0.21
27,3,2,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
27,3,3,0,0,0,0,1,0,11,,,6.80,0.00,0.61,0.00,0.00,4.83,0.00,0.29
27,3,4,0,0,0,0,1,8,7,,,6.80,7.90,0.39,0.00,0.00,4.83,5.06,0.19
27,4,1,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,4,2,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,4,3,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,4,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,5,1,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
27,5,2,0,0,0,0,2,3,1,,,13.60,2.96,0.06,0.00,0.00,9.66,1.90,0.03
27,5,3,0,0,0,0,3,2,2,,,20.40,1.98,0.11,0.00,0.00,14.49,1.26,0.05
27,5,4,0,0,0,0,4,10,0,,,27.20,9.88,0.00,0.00,0.00,19.31,6.32,0.00
27,6,1,0,0,0,0,0,3,1,,,0.00,2.96,0.06,0.00,0.00,0.00,1.90,0.03
27,6,2,0,0,9,81,7,0,1,,0.93,47.61,0.00,0.06,0.00,0.27,33.80,0.00,0.03
27,6,3,0,0,9,81,5,0,4,,0.93,34.00,0.00,0.22,0.00,0.27,24.14,0.00,0.11
27,6,4,0,0,0,0,0,1,13,,,0.00,0.99,0.72,0.00,0.00,0.00,0.63,0.35
29,1,1,0,0,9,81,0,0,0,,0.93,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00
29,1,2,0,0,10.9,118.81,3,3,1,,1.12,20.40,2.96,0.06,0.00,0.32,14.49,1.90,0.03
29,1,3,0,0,0,0,0,3,0,,,0.00,2.96,0.00,0.00,0.00,0.00,1.90,0.00
29,1,4,12,144,0,0,8,7,5,1.23,,54.41,6.92,0.28,0.85,0.00,38.63,4.43,0.13
29,2,1,0,0,9.5,90.25,5,5,0,,0.98,34.00,4.94,0.00,0.00,0.28,24.14,3.16,0.00
29,2,2,0,0,9.1,82.81,4,0,0,,0.94,27.20,0.00,0.00,0.00,0.27,19.31,0.00,0.00
29,2,3,0,0,0,0,5,5,3,,,34.00,4.94,0.17,0.00,0.00,24.14,3.16,0.08
29,2,4,9.2,84.64,0,0,5,1,0,0.95,,34.00,0.99,0.00,0.65,0.00,24.14,0.63,0.00
29,3,1,11.2,125.44,0,0,2,0,0,1.15,,13.60,0.00,0.00,0.79,0.00,9.66,0.00,0.00
29,3,2,0,0,0,0,7,2,0,,,47.61,1.98,0.00,0.00,0.00,33.80,1.26,0.00
29,3,3,0,0,0,0,0,3,1,,,0.00,2.96,0.06,0.00,0.00,0.00,1.90,0.03
29,3,4,8.6,73.96,0,0,1,2,1,0.88,,6.80,1.98,0.06,0.61,0.00,4.83,1.26,0.03
29,4,1,0,0,0,0,4,2,0,,,27.20,1.98,0.00,0.00,0.00,19.31,1.26,0.00
29,4,2,0,0,7.6,57.76,3,2,5,,0.78,20.40,1.98,0.28,0.00,0.22,14.49,1.26,0.13
29,4,3,0,0,0,0,0,2,3,,,0.00,1.98,0.17,0.00,0.00,0.00,1.26,0.08
29,4,4,0,0,7.9,62.41,4,2,0,,0.81,27.20,1.98,0.00,0.00,0.23,19.31,1.26,0.00
29,5,1,10.5,110.25,0,0,0,3,4,4.38,,0.00,2.96,0.22,3.02,0.00,0.00,1.90,0.11
29,5,1,10,100,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,5,1,10.5,110.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,5,1,11.6,134.56,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,5,2,0,0,7.6,57.76,4,3,3,,0.78,27.20,2.96,0.17,0.00,0.22,19.31,1.90,0.08
29,5,3,4,16,5,25,0,4,4,0.41,0.51,0.00,3.95,0.22,0.28,0.15,0.00,2.53,0.11
29,5,4,0,0,14.3,204.49,5,5,4,,1.47,34.00,4.94,0.22,0.00,0.42,24.14,3.16,0.11
29,6,1,0,0,9.5,90.25,2,1,4,,0.98,13.60,0.99,0.22,0.00,0.28,9.66,0.63,0.11
29,6,2,8.9,79.21,0,0,3,3,10,1.91,,20.40,2.96,0.56,1.32,0.00,14.49,1.90,0.27
29,6,2,9.7,94.09,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,6,3,0,0,8.2,67.24,6,5,0,,0.84,40.80,4.94,0.00,0.00,0.24,28.97,3.16,0.00
29,6,4,0,0,0,0,5,4,8,,,34.00,3.95,0.44,0.00,0.00,24.14,2.53,0.21
32B,1,1,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
32B,1,2,11.9,141.61,0,0,0,10,2,1.22,,0.00,9.88,0.11,0.84,0.00,0.00,6.32,0.05
32B,1,3,0,0,0,0,0,5,0,,,0.00,4.94,0.00,0.00,0.00,0.00,3.16,0.00
32B,1,4,0,0,0,0,5,5,5,,,34.00,4.94,0.28,0.00,0.00,24.14,3.16,0.13
32B,2,1,0,0,0,0,5,5,5,,,34.00,4.94,0.28,0.00,0.00,24.14,3.16,0.13
32B,2,2,0,0,0,0,5,0,3,,,34.00,0.00,0.17,0.00,0.00,24.14,0.00,0.08
32B,2,3,0,0,12.6,158.76,1,0,0,,1.30,6.80,0.00,0.00,0.00,0.37,4.83,0.00,0.00
32B,2,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32B,3,1,0,0,0,0,0,8,4,,,0.00,7.90,0.22,0.00,0.00,0.00,5.06,0.11
32B,3,2,0,0,0,0,5,0,4,,,34.00,0.00,0.22,0.00,0.00,24.14,0.00,0.11
32B,3,3,15.2,231.04,0,0,5,9,0,1.56,,34.00,8.89,0.00,1.08,0.00,24.14,5.69,0.00
32B,3,4,0,0,0,0,11,0,4,,,74.81,0.00,0.22,0.00,0.00,53.11,0.00,0.11
32B,4,1,0,0,0,0,4,5,10,,,27.20,4.94,0.56,0.00,0.00,19.31,3.16,0.27
32B,4,2,0,0,0,0,5,0,5,,,34.00,0.00,0.28,0.00,0.00,24.14,0.00,0.13
32B,4,3,0,0,9.9,98.01,5,0,8,,1.02,34.00,0.00,0.44,0.00,0.29,24.14,0.00,0.21
32B,4,4,0,0,0,0,5,0,0,,,34.00,0.00,0.00,0.00,0.00,24.14,0.00,0.00
32B,5,1,10.5,110.25,0,0,0,2,4,1.08,,0.00,1.98,0.22,0.74,0.00,0.00,1.26,0.11
32B,5,2,7.6,57.76,0,0,4,1,0,1.58,,27.20,0.99,0.00,1.09,0.00,19.31,0.63,0.00
32B,5,2,7.8,60.84,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32B,5,3,11.7,136.89,,0,0,0,5,1.20,,0.00,0.00,0.28,0.83,0.00,0.00,0.00,0.13
32B,5,4,0,0,0,0,3,3,2,,,20.40,2.96,0.11,0.00,0.00,14.49,1.90,0.05
32B,6,1,0,0,11.7,136.89,0,0,0,,1.20,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00
32B,6,2,0,0,0,0,3,10,5,,,20.40,9.88,0.28,0.00,0.00,14.49,6.32,0.13
32B,6,3,0,0,0,0,10,5,8,,,68.01,4.94,0.44,0.00,0.00,48.29,3.16,0.21
32B,6,4,12.8,163.84,15.6,243.36,5,0,0,1.32,1.60,34.00,0.00,0.00,0.91,0.46,24.14,0.00,0.00
35,1,1,0,0,0,0,17,5,0,,,115.61,4.94,0.00,0.00,0.00,82.09,3.16,0.00
35,1,2,0,0,0,0,22,3,0,,,149.62,2.96,0.00,0.00,0.00,106.23,1.90,0.00
35,1,3,0,0,0,0,10,0,0,,,68.01,0.00,0.00,0.00,0.00,48.29,0.00,0.00
35,1,4,0,0,0,0,9,3,5,,,61.21,2.96,0.28,0.00,0.00,43.46,1.90,0.13
35,2,1,0,0,8,64,9,5,0,,0.82,61.21,4.94,0.00,0.00,0.24,43.46,3.16,0.00
35,2,2,0,0,0,0,7,5,1,,,47.61,4.94,0.06,0.00,0.00,33.80,3.16,0.03
35,2,3,0,0,0,0,15,10,5,,,102.01,9.88,0.28,0.00,0.00,72.43,6.32,0.13
35,2,4,0,0,0,0,5,10,5,,,34.00,9.88,0.28,0.00,0.00,24.14,6.32,0.13
35,3,1,0,0,0,0,15,15,7,,,102.01,14.82,0.39,0.00,0.00,72.43,9.48,0.19
35,3,2,0,0,0,0,6,4,12,,,40.80,3.95,0.67,0.00,0.00,28.97,2.53,0.32
35,3,3,0,0,0,0,21,25,11,,,142.82,24.70,0.61,0.00,0.00,101.40,15.81,0.29
35,3,4,0,0,0,0,7,4,3,,,47.61,3.95,0.17,0.00,0.00,33.80,2.53,0.08
35,4,1,0,0,0,0,3,0,4,,,20.40,0.00,0.22,0.00,0.00,14.49,0.00,0.11
35,4,2,0,0,0,0,0,0,3,,,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.08
35,4,3,0,0,0,0,1,0,4,,,6.80,0.00,0.22,0.00,0.00,4.83,0.00,0.11
35,4,4,0,0,0,0,2,0,0,,,13.60,0.00,0.00,0.00,0.00,9.66,0.00,0.00
35,5,1,0,0,0,0,5,0,1,,,34.00,0.00,0.06,0.00,0.00,24.14,0.00,0.03
35,5,2,0,0,0,0,5,5,7,,,34.00,4.94,0.39,0.00,0.00,24.14,3.16,0.19
35,5,3,0,0,0,0,2,0,5,,,13.60,0.00,0.28,0.00,0.00,9.66,0.00,0.13
35,5,4,0,0,0,0,6,5,3,,,40.80,4.94,0.17,0.00,0.00,28.97,3.16,0.08
35,6,1,0,0,0,0,5,5,0,,,34.00,4.94,0.00,0.00,0.00,24.14,3.16,0.00
35,6,2,0,0,0,0,10,5,5,,,68.01,4.94,0.28,0.00,0.00,48.29,3.16,0.13
35,6,3,0,0,0,0,5,5,3,,,34.00,4.94,0.17,0.00,0.00,24.14,3.16,0.08
35,6,4,0,0,0,0,5,5,0,,,34.00,4.94,0.00,0.00,0.00,24.14,3.16,0.00
37,1,1,7,49,0,0,4,3,0,2.37,,27.20,2.96,0.00,1.64,0.00,19.31,1.90,0.00
37,1,1,7.6,57.76,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,1,1,8.5,72.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,1,2,8.5,72.25,0,0,0,0,0,3.45,,0.00,0.00,0.00,2.38,0.00,0.00,0.00,0.00
37,1,2,8.3,68.89,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,1,2,8,64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,1,2,8.8,77.44,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,1,3,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,1,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,2,1,8.3,68.89,0,0,0,0,0,1.76,,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00
37,2,1,8.8,77.44,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,2,2,8,64,0,0,0,0,0,1.73,,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00
37,2,2,8.8,77.44,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,2,3,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,2,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,3,1,8.1,65.61,0,0,7,4,2,0.83,,47.61,3.95,0.11,0.57,0.00,33.80,2.53,0.05
37,3,2,0,0,7.9,62.41,14,,,,0.81,95.21,0.00,0.00,0.00,0.23,67.60,0.00,0.00
37,3,3,0,0,0,0,15,6,13,,,102.01,5.93,0.72,0.00,0.00,72.43,3.79,0.35
37,3,4,0,0,0,0,4,5,0,,,27.20,4.94,0.00,0.00,0.00,19.31,3.16,0.00
37,4,1,0,0,0,0,4,0,0,,,27.20,0.00,0.00,0.00,0.00,19.31,0.00,0.00
37,4,2,0,0,0,0,6,7,0,,,40.80,6.92,0.00,0.00,0.00,28.97,4.43,0.00
37,4,3,0,0,0,0,8,2,2,,,54.41,1.98,0.11,0.00,0.00,38.63,1.26,0.05
37,4,4,7.5,56.25,0,0,4,0,0,0.77,,27.20,0.00,0.00,0.53,0.00,19.31,0.00,0.00
37,5,1,18.3,334.89,0,0,4,0,0,2.68,,27.20,0.00,0.00,1.85,0.00,19.31,0.00,0.00
37,5,1,7.8,60.84,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,5,2,8.5,72.25,0,0,4,5,0,0.87,,27.20,4.94,0.00,0.60,0.00,19.31,3.16,0.00
37,5,3,0,0,0,0,2,5,7,,,13.60,4.94,0.39,0.00,0.00,9.66,3.16,0.19
37,5,4,9.1,82.81,0,0,4,0,0,0.94,,27.20,0.00,0.00,0.65,0.00,19.31,0.00,0.00
37,6,1,0,0,0,0,4,2,0,,,27.20,1.98,0.00,0.00,0.00,19.31,1.26,0.00
37,6,2,0,0,0,0,4,3,0,,,27.20,2.96,0.00,0.00,0.00,19.31,1.90,0.00
37,6,3,7.8,60.84,8.1,65.61,1,0,2,0.80,0.83,6.80,0.00,0.11,0.55,0.24,4.83,0.00,0.05
37,6,4,10.5,110.25,0,0,0,0,0,1.08,,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00
26,1,1,0,0,0,0,1,1,0,,,6.80,0.99,0.00,0.00,0.00,4.83,0.63,0.00
26,1,2,0,0,0,0,0,3,1,,,0.00,2.96,0.06,0.00,0.00,0.00,1.90,0.03
26,1,3,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
26,1,4,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
26,2,1,0,0,0,0,4,0,5,,,27.20,0.00,0.28,0.00,0.00,19.31,0.00,0.13
26,2,2,0,0,0,0,0,5,2,,,0.00,4.94,0.11,0.00,0.00,0.00,3.16,0.05
26,2,3,0,0,0,0,9,10,5,,,61.21,9.88,0.28,0.00,0.00,43.46,6.32,0.13
26,2,4,0,0,0,0,2,7,10,,,13.60,6.92,0.56,0.00,0.00,9.66,4.43,0.27
26,3,1,0,0,0,0,8,9,0,,,54.41,8.89,0.00,0.00,0.00,38.63,5.69,0.00
26,3,2,0,0,10,100,3,0,0,,1.03,20.40,0.00,0.00,0.00,0.30,14.49,0.00,0.00
26,3,3,0,0,0,0,0,2,3,,,0.00,1.98,0.17,0.00,0.00,0.00,1.26,0.08
26,3,4,0,0,0,0,1,2,3,,,6.80,1.98,0.17,0.00,0.00,4.83,1.26,0.08
26,4,1,0,0,0,0,4,5,11,,,27.20,4.94,0.61,0.00,0.00,19.31,3.16,0.29
26,4,2,0,0,0,0,3,5,0,,,20.40,4.94,0.00,0.00,0.00,14.49,3.16,0.00
26,4,3,0,0,0,0,5,5,0,,,34.00,4.94,0.00,0.00,0.00,24.14,3.16,0.00
26,4,4,0,0,0,0,10,0,5,,,68.01,0.00,0.28,0.00,0.00,48.29,0.00,0.13
26,5,1,0,0,0,0,10,0,12,,,68.01,0.00,0.67,0.00,0.00,48.29,0.00,0.32
26,5,2,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,5,3,0,0,0,0,9,0,5,,,61.21,0.00,0.28,0.00,0.00,43.46,0.00,0.13
26,5,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,6,1,0,0,0,0,0,3,8,,,0.00,2.96,0.44,0.00,0.00,0.00,1.90,0.21
26,6,2,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
26,6,3,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,6,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,1,1,0,0,0,0,10,5,0,,,68.01,4.94,0.00,0.00,0.00,48.29,3.16,0.00
36,1,2,0,0,0,0,7,10,0,,,47.61,9.88,0.00,0.00,0.00,33.80,6.32,0.00
36,1,3,9,81,0,0,4,5,1,0.93,,27.20,4.94,0.06,0.64,0.00,19.31,3.16,0.03
36,1,4,8,64,0,0,5,0,0,0.82,,34.00,0.00,0.00,0.57,0.00,24.14,0.00,0.00
36,2,1,0,0,0,0,5,0,4,,,34.00,0.00,0.22,0.00,0.00,24.14,0.00,0.11
36,2,2,0,0,0,0,4,5,0,,,27.20,4.94,0.00,0.00,0.00,19.31,3.16,0.00
36,2,3,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,2,4,0,0,0,0,5,1,5,,,34.00,0.99,0.28,0.00,0.00,24.14,0.63,0.13
36,3,1,0,0,0,0,4,8,0,,,27.20,7.90,0.00,0.00,0.00,19.31,5.06,0.00
36,3,2,0,0,0,0,6,3,0,,,40.80,2.96,0.00,0.00,0.00,28.97,1.90,0.00
36,3,3,0,0,0,0,24,0,5,,,163.22,0.00,0.28,0.00,0.00,115.89,0.00,0.13
36,3,4,0,0,0,0,5,3,5,,,34.00,2.96,0.28,0.00,0.00,24.14,1.90,0.13
36,4,1,10.7,114.49,0,0,3,0,3,1.10,,20.40,0.00,0.17,0.76,0.00,14.49,0.00,0.08
36,4,2,0,0,0,0,5,5,0,,,34.00,4.94,0.00,0.00,0.00,24.14,3.16,0.00
36,4,3,0,0,0,0,0,5,5,,,0.00,4.94,0.28,0.00,0.00,0.00,3.16,0.13
36,4,4,12.8,163.84,0,0,5,10,0,1.32,,34.00,9.88,0.00,0.91,0.00,24.14,6.32,0.00
36,5,1,11,121,0,0,7,0,4,1.13,,47.61,0.00,0.22,0.78,0.00,33.80,0.00,0.11
36,5,2,0,0,0,0,7,15,15,,,47.61,14.82,0.83,0.00,0.00,33.80,9.48,0.40
36,5,3,0,0,0,0,7,17,12,,,47.61,16.80,0.67,0.00,0.00,33.80,10.75,0.32
36,5,4,0,0,0,0,8,8,15,,,54.41,7.90,0.83,0.00,0.00,38.63,5.06,0.40
36,6,1,0,0,0,0,2,0,0,,,13.60,0.00,0.00,0.00,0.00,9.66,0.00,0.00
36,6,2,0,0,0,0,17,30,0,,,115.61,29.64,0.00,0.00,0.00,82.09,18.97,0.00
36,6,3,0,0,0,0,13,0,0,,,88.41,0.00,0.00,0.00,0.00,62.77,0.00,0.00
36,6,4,0,0,0,0,0,15,0,,,0.00,14.82,0.00,0.00,0.00,0.00,9.48,0.00
