study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,pb210_unit
Snedden_2018,4218,4218_1,single set of methods,30,32,0.13,0.471602,0.2027,0.767,0.1,disintegrationsPerminutePerGram,14.873,0.73,16.16,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,32,34,0.11,0.498407,0.215,0.942,0.105,disintegrationsPerminutePerGram,15.423,0.731,17.164,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,34,36,0.13,0.44864400000000004,0.1961,1.047,0.109,disintegrationsPerminutePerGram,12.583,0.668,14.063,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,36,38,0.14,0.369335,0.15289999999999998,1.937,0.102,disintegrationsPerminutePerGram,11.71,0.535,13.708,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,38,40,0.19,0.291254,0.1439,2.167,0.092,disintegrationsPerminutePerGram,7.866,0.367,9.261,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,40,42,0.2,0.33575099999999997,0.1604,2.102,0.101,disintegrationsPerminutePerGram,6.772,0.422,8.551,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,42,44,0.17,0.351222,0.1668,2.077,0.096,disintegrationsPerminutePerGram,8.593,0.446,10.073,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,43,45,0.2,0.34061,0.177,2.29,0.1,disintegrationsPerminutePerGram,5.757,0.391,7.259,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,44,46,0.21,0.365022,0.16690000000000002,2.091,0.099,disintegrationsPerminutePerGram,5.276,0.387,6.852,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,0,2,0.06,0.455371,0.2091,0.132,0.095,disintegrationsPerminutePerGram,12.068,0.874,13.099,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,2,4,0.16,0.341188,0.1583,0.183,0.058,disintegrationsPerminutePerGram,9.796,0.518,10.889,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,4,6,0.17,0.29100000000000004,0.1291,0.207,0.059,disintegrationsPerminutePerGram,9.199,0.47,10.291,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,6,8,0.09,0.38613,0.1447,0.198,0,disintegrationsPerminutePerGram,12.219,0.792,13.391,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,8,10,0.14,0.337485,0.1353,0.2,0.056,disintegrationsPerminutePerGram,9.753,0.471,11.096,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,10,12,0.24,0.283723,0.1463,0.305,0.05,disintegrationsPerminutePerGram,7.507,0.405,9.056,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,12,14,0.17,0.343312,0.00146,0.25,0.067,disintegrationsPerminutePerGram,8.51,0.511,10.057,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,14,16,0.2,0.359454,0.3564,0.378,0.057,disintegrationsPerminutePerGram,8.937,0.444,10.216,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,16,18,0.17,0.423196,0.21100000000000002,0.505,0.077,disintegrationsPerminutePerGram,11.191,0.573,12.584,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,18,20,0.16,0.34315399999999996,0.16820000000000002,0.48,0.081,disintegrationsPerminutePerGram,11.293,0.558,12.728,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,20,22,0.12,0.421992,0.20679999999999998,0.429,0.077,disintegrationsPerminutePerGram,10.628,0.577,12.062,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,22,24,0.14,0.42830100000000004,0.22460000000000002,0.516,0.076,disintegrationsPerminutePerGram,12.504,0.586,13.747,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,24,26,0.14,0.392811,0.2004,0.296,0.074,disintegrationsPerminutePerGram,9.841,0.529,11.039,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,26,28,0.18,0.353605,0.1691,0.489,0.094,disintegrationsPerminutePerGram,8.389,0.602,9.853,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,28,30,0.21,0.30343800000000004,0.1457,0.635,0.069,disintegrationsPerminutePerGram,8.861,0.461,10.626,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,30,32,0.23,0.27635000000000004,0.1332,0.689,0.067,disintegrationsPerminutePerGram,9.18,0.457,10.722,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,32,34,0.21,0.289098,0.1425,1.008,0.066,disintegrationsPerminutePerGram,7.59,0.363,9.819,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,34,36,0.18,0.34557699999999997,0.1778,1.115,0.087,disintegrationsPerminutePerGram,8.16,0.46,9.532,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,36,38,0.19,0.356008,0.18510000000000001,1.278,0.081,disintegrationsPerminutePerGram,9.345,0.437,10.881,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,38,40,0.18,0.413123,0.209,1.556,0.093,disintegrationsPerminutePerGram,8.629,0.468,9.947,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,40,42,0.17,0.428286,0.2122,2.27,0.112,disintegrationsPerminutePerGram,7.434,0.474,8.802,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,42,44,0.17,0.41295099999999996,0.2095,2.858,0.112,disintegrationsPerminutePerGram,8.367,0.46,9.486,disintegrationsPerminutePerGram
Snedden_2018,4245,4245_1,single set of methods,43,45,0.14,0.42561,0.203,3.529,0.152,disintegrationsPerminutePerGram,7.775,0.528,9.017,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,0,2,0.01,0.360026,0.09866,0.855,0.429,disintegrationsPerminutePerGram,150.145,3.634,152.569,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,2,4,0.11,0.305859,0.1186,0.412,0,disintegrationsPerminutePerGram,45.083,1.116,46.51,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,4,6,0.23,0.201094,0.07246999999999999,0.236,0.072,disintegrationsPerminutePerGram,37.956,0.936,39.763,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,6,8,0.25,0.172118,0.056710000000000003,0.222,0.074,disintegrationsPerminutePerGram,23.676,1.294,25.214,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,8,10,0.3,0.129602,0.050679999999999996,0.172,0.073,disintegrationsPerminutePerGram,25.666,0.586,27.174,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,10,12,0.4,0.090321,0.03707,0.22,0.06,disintegrationsPerminutePerGram,21.093,1.108,22.772,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,12,14,0.36,0.10058500000000001,0.042539999999999994,0.293,0.066,disintegrationsPerminutePerGram,26.253,1.106,27.909,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,14,16,0.32,0.106961,0.04567,0.438,0.081,disintegrationsPerminutePerGram,27.082,0.619,28.397,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,16,18,0.25,0.189337,0.07017999999999999,0.507,0.073,disintegrationsPerminutePerGram,21.026,0.517,22.255,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,18,20,0.26,0.164321,0.06857,0.819,0.087,disintegrationsPerminutePerGram,28.921,1.221,30.267,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,20,22,0.29,0.173456,0.06453,0.864,0.088,disintegrationsPerminutePerGram,34.054,0.885,35.332,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,22,24,0.23,0.22872800000000001,0.09071,0.901,0.088,disintegrationsPerminutePerGram,23.815,0.542,25.143,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,24,26,0.32,0.144876,0.06628,1.136,0.091,disintegrationsPerminutePerGram,31.771,0.865,33.097,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,26,28,0.64,0.056562,0.01843,0.565,0.068,disintegrationsPerminutePerGram,17.019,0.454,18.725,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,28,30,0.67,0.050619,0.021110000000000004,0.479,0.051,disintegrationsPerminutePerGram,21.826,0.614,23.358,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,30,32,0.25,0.20119800000000002,0.07001,3.912,0.152,disintegrationsPerminutePerGram,25.34,0.632,26.529,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,32,34,0.15,0.368176,0.1636,3.346,0.142,disintegrationsPerminutePerGram,51.667,2.78,52.708,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,34,36,0.18,0.466799,0.22469999999999998,1.012,0.112,disintegrationsPerminutePerGram,31.373,0.78,32.031,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,36,38,0.14,0.489786,0.24109999999999998,0.576,0.103,disintegrationsPerminutePerGram,32.717,1.689,33.505,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,38,40,0.15,0.437382,0.2173,0.314,0.087,disintegrationsPerminutePerGram,35.404,0.934,36.448,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,40,42,0.16,0.40340400000000004,0.1959,0.043,0.065,disintegrationsPerminutePerGram,35.59,0.986,37.023,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,42,44,0.17,0.40625300000000003,0.20629999999999998,0.395,0.078,disintegrationsPerminutePerGram,28.972,0.704,30.059,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,43,45,0.14,0.568571,0.2737,0.44,0.089,disintegrationsPerminutePerGram,37.739,1.064,38.621,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,44,46,0.15,0.441133,0.21530000000000002,0.535,0.078,disintegrationsPerminutePerGram,29.036,1.419,29.893,disintegrationsPerminutePerGram
Snedden_2018,4529,4529_1,single set of methods,46,48,0.13,0.5402980000000001,0.2866,0.215,0,disintegrationsPerminutePerGram,29.081,0.728,29.785,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,0,2,0.11,0.29947199999999996,0.1127,0,0,disintegrationsPerminutePerGram,7.969,0.532,9.363,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,2,4,0.46,0.08534000000000001,0.03188,0.1,0.031,disintegrationsPerminutePerGram,2.783,0.223,4.428,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,4,6,0.31,0.18729500000000002,0.08257999999999999,0.052,0.04,disintegrationsPerminutePerGram,3.553,0.28,5.039,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,6,8,0.17,0.062069,0.022269999999999998,0.078,0.028,disintegrationsPerminutePerGram,0.668,0.081,2.264,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,8,10,0.15,0.100228,0.03522,0.271,0.056,disintegrationsPerminutePerGram,4.468,0.317,5.888,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,10,12,0.22,0.19805599999999998,0.08834,0.174,0.048,disintegrationsPerminutePerGram,3.384,0.282,4.778,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,12,14,0.16,0.096723,0.03832,0.158,0.043,disintegrationsPerminutePerGram,2.678,0.21,4.11,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,14,16,0.29,0.21662199999999998,0.09803,0.346,0.059,disintegrationsPerminutePerGram,7.105,0.42,8.376,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,16,18,0.24,0.26083100000000004,0.1143,0.236,0.054,disintegrationsPerminutePerGram,6.437,0.383,7.728,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,18,20,0.25,0.23142700000000002,0.1017,0.253,0.051,disintegrationsPerminutePerGram,5.763,0.341,6.974,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,20,22,0.23,0.24630600000000002,0.1125,0.31,0.065,disintegrationsPerminutePerGram,5.094,0.371,6.304,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,22,24,0.2,0.295779,0.1259,0.421,0.066,disintegrationsPerminutePerGram,5.866,0.432,7.019,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,24,26,0.21,0.27667400000000003,0.1277,0.397,0.058,disintegrationsPerminutePerGram,5.627,0.382,6.757,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,26,28,0.2,0.282785,0.13720000000000002,0.312,0.056,disintegrationsPerminutePerGram,4.88,0.343,6.074,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,28,30,0.25,0.255724,0.1208,0.401,0.056,disintegrationsPerminutePerGram,4.873,0.336,6.039,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,30,32,0.23,0.245088,0.1079,0.515,0.066,disintegrationsPerminutePerGram,3.683,0.292,4.962,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,32,34,0.25,0.262168,0.11410000000000001,0.601,0.069,disintegrationsPerminutePerGram,3.993,0.332,4.998,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,34,36,0.21,0.24225000000000002,0.1134,0.784,0.065,disintegrationsPerminutePerGram,4.008,0.303,5.17,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,36,38,0.22,0.225503,0.1014,0.925,0.06,disintegrationsPerminutePerGram,3.526,0.271,4.693,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,38,40,0.26,0.213017,0.09845000000000001,0.914,0.074,disintegrationsPerminutePerGram,4.161,0.299,5.387,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,40,42,0.22,0.22316299999999997,0.1008,1.018,0.066,disintegrationsPerminutePerGram,3.497,0.293,4.713,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,42,44,0.31,0.173421,0.07533000000000001,1.075,0.075,disintegrationsPerminutePerGram,2.908,0.252,4.295,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,43,45,0.23,0.194673,0.08375,2.178,0.09,disintegrationsPerminutePerGram,1.518,0.191,2.951,disintegrationsPerminutePerGram
Snedden_2018,4690,4690_1,single set of methods,44,46,0.18,0.30737200000000003,0.1355,3.23,0.111,disintegrationsPerminutePerGram,4.262,0.388,5.305,disintegrationsPerminutePerGram
