table,study_id,site_id,core_id
species,Kao_et_al_2002,Tamsui River,M0966
species,Yando_et_al_2016,"Port Aransas, Texas",M0967
species,Yando_et_al_2016,"Port Fourchon, Louisiana",M0968
species,Yando_et_al_2016,"Cedar Key, Florida",M0969
species,Keuskamp_et_al_2013,"Thuwal, Jeddah",M0970
species,Keuskamp_et_al_2013,Farazan Islands,M0971
species,Callaway_et_al_1997,"North Key Largo, Florida",M0972
species,Chmura_et_al_2003,"Rookery Bay, Florida",M0973
species,Chmura_et_al_2003,"Rookery Bay, Florida",M0974
species,Chmura_et_al_2003,Kosrae,M0975
species,Chmura_et_al_2003,Kosrae,M0976
species,Chmura_et_al_2003,Kosrae,M0977
species,Jones_et_al_2016,Ambaro-Ambanja,M0978
species,Jones_et_al_2016,Ambaro-Ambanja,M0979
species,Jones_et_al_2016,Ambaro-Ambanja,M0980
species,Jones_et_al_2016,Ambaro-Ambanja,M0981
species,Jones_et_al_2016,Ambaro-Ambanja,M0982
species,Jones_et_al_2016,Ambaro-Ambanja,M0983
species,Jones_et_al_2016,Ambaro-Ambanja,M0984
species,Jones_et_al_2016,Ambaro-Ambanja,M0985
species,Jones_et_al_2016,Ambaro-Ambanja,M0986
species,Jones_et_al_2016,Ambaro-Ambanja,M0987
species,Jones_et_al_2016,Ambaro-Ambanja,M0988
species,Jones_et_al_2016,Ambaro-Ambanja,M0989
species,Jones_et_al_2016,Ambaro-Ambanja,M0990
species,Jones_et_al_2016,Ambaro-Ambanja,M0991
species,Jones_et_al_2016,Ambaro-Ambanja,M0992
species,Jones_et_al_2016,Ambaro-Ambanja,M0993
species,Jones_et_al_2016,Ambaro-Ambanja,M0994
species,Jones_et_al_2016,Ambaro-Ambanja,M0995
species,Jones_et_al_2016,Ambaro-Ambanja,M0996
species,Jones_et_al_2016,Ambaro-Ambanja,M0997
species,Jones_et_al_2016,Ambaro-Ambanja,M0998
species,Jones_et_al_2016,Ambaro-Ambanja,M0999
species,Jones_et_al_2016,Ambaro-Ambanja,M1000
species,Jones_et_al_2016,Ambaro-Ambanja,M1001
species,Jones_et_al_2016,Ambaro-Ambanja,M1002
species,Jones_et_al_2016,Ambaro-Ambanja,M1003
species,Jones_et_al_2016,Ambaro-Ambanja,M1004
species,Jones_et_al_2016,Ambaro-Ambanja,M1005
species,Jones_et_al_2016,Ambaro-Ambanja,M1006
species,Jones_et_al_2016,Ambaro-Ambanja,M1007
species,Jones_et_al_2016,Ambaro-Ambanja,M1008
species,Jones_et_al_2016,Ambaro-Ambanja,M1009
species,Jones_et_al_2016,Ambaro-Ambanja,M1010
species,Jones_et_al_2016,Ambaro-Ambanja,M1011
species,Jones_et_al_2016,Ambaro-Ambanja,M1012
species,Jones_et_al_2016,Ambaro-Ambanja,M1013
species,Jones_et_al_2016,Ambaro-Ambanja,M1014
species,Jones_et_al_2016,Ambaro-Ambanja,M1015
species,Jones_et_al_2016,Ambaro-Ambanja,M1016
species,Jones_et_al_2016,Ambaro-Ambanja,M1017
species,Jones_et_al_2016,Ambaro-Ambanja,M1018
species,Jones_et_al_2016,Ambaro-Ambanja,M1019
species,Jones_et_al_2016,Ambaro-Ambanja,M1020
species,Jones_et_al_2016,Ambaro-Ambanja,M1021
species,Jones_et_al_2016,Ambaro-Ambanja,M1022
species,Jones_et_al_2016,Ambaro-Ambanja,M1023
species,Jones_et_al_2016,Ambaro-Ambanja,M1024
species,Blue_Ventures_Unpublished,Mahajamba,M1025
species,Blue_Ventures_Unpublished,Mahajamba,M1026
species,Blue_Ventures_Unpublished,Mahajamba,M1027
species,Blue_Ventures_Unpublished,Mahajamba,M1028
species,Blue_Ventures_Unpublished,Mahajamba,M1029
species,Blue_Ventures_Unpublished,Mahajamba,M1030
species,Blue_Ventures_Unpublished,Mahajamba,M1031
species,Blue_Ventures_Unpublished,Mahajamba,M1032
species,Blue_Ventures_Unpublished,Mahajamba,M1033
species,Blue_Ventures_Unpublished,Mahajamba,M1034
species,Blue_Ventures_Unpublished,Mahajamba,M1035
species,Blue_Ventures_Unpublished,Mahajamba,M1036
species,Blue_Ventures_Unpublished,Mahajamba,M1037
species,Blue_Ventures_Unpublished,Mahajamba,M1038
species,Blue_Ventures_Unpublished,Mahajamba,M1039
species,Blue_Ventures_Unpublished,Mahajamba,M1040
species,Blue_Ventures_Unpublished,Mahajamba,M1041
species,Blue_Ventures_Unpublished,Mahajamba,M1042
species,Blue_Ventures_Unpublished,Mahajamba,M1043
species,Blue_Ventures_Unpublished,Mahajamba,M1044
species,Blue_Ventures_Unpublished,Mahajamba,M1045
species,Blue_Ventures_Unpublished,Mahajamba,M1046
species,Blue_Ventures_Unpublished,Mahajamba,M1047
species,Blue_Ventures_Unpublished,Mahajamba,M1048
species,Blue_Ventures_Unpublished,Mahajamba,M1049
species,Blue_Ventures_Unpublished,Mahajamba,M1050
species,Blue_Ventures_Unpublished,Mahajamba,M1051
species,Blue_Ventures_Unpublished,Mahajamba,M1052
species,Blue_Ventures_Unpublished,Mahajamba,M1053
species,Blue_Ventures_Unpublished,Mahajamba,M1054
species,Blue_Ventures_Unpublished,Mahajamba,M1055
species,Blue_Ventures_Unpublished,Mahajamba,M1056
species,Blue_Ventures_Unpublished,Mahajamba,M1057
species,Blue_Ventures_Unpublished,Mahajamba,M1058
species,Blue_Ventures_Unpublished,Mahajamba,M1059
species,Blue_Ventures_Unpublished,Mahajamba,M1060
species,Blue_Ventures_Unpublished,Mahajamba,M1061
species,Blue_Ventures_Unpublished,Mahajamba,M1062
species,Blue_Ventures_Unpublished,Mahajamba,M1063
species,Blue_Ventures_Unpublished,Mahajamba,M1064
species,Blue_Ventures_Unpublished,Mahajamba,M1065
species,Blue_Ventures_Unpublished,Mahajamba,M1066
species,Blue_Ventures_Unpublished,Mahajamba,M1067
species,Blue_Ventures_Unpublished,Mahajamba,M1068
species,Blue_Ventures_Unpublished,Mahajamba,M1069
species,Blue_Ventures_Unpublished,Mahajamba,M1070
species,Blue_Ventures_Unpublished,Mahajamba,M1071
species,Blue_Ventures_Unpublished,Mahajamba,M1072
species,Blue_Ventures_Unpublished,Mahajamba,M1073
species,Blue_Ventures_Unpublished,Mahajamba,M1074
species,C._Sanders_Unpublished,"Evans Head, NSW",M1075
species,C._Sanders_Unpublished,"Ballina, NSW",M1076
species,C._Sanders_Unpublished,"Wallis Lake, NSW",M1077
species,C._Sanders_Unpublished,"Botany Bay, NSW",M1078
species,C._Sanders_Unpublished,"Botany Bay, NSW",M1079
species,C._Sanders_Unpublished,"Botany Bay, NSW",M1080
species,Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1081
species,Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1082
species,Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1083
species,Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1084
species,Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1085
species,Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1086
species,Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1087
species,Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1088
species,Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1089
species,Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1090
species,Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1091
species,Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1092
species,Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1093
species,Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1094
species,Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1095
species,Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1096
species,Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1097
species,Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1098
species,Sanders_et_al_2016_JGR_Biogeoscience,"Barwon Heads, Victoria",M1099
species,Sanders_et_al_2016_JGR_Biogeoscience,"Barwon Heads, Victoria",M1100
species,Sanders_et_al_2016_JGR_Biogeoscience,"Barwon Heads, Victoria",M1101
species,Sanders_et_al_2016_JGR_Biogeoscience,"Barwon Heads, Victoria",M1102
species,Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1103
species,Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1104
species,Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1105
species,Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1106
species,Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1107
species,Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1108
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1109
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1110
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1111
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1112
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1113
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1114
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1115
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1116
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1117
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1118
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1119
species,C._Sanders_Unpublished,"Moreton Bay, QLD",M1120
species,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1121
species,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1122
species,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1123
species,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1124
species,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1125
species,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1126
species,C._Sanders_Submitted_to_ECSS,Whangamata Harbor,M1127
species,C._Sanders_Submitted_to_ECSS,Whangamata Harbor,M1128
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1129
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1130
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1131
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1132
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1133
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1134
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1135
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1136
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1137
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1138
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1139
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1140
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1141
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1142
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1143
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1144
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1145
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1146
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1147
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1148
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1149
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1150
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1151
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1152
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1153
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1154
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1155
species,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1156
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1157
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1158
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1159
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1160
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1161
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1162
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1163
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1164
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1165
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1166
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1167
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1168
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1169
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1170
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1171
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1172
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1173
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1174
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1175
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1176
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1177
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1178
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1179
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1180
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1181
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1182
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1183
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1184
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1185
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1186
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1187
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1188
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1189
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1190
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1191
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1192
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1193
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1194
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1195
species,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1196
species,Sanders_et_al_2012_MER,Guaratuba Bay,M1197
species,Sanders_et_al_2012_MER,Laranjeiras Bay,M1198
species,Frith_et_al_1976,Phuket,M1287
species,Frith_et_al_1976,Phuket,M1288
species,Frith_et_al_1976,Phuket,M1289
species,Frith_et_al_1976,Phuket,M1290
species,Frith_et_al_1976,Phuket,M1291
species,Naidoo_1980,Durban,M1292
species,Naidoo_1980,Durban,M1293
species,Naidoo_1980,Durban,M1294
species,Naidoo_1980,Durban,M1295
species,Naidoo_1980,Durban,M1296
species,Naidoo_1980,Durban,M1297
species,Naidoo_and_Raiman_1982,Sipingo River,M1298
species,Naidoo_and_Raiman_1982,Sipingo River,M1299
species,Naidoo_and_Raiman_1982,Mdloti River,M1300
species,Cardona_and_Botero_1998,Cienaga Grande de Santa Marta,M1301
species,Cahoon_and_Lynch_1997,"Rookery Bay, Florida",M1302
species,Cahoon_and_Lynch_1997,"Rookery Bay, Florida",M1303
species,Cahoon_and_Lynch_1997,"Rookery Bay, Florida",M1304
species,Cahoon_and_Lynch_1997,"Rookery Bay, Florida",M1305
species,Brunskill_et_al_2002,"Hinchinbrook Island, QLD",M1306
species,Brunskill_et_al_2002,"Hinchinbrook Island, QLD",M1307
species,Brunskill_et_al_2002,"Hinchinbrook Island, QLD",M1308
species,DelVecchia_et_al_2014,Esmeraldas,M1309
species,DelVecchia_et_al_2014,Esmeraldas,M1310
species,DelVecchia_et_al_2014,Esmeraldas,M1311
species,DelVecchia_et_al_2014,Esmeraldas,M1312
species,DelVecchia_et_al_2014,Esmeraldas,M1313
species,DelVecchia_et_al_2014,Esmeraldas,M1314
species,DelVecchia_et_al_2014,Esmeraldas,M1315
species,DelVecchia_et_al_2014,Esmeraldas,M1316
species,Zhang_et_al_2012,Yingluo Harbor,M1317
species,Owers_et_al_2016,"Currambene Creek, NSW",M1318
species,Owers_et_al_2016,"Currambene Creek, NSW",M1319
species,Owers_et_al_2016,"Currambene Creek, NSW",M1320
species,Thimdee_et_al_2003,Khung Krabaen Bay,M1321
species,Kristensen_et_al_1992,Indus Delta,M1322
species,Kristensen_et_al_2000,Phuket Island,M1323
species,Dissanayake_and_Chandrasekara_2014,Negombo Estuary,M1324
species,Dissanayake_and_Chandrasekara_2014,Negombo Estuary,M1325
species,Dissanayake_and_Chandrasekara_2014,Negombo Estuary,M1326
species,Frusher_et_al_1994,"Murray River, QLD",M1327
species,Frusher_et_al_1994,"Murray River, QLD",M1328
species,Frusher_et_al_1994,"Murray River, QLD",M1329
species,Frusher_et_al_1994,"Murray River, QLD",M1330
species,Frusher_et_al_1994,"Murray River, QLD",M1331
species,Lee_and_Baker_1972,Heeia,M1332
species,Otero_et_al_2009,"Pai Matos Island,Canan̩ia, State of Ṣo Paulo",M1333
species,Otero_et_al_2009,"Pai Matos Island,Canan̩ia, State of Ṣo Paulo",M1334
species,Otero_et_al_2009,"Pai Matos Island,Canan̩ia, State of Ṣo Paulo",M1335
species,Moreno_and_Calderon_2011,"Hooker Bay, San Andres Island",M1336
species,Tam_and_Wong_1998,Three Fathoms Cove,M1337
species,Tam_and_Wong_1998,Three Fathoms Cove,M1338
species,Tam_and_Wong_1998,Three Fathoms Cove,M1339
species,Tam_and_Wong_1998,Three Fathoms Cove,M1340
species,Tam_and_Wong_1998,Three Fathoms Cove,M1341
species,Tam_and_Wong_1998,Three Fathoms Cove,M1342
species,Tam_and_Wong_1998,Three Fathoms Cove,M1343
species,Tam_and_Wong_1998,Three Fathoms Cove,M1344
species,Tam_and_Wong_1998,Three Fathoms Cove,M1345
species,Tam_and_Wong_1998,Three Fathoms Cove,M1346
species,Tam_and_Wong_1998,Three Fathoms Cove,M1347
species,Tam_and_Wong_1998,Three Fathoms Cove,M1348
species,Tam_and_Wong_1998,Three Fathoms Cove,M1349
species,Tam_and_Wong_1998,Three Fathoms Cove,M1350
species,Tam_and_Wong_1998,Three Fathoms Cove,M1351
species,Tam_and_Wong_1998,Three Fathoms Cove,M1352
species,Tam_and_Wong_1998,Three Fathoms Cove,M1353
species,Tam_and_Wong_1998,Three Fathoms Cove,M1354
species,Tam_and_Wong_1998,Three Fathoms Cove,M1355
species,Tam_and_Wong_1998,Three Fathoms Cove,M1356
species,Tam_and_Wong_1998,Three Fathoms Cove,M1357
species,Tam_and_Wong_1998,Three Fathoms Cove,M1358
species,Tam_and_Wong_1998,Three Fathoms Cove,M1359
species,Tam_and_Wong_1998,Three Fathoms Cove,M1360
species,Tam_and_Wong_1998,Three Fathoms Cove,M1361
species,Tam_and_Wong_1998,Three Fathoms Cove,M1362
species,Tam_and_Wong_1998,Three Fathoms Cove,M1363
species,Tam_and_Wong_1998,Three Fathoms Cove,M1364
species,Tam_and_Wong_1998,Three Fathoms Cove,M1365
species,Tam_and_Wong_1998,Three Fathoms Cove,M1366
species,Tam_and_Wong_1998,Three Fathoms Cove,M1367
species,Tam_and_Wong_1998,Three Fathoms Cove,M1368
species,Vasconcelos_et_al_2014,Paraiba Estuary,M1369
species,Vasconcelos_et_al_2014,Paraiba Estuary,M1370
species,Vasconcelos_et_al_2014,Paraiba Estuary,M1371
species,Vasconcelos_et_al_2014,Paraiba Estuary,M1372
species,Gonneea_et_al_2004,Celest̼n,M1507
species,Gonneea_et_al_2004,Celest̼n,M1508
species,Gonneea_et_al_2004,Celest̼n,M1509
species,Gonneea_et_al_2004,Progreso,M1510
species,Gonneea_et_al_2004,Celest̼n,M1511
species,Gonneea_et_al_2004,Celest̼n,M1512
species,Gonneea_et_al_2004,Celest̼n,M1513
species,Gonneea_et_al_2004,Celest̼n,M1514
species,Gonneea_et_al_2004,Progreso,M1515
species,Gonneea_et_al_2004,Progreso,M1516
species,Gonneea_et_al_2004,Terminos Lagoon,M1517
species,Gonneea_et_al_2004,Terminos Lagoon,M1518
species,Gevana_and_Pampolina_2009,"San Juan, Batangas",M1519
species,Gillis_et_al_2017,Phang Nga Bay,M1520
species,Gillis_et_al_2017,Phang Nga Bay,M1521
species,Gillis_et_al_2017,Phang Nga Bay,M1522
species,Gillis_et_al_2017,Phang Nga Bay,M1523
species,Gillis_et_al_2017,Phang Nga Bay,M1524
species,Gillis_et_al_2017,Phang Nga Bay,M1525
species,Gillis_et_al_2017,Phang Nga Bay,M1526
species,Gillis_et_al_2017,Phang Nga Bay,M1527
species,Gillis_et_al_2017,Phang Nga Bay,M1528
species,Gillis_et_al_2017,Phang Nga Bay,M1529
species,Gillis_et_al_2017,Phang Nga Bay,M1530
species,Gillis_et_al_2017,Phang Nga Bay,M1531
species,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0537
species,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0538
species,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0539
species,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0541
species,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0542
species,Eid_and_Shaltout_2016_Egypt,Hurghada,M0638
species,Eid_and_Shaltout_2016_Egypt,Hurghada,M0639
species,Eid_and_Shaltout_2016_Egypt,Hurghada,M0640
species,Eid_et_al_2016_Saudi_Arabia,Jizan,M0641
species,Eid_et_al_2016_Saudi_Arabia,Jizan,M0642
species,Eid_et_al_2016_Saudi_Arabia,Jizan,M0643
species,Eid_et_al_2016_Saudi_Arabia,Jizan,M0644
species,Eid_et_al_2016_Saudi_Arabia,Jizan,M0645
species,Eid_et_al_2016_Saudi_Arabia,Jizan,M0646
species,Bukoski_et_al_2017,Krabi,M1532
species,Bukoski_et_al_2017,Krabi,M1533
species,Bukoski_et_al_2017,Krabi,M1534
species,Bukoski_et_al_2017,Krabi,M1535
species,Bukoski_et_al_2017,Krabi,M1536
species,Bukoski_et_al_2017,Krabi,M1537
species,Bukoski_et_al_2017,Krabi,M1538
species,Bukoski_et_al_2017,Krabi,M1539
species,Bukoski_et_al_2017,Krabi,M1540
species,Bukoski_et_al_2017,Krabi,M1541
species,Bukoski_et_al_2017,Krabi,M1542
species,Bukoski_et_al_2017,Krabi,M1543
species,Bukoski_et_al_2017,Krabi,M1544
species,Bukoski_et_al_2017,Krabi,M1545
species,Bukoski_et_al_2017,Pak Panang,M1546
species,Bukoski_et_al_2017,Pak Panang,M1547
species,Bukoski_et_al_2017,Pak Panang,M1548
species,Bukoski_et_al_2017,Pak Panang,M1549
species,Bukoski_et_al_2017,Pak Panang,M1550
species,Bukoski_et_al_2017,Pak Panang,M1551
species,Bukoski_et_al_2017,Pak Panang,M1552
species,Bukoski_et_al_2017,Pak Panang,M1553
species,Bukoski_et_al_2017,Pak Panang,M1554
species,Bukoski_et_al_2017,Pak Panang,M1555
species,Bukoski_et_al_2017,Pak Panang,M1556
species,Bukoski_et_al_2017,Pak Panang,M1557
species,Bukoski_et_al_2017,Pak Panang,M1558
species,Bukoski_et_al_2017,Pak Panang,M1559
species,Bukoski_et_al_2017,Pak Panang,M1560
species,Bukoski_et_al_2017,Pak Panang,M1561
species,Bukoski_et_al_2017,Pak Panang,M1562
species,Bukoski_et_al_2017,Pak Panang,M1563
species,Bukoski_et_al_2017,Pak Panang,M1564
species,Bukoski_et_al_2017,Pak Panang,M1565
species,Bukoski_et_al_2017,Quang Ninh,M1566
species,Bukoski_et_al_2017,Quang Ninh,M1567
species,Bukoski_et_al_2017,Quang Ninh,M1568
species,Bukoski_et_al_2017,Quang Ninh,M1569
species,Bukoski_et_al_2017,Quang Ninh,M1570
species,Bukoski_et_al_2017,Quang Ninh,M1571
species,Bukoski_et_al_2017,Hai Phong,M1572
species,Bukoski_et_al_2017,Hai Phong,M1573
species,Bukoski_et_al_2017,Hai Phong,M1574
species,Bukoski_et_al_2017,Hai Phong,M1575
species,Bukoski_et_al_2017,Hai Phong,M1576
species,Bukoski_et_al_2017,Hai Phong,M1577
species,Bukoski_et_al_2017,Nam Dinh,M1578
species,Bukoski_et_al_2017,Kien Luong,M1579
species,Bukoski_et_al_2017,Kien Luong,M1580
species,Bukoski_et_al_2017,Kien Luong,M1581
species,Bukoski_et_al_2017,Kien Luong,M1582
species,Bukoski_et_al_2017,Kien Luong,M1583
species,Bukoski_et_al_2017,Kien Luong,M1584
species,Bukoski_et_al_2017,An Bien,M1585
species,Bukoski_et_al_2017,An Minh,M1586
species,Bukoski_et_al_2017,Vam Rang,M1587
species,Bukoski_et_al_2017,Vam Rang,M1588
species,Bukoski_et_al_2017,Vam Rang,M1589
species,Donato_et_al_2011,Yap,M1373
species,Donato_et_al_2011,Yap,M1374
species,Donato_et_al_2011,Yap,M1375
species,Donato_et_al_2011,Yap,M1376
species,Donato_et_al_2011,Yap,M1377
species,Donato_et_al_2011,Yap,M1378
species,Donato_et_al_2011,Ganges-Brahmaputra Delta,M1379
species,Donato_et_al_2011,Java,M1380
species,Donato_et_al_2011,Java,M1381
species,Donato_et_al_2011,Java,M1382
species,Donato_et_al_2011,Java,M1383
species,Donato_et_al_2011,Java,M1384
species,Donato_et_al_2011,Java,M1385
species,Donato_et_al_2011,Java,M1386
species,Donato_et_al_2011,Java,M1387
species,Donato_et_al_2011,Java,M1388
species,Donato_et_al_2011,Java,M1389
species,Donato_et_al_2011,Java,M1390
species,Donato_et_al_2011,Java,M1391
species,Donato_et_al_2011,Mantehage Island,M1392
species,Donato_et_al_2011,Mantehage Island,M1393
species,Donato_et_al_2011,Mantehage Island,M1394
species,Donato_et_al_2011,Mantehage Island,M1395
species,Donato_et_al_2011,Mantehage Island,M1396
species,Donato_et_al_2011,Mantehage Island,M1397
species,Donato_et_al_2011,Mantehage Island,M1398
species,Donato_et_al_2011,Mantehage Island,M1399
species,Donato_et_al_2011,Mantehage Island,M1400
species,Donato_et_al_2011,Mantehage Island,M1401
species,Donato_et_al_2011,Mantehage Island,M1402
species,Donato_et_al_2011,Mantehage Island,M1403
species,Donato_et_al_2011,Mantehage Island,M1404
species,Donato_et_al_2011,Mantehage Island,M1405
species,Donato_et_al_2011,Mantehage Island,M1406
species,Donato_et_al_2011,Mantehage Island,M1407
species,Donato_et_al_2011,Mantehage Island,M1408
species,Donato_et_al_2011,Mantehage Island,M1409
species,Donato_et_al_2011,Sulawesi,M1410
species,Donato_et_al_2011,Sulawesi,M1411
species,Donato_et_al_2011,Sulawesi,M1412
species,Donato_et_al_2011,Sulawesi,M1413
species,Donato_et_al_2011,Sulawesi,M1414
species,Donato_et_al_2011,Sulawesi,M1415
species,Donato_et_al_2011,Yap,M1416
species,Donato_et_al_2011,Yap,M1417
species,Donato_et_al_2011,Yap,M1418
species,Donato_et_al_2011,Yap,M1419
species,Donato_et_al_2011,Yap,M1420
species,Donato_et_al_2011,Yap,M1421
species,Donato_et_al_2011,Sulawesi,M1422
