study_id,site_id,core_id,method_id,depth_min,depth_max,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,fraction_sand,fraction_silt
Quafisi_et_al_2024,MC,202,single set of methods,50,52,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.24
Quafisi_et_al_2024,MC,202,single set of methods,52,54,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,MC,202,single set of methods,54,56,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.36
Quafisi_et_al_2024,MC,202,single set of methods,56,58,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,MC,202,single set of methods,58,60,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,MC,202,single set of methods,60,62,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.29
Quafisi_et_al_2024,MC,202,single set of methods,62,64,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,MC,202,single set of methods,64,66,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,MC,202,single set of methods,66,68,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.31
Quafisi_et_al_2024,MC,202,single set of methods,68,70,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,MC,202,single set of methods,70,72,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.29
Quafisi_et_al_2024,MC,202,single set of methods,72,74,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,MC,202,single set of methods,74,76,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,MC,202,single set of methods,76,78,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,MC,202,single set of methods,78,80,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.29
Quafisi_et_al_2024,MC,202,single set of methods,80,82,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.29
Quafisi_et_al_2024,MC,202,single set of methods,82,84,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,MC,202,single set of methods,84,86,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.23
Quafisi_et_al_2024,MC,202,single set of methods,86,88,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.21
Quafisi_et_al_2024,MC,202,single set of methods,88,90,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,MC,203,single set of methods,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.33
Quafisi_et_al_2024,264,301,single set of methods,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.29
Quafisi_et_al_2024,264,302,single set of methods,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,264,302,single set of methods,3,5,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,264,302,single set of methods,5,7,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.35
Quafisi_et_al_2024,264,302,single set of methods,7,9,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,264,302,single set of methods,9,11,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.21
Quafisi_et_al_2024,264,302,single set of methods,11,13,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.15
Quafisi_et_al_2024,264,302,single set of methods,13,15,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.23
Quafisi_et_al_2024,264,302,single set of methods,15,17,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.23
Quafisi_et_al_2024,264,302,single set of methods,17,19,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,264,302,single set of methods,19,21,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.29
Quafisi_et_al_2024,264,302,single set of methods,21,23,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.22
Quafisi_et_al_2024,264,302,single set of methods,23,25,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.24
Quafisi_et_al_2024,264,302,single set of methods,25,27,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2
Quafisi_et_al_2024,264,302,single set of methods,27,29,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,264,302,single set of methods,28,30,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.37
Quafisi_et_al_2024,264,302,single set of methods,29,31,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,264,302,single set of methods,30,32,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.24
Quafisi_et_al_2024,264,302,single set of methods,31,33,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.36
Quafisi_et_al_2024,264,302,single set of methods,32,34,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.33
Quafisi_et_al_2024,264,302,single set of methods,33,35,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,264,302,single set of methods,34,36,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.33
Quafisi_et_al_2024,264,302,single set of methods,35,37,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,264,302,single set of methods,36,38,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44
Quafisi_et_al_2024,264,302,single set of methods,37,39,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.36
Quafisi_et_al_2024,264,302,single set of methods,38,40,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.35
Quafisi_et_al_2024,264,302,single set of methods,39,41,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.31
Quafisi_et_al_2024,264,302,single set of methods,40,42,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.38
Quafisi_et_al_2024,264,302,single set of methods,41,43,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,264,302,single set of methods,42,44,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.35
Quafisi_et_al_2024,264,302,single set of methods,43,45,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,264,302,single set of methods,44,46,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.33
Quafisi_et_al_2024,264,302,single set of methods,45,47,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.42
Quafisi_et_al_2024,WASH,701,single set of methods,58,60,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.08
Quafisi_et_al_2024,WASH,701,single set of methods,60,62,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.09
Quafisi_et_al_2024,WASH,701,single set of methods,62,64,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.19
Quafisi_et_al_2024,WASH,701,single set of methods,64,66,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.17
Quafisi_et_al_2024,WASH,701,single set of methods,66,68,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2
Quafisi_et_al_2024,WASH,701,single set of methods,68,70,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.17
Quafisi_et_al_2024,WASH,701,single set of methods,70,72,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.22
Quafisi_et_al_2024,WASH,701,single set of methods,72,74,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.17
Quafisi_et_al_2024,WASH,701,single set of methods,74,76,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2
Quafisi_et_al_2024,WASH,701,single set of methods,76,78,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.23
Quafisi_et_al_2024,WASH,701,single set of methods,78,80,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.16
Quafisi_et_al_2024,WASH,701,single set of methods,80,82,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.19
Quafisi_et_al_2024,WASH,701,single set of methods,82,84,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.19
Quafisi_et_al_2024,WASH,701,single set of methods,84,86,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.18
Quafisi_et_al_2024,WASH,701,single set of methods,86,88,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.16
Quafisi_et_al_2024,WASH,701,single set of methods,88,90,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.13
Quafisi_et_al_2024,WASH,701,single set of methods,90,92,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.15
Quafisi_et_al_2024,WASH,701,single set of methods,92,94,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.18
Quafisi_et_al_2024,WASH,701,single set of methods,94,96,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.14
Quafisi_et_al_2024,WASH,701,single set of methods,96,98,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.12
Quafisi_et_al_2024,WASH,701,single set of methods,98,100,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.14
Quafisi_et_al_2024,WASH,701,single set of methods,100,102,NA,NA,NA,NA,NA,NA,NA,NA,1,0
Quafisi_et_al_2024,WASH,701,single set of methods,102,104,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.07
Quafisi_et_al_2024,WASH,701,single set of methods,104,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0
Quafisi_et_al_2024,WASH,701,single set of methods,106,108,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.06
Quafisi_et_al_2024,WASH,701,single set of methods,108,110,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.12
Quafisi_et_al_2024,WASH,701,single set of methods,110,112,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.06
Quafisi_et_al_2024,WASH,701,single set of methods,112,114,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.03
Quafisi_et_al_2024,WASH,701,single set of methods,114,116,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,701,single set of methods,116,118,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.04
Quafisi_et_al_2024,WASH,701,single set of methods,118,120,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.05
Quafisi_et_al_2024,WASH,701,single set of methods,120,122,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.03
Quafisi_et_al_2024,WASH,701,single set of methods,122,124,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.04
Quafisi_et_al_2024,WASH,702,single set of methods,18,20,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,20,22,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,22,24,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,24,26,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,26,28,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,28,30,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,30,32,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,32,34,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,34,36,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,36,38,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,702,single set of methods,38,40,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,702,single set of methods,40,42,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,42,44,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,702,single set of methods,44,46,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,46,48,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,48,50,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.05
Quafisi_et_al_2024,WASH,703,single set of methods,4,6,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.07
Quafisi_et_al_2024,WASH,703,single set of methods,6,8,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.03
Quafisi_et_al_2024,WASH,703,single set of methods,8,10,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.04
Quafisi_et_al_2024,WASH,703,single set of methods,10,12,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,12,14,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,14,16,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,16,18,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,18,20,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,20,22,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,22,24,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,24,26,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,26,28,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,28,30,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,30,32,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,32,34,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,34,36,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,36,38,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.03
Quafisi_et_al_2024,WASH,703,single set of methods,38,40,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,40,42,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,42,44,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,44,46,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,46,48,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,48,50,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,50,52,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,52,54,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,54,56,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,56,58,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,58,60,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,60,62,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,62,64,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,64,66,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,66,68,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,68,70,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,70,72,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,72,74,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,74,76,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,76,78,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,78,80,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,80,82,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,82,84,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,84,86,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,WASH,703,single set of methods,86,88,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.03
Quafisi_et_al_2024,WASH,703,single set of methods,88,90,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,88,90,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.23
Quafisi_et_al_2024,EGLND,602,single set of methods,36,38,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.34
Quafisi_et_al_2024,EGLND,602,single set of methods,38,40,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.23
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,58,60,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.24
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,60,62,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,62,64,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,64,66,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.25
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,66,68,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.11
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,68,70,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,70,72,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,72,74,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.14
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,74,76,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.11
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,76,78,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.13
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,78,80,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.14
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,80,82,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,82,84,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.11
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,84,86,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.12
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,86,88,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.11
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,88,90,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.08
Quafisi_et_al_2024,WG,503,single set of methods,62,64,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.37
Quafisi_et_al_2024,WG,503,single set of methods,64,66,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,GRN,401,single set of methods,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.24
Quafisi_et_al_2024,GRN,401,single set of methods,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.19
Quafisi_et_al_2024,GRN,401,single set of methods,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.21
Quafisi_et_al_2024,GRN,401,single set of methods,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.21
Quafisi_et_al_2024,GRN,401,single set of methods,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2
Quafisi_et_al_2024,GRN,401,single set of methods,5,6,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.22
Quafisi_et_al_2024,GRN,401,single set of methods,6,7,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,GRN,401,single set of methods,7,8,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.31
Quafisi_et_al_2024,GRN,401,single set of methods,8,9,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.16
Quafisi_et_al_2024,GRN,401,single set of methods,9,10,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,GRN,401,single set of methods,10,11,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,GRN,401,single set of methods,11,12,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.37
Quafisi_et_al_2024,GRN,401,single set of methods,12,13,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,GRN,401,single set of methods,13,14,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,GRN,401,single set of methods,14,15,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5
Quafisi_et_al_2024,GRN,401,single set of methods,15,16,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.58
Quafisi_et_al_2024,GRN,401,single set of methods,16,17,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49
Quafisi_et_al_2024,GRN,401,single set of methods,17,18,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47
Quafisi_et_al_2024,GRN,401,single set of methods,18,19,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53
Quafisi_et_al_2024,GRN,401,single set of methods,19,20,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,GRN,401,single set of methods,20,21,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,GRN,401,single set of methods,21,22,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,GRN,401,single set of methods,22,23,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2
Quafisi_et_al_2024,GRN,401,single set of methods,23,24,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2
Quafisi_et_al_2024,GRN,401,single set of methods,24,25,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.14
Quafisi_et_al_2024,GRN,401,single set of methods,25,26,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.21
Quafisi_et_al_2024,GRN,401,single set of methods,26,27,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,GRN,401,single set of methods,27,28,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,GRN,401,single set of methods,28,29,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.37
Quafisi_et_al_2024,GRN,401,single set of methods,29,30,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.42
Quafisi_et_al_2024,GRN,401,single set of methods,30,31,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.39
Quafisi_et_al_2024,GRN,401,single set of methods,31,32,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53
Quafisi_et_al_2024,GRN,401,single set of methods,32,33,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.38
Quafisi_et_al_2024,GRN,401,single set of methods,33,34,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.39
Quafisi_et_al_2024,GRN,401,single set of methods,34,35,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.38
Quafisi_et_al_2024,GRN,401,single set of methods,35,36,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.4
Quafisi_et_al_2024,GRN,401,single set of methods,36,37,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45
Quafisi_et_al_2024,GRN,401,single set of methods,37,38,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46
Quafisi_et_al_2024,GRN,401,single set of methods,38,39,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.39
Quafisi_et_al_2024,GRN,401,single set of methods,39,40,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.43
Quafisi_et_al_2024,GRN,401,single set of methods,41,42,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48
Quafisi_et_al_2024,GRN,401,single set of methods,42,43,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.39
Quafisi_et_al_2024,GRN,401,single set of methods,43,44,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.31
Quafisi_et_al_2024,GRN,401,single set of methods,44,45,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.31
Quafisi_et_al_2024,GRN,401,single set of methods,45,46,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.77
Quafisi_et_al_2024,GRN,401,single set of methods,46,47,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.76
Quafisi_et_al_2024,GRN,401,single set of methods,47,48,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,GRN,401,single set of methods,48,49,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.24
Quafisi_et_al_2024,GRN,401,single set of methods,49,50,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.33
Quafisi_et_al_2024,GRN,403,single set of methods,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,GRN,403,single set of methods,5,6,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.37
Quafisi_et_al_2024,GRN,403,single set of methods,7,8,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.18
Quafisi_et_al_2024,GRN,403,single set of methods,9,10,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.22
Quafisi_et_al_2024,GRN,403,single set of methods,11,12,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.18
Quafisi_et_al_2024,GRN,403,single set of methods,13,14,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2
Quafisi_et_al_2024,GRN,403,single set of methods,15,16,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,GRN,403,single set of methods,17,18,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.18
Quafisi_et_al_2024,GRN,403,single set of methods,19,20,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.39
Quafisi_et_al_2024,GRN,403,single set of methods,21,22,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.41
Quafisi_et_al_2024,GRN,403,single set of methods,23,24,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.58
