study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density_measured,dry_bulk_density_modeled,fraction_organic_matter,fraction_carbon_measured,fraction_carbon_modeled,cs137_activity,cs137_activity_se,total_pb210_activity,total_pb210_activity_se,pb214_activity,pb214_activity_se,excess_pb210_activity,excess_pb210_activity_se
Peck_et_al_2020,Salmon River,SROR1809_03PU,2,4,NA,0.34,0.42,NA,0.12,0.53,0.06,13.57,0.36,0.8,0.08,12.77,0.44
Peck_et_al_2020,Salmon River,SROR1809_03PU,4,6,NA,0.31,0.52,NA,0.147,0.82,0.09,12.98,0.41,0.65,0.09,12.33,0.5
Peck_et_al_2020,Salmon River,SROR1809_03PU,6,8,NA,0.31,0.52,NA,0.148,1.92,0.13,9.78,0.38,0.51,0.09,9.27,0.47
Peck_et_al_2020,Salmon River,SROR1809_03PU,8,10,NA,0.32,0.46,NA,0.13,3.95,0.17,6.71,0.32,0.64,0.09,6.07,0.41
Peck_et_al_2020,Salmon River,SROR1809_03PU,10,12,NA,0.34,0.43,NA,0.123,11.35,0.25,4.57,0.27,0.8,0.09,3.76,0.37
Peck_et_al_2020,Salmon River,SROR1809_03PU,12,14,NA,0.29,0.55,NA,0.157,3.96,0.19,4.3,0.31,0.52,0.11,3.78,0.42
Peck_et_al_2020,Salmon River,SROR1809_03PU,14,16,NA,0.32,0.46,NA,0.131,0.6,0.07,3.41,0.23,0.6,0.08,2.81,0.32
Peck_et_al_2020,Salmon River,SROR1809_03PU,16,18,NA,0.33,0.49,NA,0.139,0.38,0.07,2.55,0.23,0.86,0.1,1.69,0.33
Peck_et_al_2020,Salmon River,SROR1809_03PU,18,20,NA,0.32,0.58,NA,0.164,0.23,0.06,1.65,0.18,0.72,0.08,0.93,0.27
Peck_et_al_2020,Salmon River,SROR1809_03PU,20,22,NA,0.42,0.33,NA,0.094,0.29,0.04,1.16,0.11,0.84,0.05,0.32,0.16
Peck_et_al_2020,Salmon River,SROR1809_03PU,22,24,NA,0.38,0.37,NA,0.104,0.33,0.06,1.25,0.16,0.76,0.08,0.5,0.23
Peck_et_al_2020,Salmon River,SROR1809_03PU,24,26,NA,0.33,0.54,NA,0.154,-0.03,0.03,1.03,0.19,0.56,0.09,0.47,0.28
Peck_et_al_2020,Salmon River,SROR1809_03PU,26,28,NA,0.4,0.33,NA,0.094,0.22,0.04,0.93,0.13,0.94,0.07,0,0.21
Peck_et_al_2020,Salmon River,SROR1809_03PU,28,30,NA,0.33,0.47,NA,0.134,-0.03,0.03,0.87,0.17,0.75,0.09,0.12,0.25
Peck_et_al_2020,Salmon River,SROR1809_03PU,30,32,NA,0.33,0.53,NA,0.152,-0.03,0.03,0.55,0.18,0.69,0.09,0,0.27
Peck_et_al_2020,Salmon River,SROR1809_03PU,32,34,NA,0.34,0.45,NA,0.129,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_03PU,34,36,NA,0.4,0.41,NA,0.117,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_03PU,36,38,NA,0.44,0.23,NA,0.066,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_03PU,38,40,NA,0.34,0.41,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_03PU,40,42,NA,0.35,0.36,NA,0.102,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_03PU,42,44,NA,0.38,0.33,NA,0.095,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_03PU,44,46,NA,0.37,0.26,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_03PU,46,48,NA,0.33,0.36,NA,0.103,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_03PU,48,50,NA,0.32,0.41,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,0,2,NA,0.25,0.65,NA,0.184,0.68,0.08,22.5,1.15,0.9,0.15,21.6,1.3
Peck_et_al_2020,Salmon River,SROR1809_04PU,2,4,NA,0.31,0.47,NA,0.133,0.57,0.07,9.95,0.6,1.03,0.12,8.93,0.72
Peck_et_al_2020,Salmon River,SROR1809_04PU,4,6,NA,0.29,0.53,NA,0.15,0.47,0.07,9.85,0.55,1.01,0.13,8.84,0.68
Peck_et_al_2020,Salmon River,SROR1809_04PU,6,8,NA,0.25,0.54,NA,0.154,1.78,0.13,7.52,0.38,1.47,0.17,6.05,0.55
Peck_et_al_2020,Salmon River,SROR1809_04PU,8,10,NA,0.31,0.37,NA,0.106,2.82,0.12,4.57,0.26,1.47,0.14,3.11,0.4
Peck_et_al_2020,Salmon River,SROR1809_04PU,10,12,NA,0.35,0.36,NA,0.103,9.69,0.22,3.42,0.24,1.82,0.15,1.61,0.39
Peck_et_al_2020,Salmon River,SROR1809_04PU,12,14,NA,0.31,0.48,NA,0.137,5.88,0.18,3.38,0.24,1.44,0.15,1.94,0.39
Peck_et_al_2020,Salmon River,SROR1809_04PU,14,16,NA,0.34,0.36,NA,0.103,1.16,0.08,2.28,0.18,1.63,0.13,0.66,0.31
Peck_et_al_2020,Salmon River,SROR1809_04PU,16,18,NA,0.37,0.34,NA,0.097,0.5,0.06,1.5,0.15,1.79,0.13,0,0.28
Peck_et_al_2020,Salmon River,SROR1809_04PU,18,20,NA,0.33,0.48,NA,0.136,0.37,0.06,1.22,0.17,1.41,0.14,0,0.31
Peck_et_al_2020,Salmon River,SROR1809_04PU,20,22,NA,0.36,0.38,NA,0.107,0.28,0.05,1.06,0.12,1.34,0.1,0,0.22
Peck_et_al_2020,Salmon River,SROR1809_04PU,22,24,NA,0.41,0.36,NA,0.102,0.25,0.05,-0.18,0.05,1.65,0.13,0,0.18
Peck_et_al_2020,Salmon River,SROR1809_04PU,24,26,NA,0.33,0.53,NA,0.152,-0.03,0.03,0.89,0.17,1.04,0.13,0,0.31
Peck_et_al_2020,Salmon River,SROR1809_04PU,26,28,NA,0.3,0.48,NA,0.137,0.19,0.06,-0.23,0.07,1.25,0.14,0,0.21
Peck_et_al_2020,Salmon River,SROR1809_04PU,28,30,NA,0.3,0.53,NA,0.152,0.17,0.07,0.53,0.18,1.19,0.15,0,0.33
Peck_et_al_2020,Salmon River,SROR1809_04PU,30,32,NA,0.29,0.53,NA,0.151,-0.03,0.03,-0.29,0.09,1.06,0.15,0,0.24
Peck_et_al_2020,Salmon River,SROR1809_04PU,32,34,NA,0.34,0.35,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,34,36,NA,0.46,0.24,NA,0.069,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,36,38,NA,0.31,0.37,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,38,40,NA,0.37,0.27,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,40,42,NA,0.37,0.35,NA,0.099,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,42,44,NA,0.33,0.37,NA,0.104,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,44,46,NA,0.34,0.33,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,46,48,NA,0.35,0.33,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Salmon River,SROR1809_04PU,48,50,NA,0.34,0.41,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_01PU,0,2,0.43,0.5,0.2,0.055805,0.057,0.22,0.05,3.65,0.18,1.19,0.1,2.46,0.28
Peck_et_al_2020,Tillamook,TBOR1504_01PU,2,4,NA,0.63,0.13,NA,0.037,0.22,0.04,2.2,0.14,1.09,0.09,1.12,0.23
Peck_et_al_2020,Tillamook,TBOR1504_01PU,4,6,0.68,0.55,0.16,NA,0.044,0.3,0.04,2.72,0.12,1.16,0.08,1.56,0.2
Peck_et_al_2020,Tillamook,TBOR1504_01PU,6,8,0.83,0.89,0.1,NA,0.028,0.2,0.03,1.06,0.1,0.99,0.07,0.08,0.17
Peck_et_al_2020,Tillamook,TBOR1504_01PU,8,10,0.8,0.82,0.12,NA,0.035,0.25,0.04,1.07,0.1,0.99,0.07,0.08,0.17
Peck_et_al_2020,Tillamook,TBOR1504_01PU,10,12,0.46,0.62,0.16,NA,0.045,0.36,0.03,1.25,0.08,1.04,0.06,0.21,0.13
Peck_et_al_2020,Tillamook,TBOR1504_01PU,12,14,0.56,0.69,0.13,NA,0.036,0.19,0.04,1.32,0.11,1.22,0.08,0.1,0.2
Peck_et_al_2020,Tillamook,TBOR1504_01PU,14,16,0.64,0.66,0.14,NA,0.04,0.28,0.04,1.83,0.13,1.15,0.08,0.68,0.21
Peck_et_al_2020,Tillamook,TBOR1504_01PU,16,18,0.38,0.56,0.19,NA,0.053,0.41,0.06,2.87,0.17,1.13,0.1,1.75,0.27
Peck_et_al_2020,Tillamook,TBOR1504_01PU,18,20,0.46,0.62,0.16,NA,0.047,0.26,0.04,2,0.13,1.13,0.09,0.87,0.21
Peck_et_al_2020,Tillamook,TBOR1504_01PU,20,22,0.47,0.67,0.14,NA,0.041,0.26,0.03,1.56,0.1,0.97,0.07,0.59,0.17
Peck_et_al_2020,Tillamook,TBOR1504_01PU,22,24,0.56,0.7,0.15,NA,0.043,0.36,0.03,2.34,0.14,1.21,0.07,1.13,0.21
Peck_et_al_2020,Tillamook,TBOR1504_01PU,24,26,0.82,0.96,0.1,NA,0.029,0.2,0.03,1.01,0.09,1.12,0.08,0,0.17
Peck_et_al_2020,Tillamook,TBOR1504_01PU,26,28,0.86,0.93,0.09,NA,0.027,0.17,0.03,0.94,0.09,1.09,0.07,0,0.16
Peck_et_al_2020,Tillamook,TBOR1504_01PU,28,30,0.9,1,0.09,NA,0.026,0.23,0.04,0.8,0.09,1.13,0.08,0,0.17
Peck_et_al_2020,Tillamook,TBOR1504_01PU,30,32,0.97,1.17,0.07,NA,0.02,0.29,0.03,0.5,0.07,0.98,0.06,0,0.13
Peck_et_al_2020,Tillamook,TBOR1504_01PU,32,34,0.98,0.96,0.07,0.010131,0.019,0.27,0.03,0.62,0.07,1.03,0.06,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,34,36,0.68,0.84,0.13,NA,0.036,0.43,0.05,1.09,0.11,1.05,0.08,0.04,0.19
Peck_et_al_2020,Tillamook,TBOR1504_01PU,36,38,0.67,0.64,0.13,NA,0.038,0.43,0.03,1.15,0.08,1.25,0.07,0,0.15
Peck_et_al_2020,Tillamook,TBOR1504_01PU,38,40,0.46,0.7,0.14,NA,0.041,0.39,0.05,1.68,0.13,1.1,0.09,0.58,0.22
Peck_et_al_2020,Tillamook,TBOR1504_01PU,40,42,0.5,0.66,0.12,NA,0.034,0.41,0.04,1.04,0.11,1.04,0.09,0,0.19
Peck_et_al_2020,Tillamook,TBOR1504_01PU,42,44,0.47,0.61,0.19,NA,0.053,0.61,0.07,1.62,0.17,1.27,0.11,0.35,0.28
Peck_et_al_2020,Tillamook,TBOR1504_01PU,44,46,0.79,0.92,0.09,NA,0.026,0.36,0.04,0.74,0.09,1.09,0.08,0,0.17
Peck_et_al_2020,Tillamook,TBOR1504_01PU,46,48,0.98,0.97,0.1,NA,0.03,0.41,0.04,0.71,0.08,1.03,0.07,0,0.15
Peck_et_al_2020,Tillamook,TBOR1504_01PU,48,50,0.83,0.9,0.08,NA,0.023,0.45,0.04,0.87,0.09,1.08,0.07,0,0.16
Peck_et_al_2020,Tillamook,TBOR1504_01PU,50,52,NA,0.66,NA,NA,NA,0.58,0.05,1.34,0.11,1.2,0.08,0.14,0.19
Peck_et_al_2020,Tillamook,TBOR1504_01PU,52,54,NA,1.02,NA,NA,NA,0.44,0.04,1.1,0.08,1.24,0.07,0,0.15
Peck_et_al_2020,Tillamook,TBOR1504_01PU,54,56,NA,1.38,NA,NA,NA,0.27,0.02,0.49,0.04,1.05,0.04,0,0.08
Peck_et_al_2020,Tillamook,TBOR1504_01PU,56,58,NA,0.97,NA,NA,NA,0.31,0.03,0.75,0.08,1.12,0.06,0,0.14
Peck_et_al_2020,Tillamook,TBOR1504_01PU,58,60,NA,1.39,NA,NA,NA,0.27,0.03,0.52,0.06,1,0.05,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,60,62,NA,1.25,NA,NA,NA,0.32,0.03,0.53,0.06,1.18,0.06,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,62,64,NA,1.38,NA,NA,NA,0.21,0.03,0.44,0.06,1.1,0.06,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,64,66,NA,1.33,NA,NA,NA,0.29,0.02,0.54,0.04,1.11,0.04,0,0.08
Peck_et_al_2020,Tillamook,TBOR1504_01PU,66,68,NA,1.4,NA,NA,NA,0.29,0.02,0.39,0.05,0.93,0.04,0,0.09
Peck_et_al_2020,Tillamook,TBOR1504_01PU,68,70,NA,1.43,NA,NA,NA,0.37,0.03,0.52,0.07,1.15,0.06,0,0.13
Peck_et_al_2020,Tillamook,TBOR1504_01PU,70,72,NA,1.39,NA,NA,NA,0.34,0.03,0.66,0.07,0.86,0.06,0,0.13
Peck_et_al_2020,Tillamook,TBOR1504_01PU,72,74,NA,1.6,NA,NA,NA,0.33,0.03,0.33,0.06,0.83,0.05,0,0.1
Peck_et_al_2020,Tillamook,TBOR1504_01PU,74,76,NA,1.47,NA,NA,NA,0.27,0.03,0.38,0.05,0.91,0.05,0,0.11
Peck_et_al_2020,Tillamook,TBOR1504_01PU,76,78,NA,1.7,NA,NA,NA,-0.01,0.01,0.31,0.05,0.92,0.04,0,0.09
Peck_et_al_2020,Tillamook,TBOR1504_01PU,78,80,NA,1.57,NA,NA,NA,0.24,0.02,0.34,0.06,0.82,0.05,0,0.1
Peck_et_al_2020,Tillamook,TBOR1504_01PU,80,82,NA,1.4,NA,NA,NA,-0.01,0.01,0.39,0.06,0.89,0.05,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,82,84,NA,1.4,NA,NA,NA,0.31,0.03,0.39,0.06,0.96,0.05,0,0.11
Peck_et_al_2020,Tillamook,TBOR1504_01PU,84,86,NA,1.37,NA,NA,NA,0.3,0.03,0.43,0.06,1.01,0.06,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,86,88,NA,1.31,NA,NA,NA,-0.01,0.01,0.37,0.06,1.05,0.06,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,88,90,NA,1.32,NA,NA,NA,0.35,0.03,0.37,0.06,1.13,0.06,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,90,92,NA,1.3,NA,NA,NA,0.29,0.03,-0.07,0.02,1.14,0.06,0,0.08
Peck_et_al_2020,Tillamook,TBOR1504_01PU,92,94,NA,1.4,NA,NA,NA,-0.01,0.01,0.33,0.06,0.93,0.05,0,0.11
Peck_et_al_2020,Tillamook,TBOR1504_01PU,94,96,NA,1.52,NA,NA,NA,0.29,0.03,0.37,0.06,1.02,0.05,0,0.11
Peck_et_al_2020,Tillamook,TBOR1504_01PU,96,98,NA,1.55,NA,NA,NA,0.32,0.03,0.47,0.06,1.03,0.06,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,98,100,NA,1.56,NA,NA,NA,-0.01,0.01,0.4,0.06,0.91,0.05,0,0.11
Peck_et_al_2020,Tillamook,TBOR1504_01PU,100,102,NA,1.63,NA,NA,NA,-0.01,0.01,0.35,0.06,1.05,0.06,0,0.12
Peck_et_al_2020,Tillamook,TBOR1504_01PU,102,104,NA,1.66,NA,NA,NA,-0.01,0.01,-0.07,0.02,1.07,0.06,0,0.08
Peck_et_al_2020,Tillamook,TBOR1504_02PU,0,2,NA,0.3,0.42,0.149284,0.118,-0.04,0.04,12.91,0.4,0.93,0.14,11.98,0.54
Peck_et_al_2020,Tillamook,TBOR1504_02PU,2,4,NA,0.32,0.3,NA,0.087,0.32,0.09,6.34,0.37,0.72,0.15,5.62,0.52
Peck_et_al_2020,Tillamook,TBOR1504_02PU,4,6,NA,0.35,0.27,NA,0.077,-0.04,0.05,4.89,0.32,1.02,0.14,3.88,0.46
Peck_et_al_2020,Tillamook,TBOR1504_02PU,6,8,0.51,0.47,0.21,NA,0.059,0.31,0.06,3.71,0.22,1.03,0.12,2.68,0.34
Peck_et_al_2020,Tillamook,TBOR1504_02PU,8,10,0.56,0.59,0.19,NA,0.053,0.38,0.04,3.38,0.14,1.07,0.08,2.31,0.22
Peck_et_al_2020,Tillamook,TBOR1504_02PU,10,12,NA,0.58,0.18,NA,0.05,0.32,0.06,2.71,0.18,1.01,0.11,1.71,0.29
Peck_et_al_2020,Tillamook,TBOR1504_02PU,12,14,0.44,0.49,0.21,NA,0.061,0.55,0.07,3.49,0.2,0.96,0.11,2.53,0.31
Peck_et_al_2020,Tillamook,TBOR1504_02PU,14,16,0.47,0.53,0.2,NA,0.058,0.66,0.07,2.31,0.18,0.97,0.11,1.33,0.29
Peck_et_al_2020,Tillamook,TBOR1504_02PU,16,18,NA,0.57,0.21,NA,0.058,0.56,0.06,1.8,0.15,0.91,0.09,0.89,0.24
Peck_et_al_2020,Tillamook,TBOR1504_02PU,18,20,0.49,0.64,0.18,NA,0.05,0.47,0.06,1.25,0.14,0.75,0.09,0.5,0.24
Peck_et_al_2020,Tillamook,TBOR1504_02PU,20,22,NA,0.7,0.14,NA,0.041,0.71,0.04,0.73,0.08,0.99,0.07,0,0.15
Peck_et_al_2020,Tillamook,TBOR1504_02PU,22,24,NA,0.6,0.17,NA,0.049,0.87,0.07,0.85,0.13,0.89,0.1,0,0.23
Peck_et_al_2020,Tillamook,TBOR1504_02PU,24,26,0.43,0.58,0.15,NA,0.042,0.88,0.06,0.84,0.11,0.93,0.08,0,0.19
Peck_et_al_2020,Tillamook,TBOR1504_02PU,26,28,0.61,0.68,0.13,NA,0.037,0.99,0.07,0.82,0.12,1.15,0.09,0,0.21
Peck_et_al_2020,Tillamook,TBOR1504_02PU,28,30,0.53,0.7,0.14,NA,0.04,1.4,0.06,0.79,0.09,1.02,0.07,0,0.17
Peck_et_al_2020,Tillamook,TBOR1504_02PU,30,32,0.47,0.63,0.17,NA,0.048,3.11,0.07,0.96,0.11,0.89,0.08,0.07,0.19
Peck_et_al_2020,Tillamook,TBOR1504_02PU,32,34,0.43,0.58,0.16,NA,0.047,2.11,0.1,0.95,0.12,1,0.09,0,0.22
Peck_et_al_2020,Tillamook,TBOR1504_02PU,34,36,0.61,0.65,0.14,NA,0.039,0.83,0.06,1.13,0.12,1.26,0.09,0,0.21
Peck_et_al_2020,Tillamook,TBOR1504_02PU,36,38,0.62,0.6,0.17,NA,0.047,1.29,0.08,1.33,0.14,0.88,0.09,0.46,0.23
Peck_et_al_2020,Tillamook,TBOR1504_02PU,38,40,0.59,0.65,0.14,NA,0.039,1.27,0.07,0.94,0.12,1.08,0.09,0,0.21
Peck_et_al_2020,Tillamook,TBOR1504_02PU,40,42,0.64,0.69,0.14,NA,0.039,0.58,0.06,1.09,0.13,1.09,0.09,0,0.22
Peck_et_al_2020,Tillamook,TBOR1504_02PU,42,44,0.65,0.64,0.14,NA,0.041,0.51,0.05,0.74,0.11,1.15,0.09,0,0.2
Peck_et_al_2020,Tillamook,TBOR1504_02PU,44,46,0.79,0.76,0.13,NA,0.037,0.3,0.04,0.71,0.1,1.01,0.08,0,0.19
Peck_et_al_2020,Tillamook,TBOR1504_02PU,46,48,0.48,0.69,0.13,NA,0.036,0.21,0.04,0.92,0.11,1.13,0.08,0,0.19
Peck_et_al_2020,Tillamook,TBOR1504_02PU,48,50,0.57,0.64,0.15,0.036625,0.042,-0.02,0.02,1.02,0.13,1.24,0.1,0,0.22
Peck_et_al_2020,Tillamook,TBOR1504_03PU,0,2,0.5,0.55,0.24,0.071851,0.069,0.44,0.06,7.72,0.3,1.35,0.11,6.36,0.41
Peck_et_al_2020,Tillamook,TBOR1504_03PU,2,4,0.61,0.58,0.2,NA,0.058,0.46,0.04,4.64,0.18,1.45,0.08,3.19,0.26
Peck_et_al_2020,Tillamook,TBOR1504_03PU,4,6,0.61,0.57,0.2,NA,0.057,0.55,0.06,3.27,0.18,0.96,0.09,2.32,0.27
Peck_et_al_2020,Tillamook,TBOR1504_03PU,6,8,0.56,0.57,0.2,NA,0.056,0.67,0.06,2.98,0.16,1.71,0.1,1.27,0.27
Peck_et_al_2020,Tillamook,TBOR1504_03PU,8,10,0.48,0.55,0.21,NA,0.059,1.11,0.07,2.71,0.16,1.14,0.09,1.57,0.25
Peck_et_al_2020,Tillamook,TBOR1504_03PU,10,12,0.49,0.54,0.21,NA,0.06,1.5,0.08,3.09,0.17,1.67,0.11,1.41,0.28
Peck_et_al_2020,Tillamook,TBOR1504_03PU,12,14,0.47,0.52,0.23,NA,0.064,2.79,0.09,2.65,0.15,1.25,0.09,1.41,0.24
Peck_et_al_2020,Tillamook,TBOR1504_03PU,14,16,0.46,0.53,0.2,NA,0.056,4.69,0.13,2.19,0.15,1.49,0.1,0.71,0.26
Peck_et_al_2020,Tillamook,TBOR1504_03PU,16,18,0.52,0.53,0.19,NA,0.054,5.79,0.15,1.85,0.15,1.21,0.1,0.64,0.25
Peck_et_al_2020,Tillamook,TBOR1504_03PU,18,20,0.47,0.51,0.2,NA,0.057,7.86,0.17,1.82,0.15,1.42,0.11,0.4,0.26
Peck_et_al_2020,Tillamook,TBOR1504_03PU,20,22,0.44,0.51,0.21,NA,0.059,5.48,0.15,2.22,0.16,1.16,0.1,1.06,0.26
Peck_et_al_2020,Tillamook,TBOR1504_03PU,22,24,0.47,0.51,0.21,NA,0.061,1.41,0.08,1.87,0.15,1.13,0.1,0.74,0.26
Peck_et_al_2020,Tillamook,TBOR1504_03PU,24,26,0.4,0.54,0.19,NA,0.055,0.62,0.06,2.31,0.15,1.25,0.1,1.07,0.25
Peck_et_al_2020,Tillamook,TBOR1504_03PU,26,28,0.49,0.59,0.16,NA,0.045,0.4,0.05,1.57,0.13,1.26,0.09,0.31,0.23
Peck_et_al_2020,Tillamook,TBOR1504_03PU,28,30,0.54,0.64,0.15,NA,0.044,-0.01,0.01,1.17,0.1,1.37,0.08,0,0.18
Peck_et_al_2020,Tillamook,TBOR1504_03PU,30,32,0.54,0.67,0.17,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,32,34,0.49,0.56,0.19,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,34,36,0.59,0.61,0.16,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,36,38,0.51,0.63,0.15,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,38,40,0.56,0.67,0.14,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,40,42,0.59,0.62,0.15,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,42,44,0.51,0.65,0.15,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,44,46,0.41,0.61,0.18,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,46,48,0.6,0.58,0.15,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_03PU,48,50,0.42,0.56,0.18,NA,0.052,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Tillamook,TBOR1504_04PU,0,2,0.17,0.39,0.27,0.09341300000000001,0.077,0.3,0.05,6.36,0.25,0.74,0.07,5.62,0.33
Peck_et_al_2020,Tillamook,TBOR1504_04PU,2,4,0.14,0.44,0.21,NA,0.059,0.39,0.06,4.88,0.22,0.63,0.07,4.24,0.29
Peck_et_al_2020,Tillamook,TBOR1504_04PU,4,6,0.33,0.44,0.21,NA,0.061,0.31,0.03,5.27,0.13,0.72,0.04,4.55,0.17
Peck_et_al_2020,Tillamook,TBOR1504_04PU,6,8,0.47,0.63,0.13,NA,0.037,0.25,0.04,2.38,0.15,0.74,0.06,1.64,0.21
Peck_et_al_2020,Tillamook,TBOR1504_04PU,8,10,0.29,0.68,0.13,NA,0.037,0.26,0.04,2.14,0.13,0.77,0.05,1.37,0.18
Peck_et_al_2020,Tillamook,TBOR1504_04PU,10,12,0.56,0.61,0.16,NA,0.044,0.46,0.05,3.45,0.17,0.85,0.06,2.6,0.24
Peck_et_al_2020,Tillamook,TBOR1504_04PU,12,14,0.37,0.48,0.2,NA,0.057,0.36,0.05,5.77,0.23,0.76,0.07,5.01,0.3
Peck_et_al_2020,Tillamook,TBOR1504_04PU,14,16,0.49,0.54,0.16,NA,0.046,0.33,0.05,4.37,0.19,0.75,0.06,3.62,0.26
Peck_et_al_2020,Tillamook,TBOR1504_04PU,16,18,0.72,0.69,0.13,NA,0.036,0.31,0.04,1.48,0.11,0.85,0.05,0.63,0.17
Peck_et_al_2020,Tillamook,TBOR1504_04PU,18,20,0.56,0.64,0.13,NA,0.037,0.37,0.05,2.08,0.14,0.8,0.06,1.28,0.2
Peck_et_al_2020,Tillamook,TBOR1504_04PU,20,22,0.41,0.89,0.12,NA,0.033,0.31,0.03,1.28,0.09,0.6,0.04,0.67,0.14
Peck_et_al_2020,Tillamook,TBOR1504_04PU,22,24,0.58,0.67,0.16,NA,0.047,0.46,0.05,1.72,0.12,0.71,0.06,1,0.18
Peck_et_al_2020,Tillamook,TBOR1504_04PU,24,26,0.41,0.56,0.18,NA,0.051,0.56,0.05,2.95,0.16,0.7,0.06,2.26,0.22
Peck_et_al_2020,Tillamook,TBOR1504_04PU,26,28,0.6,0.56,0.16,NA,0.045,0.58,0.06,2.51,0.17,0.81,0.07,1.7,0.24
Peck_et_al_2020,Tillamook,TBOR1504_04PU,28,30,0.51,0.54,0.17,NA,0.047,0.76,0.05,2.81,0.13,0.69,0.05,2.12,0.18
Peck_et_al_2020,Tillamook,TBOR1504_04PU,30,32,0.52,0.6,0.15,NA,0.042,0.59,0.06,1.72,0.13,0.79,0.06,0.93,0.2
Peck_et_al_2020,Tillamook,TBOR1504_04PU,32,34,0.39,0.62,0.15,NA,0.043,0.46,0.06,1.84,0.15,0.86,0.07,0.98,0.22
Peck_et_al_2020,Tillamook,TBOR1504_04PU,34,36,0.52,0.61,0.16,NA,0.044,0.57,0.05,1.99,0.14,0.77,0.06,1.22,0.2
Peck_et_al_2020,Tillamook,TBOR1504_04PU,36,38,0.6,0.74,0.13,NA,0.037,0.35,0.04,0.8,0.09,0.65,0.05,0.15,0.14
Peck_et_al_2020,Tillamook,TBOR1504_04PU,38,40,0.31,0.77,0.13,NA,0.036,0.33,0.03,0.78,0.07,0.58,0.04,0.2,0.1
Peck_et_al_2020,Tillamook,TBOR1504_04PU,40,42,0.63,0.68,0.14,NA,0.04,0.67,0.06,1.71,0.14,0.58,0.06,1.13,0.2
