"ID","TREEID","COMPID","BIOMASS","EQID","C_CONT","C_CONCID","NOTES"
46009,22817,7,52.04,20,20.29,6,
46010,22818,1,225.86,42,112.93,8,
46011,22818,7,113.63,20,44.31,6,
46012,22819,1,786.93,42,393.46,8,
46013,22819,7,331.48,20,129.27,6,
46014,22820,1,18.75,36,9.37,8,
46015,22820,7,12.44,20,4.85,6,
46016,22821,1,18.49,42,9.24,8,
46017,22821,7,12.42,20,4.84,6,
46018,22822,1,12.67,42,6.33,8,
46019,22822,7,9.60,20,3.74,6,
46020,22823,1,34.45,23,17.23,8,
46021,22823,7,16.92,20,6.60,6,
46022,22824,1,658.23,42,329.12,8,
46023,22824,7,265.92,20,103.71,6,
46024,22825,1,15.43,36,7.71,8,
46025,22825,7,10.31,20,4.02,6,
46026,22826,1,19.34,36,9.67,8,
46027,22826,7,12.81,20,4.99,6,
46028,22827,1,37.54,36,18.77,8,
46029,22827,7,24.27,20,9.46,6,
46030,22828,1,57.95,23,28.97,8,
46031,22828,7,27.05,20,10.55,6,
46032,22829,1,163.33,23,81.66,8,
46033,22829,7,68.91,20,26.87,6,
46034,22830,1,127.61,36,63.80,8,
46035,22830,7,78.83,20,30.74,6,
46036,22831,1,282.79,23,141.39,8,
46037,22831,7,113.08,20,44.10,6,
46038,22832,1,715.10,36,357.55,8,
46039,22832,7,414.42,20,161.62,6,
46040,22833,1,87.03,36,43.51,8,
46041,22833,7,54.53,20,21.27,6,
46042,22834,1,19.90,23,9.95,8,
46043,22834,7,10.31,20,4.02,6,
46044,22835,1,129.35,36,64.67,8,
46045,22835,7,79.87,20,31.14,6,
46046,22836,1,397.54,42,198.77,8,
46047,22836,7,184.54,20,71.97,6,
46048,22837,1,92.15,37,46.07,8,
46049,22837,7,51.06,20,19.91,6,
46050,22838,1,91.13,42,45.56,8,
46051,22838,7,52.17,20,20.34,6,
46052,22839,1,94.31,42,47.15,8,
46053,22839,7,53.72,20,20.95,6,
46054,22840,1,22.58,37,11.29,8,
46055,22840,7,14.03,20,5.47,6,
46056,22841,1,202.95,23,101.47,8,
46057,22841,7,83.81,20,32.68,6,
46058,22842,1,191.89,42,95.94,8,
46059,22842,7,98.80,20,38.53,6,
46060,22843,1,278.63,42,139.31,8,
46061,22843,7,136.05,20,53.06,6,
46062,22844,1,574.48,37,287.24,8,
46063,22844,7,274.30,20,106.97,6,
46064,22845,1,68.10,37,34.05,8,
46065,22845,7,38.68,20,15.08,6,
46066,22846,1,66.34,36,33.17,8,
46067,22846,7,41.98,20,16.37,6,
46068,22847,1,161.69,23,80.84,8,
46069,22847,7,68.27,20,26.62,6,
46070,22848,1,245.58,42,122.79,8,
46071,22848,7,122.09,20,47.61,6,
46072,22849,1,23.10,36,11.55,8,
46073,22849,7,15.20,20,5.93,6,
46074,22850,1,189.41,42,94.70,8,
46075,22850,7,97.71,20,38.10,6,
46076,22851,1,63.97,36,31.98,8,
46077,22851,7,40.54,20,15.81,6,
46078,22852,1,16.05,37,8.02,8,
46079,22852,7,10.25,20,4.00,6,
46080,22853,1,19.34,36,9.67,8,
46081,22853,7,12.81,20,4.99,6,
46082,22854,1,33.76,23,16.88,8,
46083,22854,7,16.61,20,6.47,6,
46084,22855,1,34.78,23,17.39,8,
46085,22855,7,17.06,20,6.65,6,
46086,22856,1,33.36,36,16.68,8,
46087,22856,7,21.66,20,8.44,6,
46088,22857,1,38.72,37,19.36,8,
46089,22857,7,23.02,20,8.98,6,
46090,22858,1,68.10,37,34.05,8,
46091,22858,7,38.68,20,15.08,6,
46092,22859,1,60.58,23,30.29,8,
46093,22859,7,28.15,20,10.98,6,
46094,22860,1,49.31,37,24.65,8,
46095,22860,7,28.75,20,11.21,6,
46096,22861,1,14.90,37,7.45,8,
46097,22861,7,9.58,20,3.73,6,
46098,22862,1,37.74,37,18.87,8,
46099,22862,7,22.49,20,8.77,6,
46100,22863,1,19.06,23,9.53,8,
46101,22863,7,9.91,20,3.86,6,
46102,22864,1,155.08,36,77.54,8,
46103,22864,7,95.11,20,37.09,6,
46104,22865,1,273.92,41,136.96,8,
46105,22865,7,14.16,5,5.52,6,
46106,22866,1,10.69,36,5.34,8,
46107,22866,7,7.24,20,2.82,6,
46108,22867,1,164.89,41,82.44,8,
46109,22867,7,8.19,5,3.19,6,
46110,22868,1,123.25,41,61.62,8,
46111,22868,7,5.98,5,2.33,6,
46112,22869,1,27.94,42,13.97,8,
46113,22869,7,18.92,20,7.38,6,
46114,22870,1,12142.37,42,6071.18,8,
46115,22870,7,3465.22,20,1351.43,6,
46116,22871,1,48.84,23,24.42,8,"Decay reduction factor applied (0.8)."
46117,22871,7,28.36,20,11.06,6,
46118,22872,1,179.72,42,89.86,8,
46119,22872,7,93.40,20,36.42,6,
46120,22873,1,179.72,42,89.86,8,
46121,22873,7,93.40,20,36.42,6,
46122,22874,1,363.53,42,181.76,8,
46123,22874,7,170.92,20,66.66,6,
46124,22875,1,370.77,36,185.38,8,
46125,22875,7,220.17,20,85.86,6,
46126,22876,1,759.75,41,379.87,8,
46127,22876,7,42.56,5,16.59,6,
46128,22877,1,311.13,41,155.56,8,
46129,22877,7,16.25,5,6.33,6,
46130,22878,1,84.27,36,42.13,8,
46131,22878,7,52.87,20,20.62,6,
46132,22879,1,175.09,36,87.54,8,
46133,22879,7,106.90,20,41.69,6,
46134,22880,1,159.03,42,79.51,8,
46135,22880,7,84.10,20,32.80,6,
46136,22881,1,52.87,36,26.43,8,
46137,22881,7,33.74,20,13.16,6,
46138,22882,1,139.87,42,69.93,8,
46139,22882,7,75.33,20,29.38,6,
46140,22883,1,113.00,42,56.50,8,
46141,22883,7,62.74,20,24.46,6,
46142,22884,1,596.61,42,298.30,8,
46143,22884,7,261.41,20,101.95,6,
46144,22885,1,263.96,36,131.98,8,
46145,22885,7,158.73,20,61.90,6,
46146,22886,1,359.51,41,179.75,8,
46147,22886,7,18.99,5,7.40,6,
46148,22887,1,8.31,36,4.15,8,
46149,22887,7,5.68,20,2.21,6,
46150,22888,1,88.02,42,44.01,8,
46151,22888,7,50.63,20,19.74,6,
46152,22889,1,45.36,41,22.68,8,
46153,22889,7,2.03,5,0.79,6,
46154,22890,1,254.34,42,127.17,8,
46155,22890,7,125.81,20,49.06,6,
46156,22891,1,201.63,41,100.81,8,
46157,22891,7,10.17,5,3.96,6,
46158,22892,1,113.00,42,56.50,8,
46159,22892,7,62.74,20,24.46,6,
46160,22893,1,2309.92,42,1154.96,8,
46161,22893,7,834.79,20,325.56,6,
46162,22894,1,647.70,42,323.85,8,
46163,22894,7,280.50,20,109.39,6,
46164,22895,1,21.59,42,10.79,8,
46165,22895,7,15.17,20,5.91,6,
46166,22896,1,62.92,42,31.46,8,
46167,22896,7,37.97,20,14.80,6,
46168,22897,1,82.76,23,41.38,8,
46169,22897,7,37.39,20,14.58,6,
46170,22898,1,2485.32,42,1242.66,8,
46171,22898,7,888.87,20,346.66,6,
46172,22899,1,191.89,42,95.94,8,
46173,22899,7,98.80,20,38.53,6,
46174,22900,1,138.34,23,69.17,8,
46175,22900,7,59.44,20,23.18,6,
46176,22901,1,38.03,23,19.01,8,
46177,22901,7,18.53,20,7.23,6,
46178,22902,1,36.40,23,18.20,8,
46179,22902,7,17.81,20,6.94,6,
46180,22903,1,151.90,41,75.95,8,
46181,22903,7,7.49,5,2.92,6,
46182,22904,1,78.87,23,39.43,8,
46183,22904,7,35.80,20,13.96,6,
46184,22905,1,242.70,42,121.35,8,
46185,22905,7,120.86,20,47.13,6,
46186,22906,1,701.40,42,350.70,8,
46187,22906,7,300.33,20,117.13,6,
46188,22907,1,20.31,42,10.16,8,
46189,22907,7,14.40,20,5.61,6,
46190,22908,1,8.50,42,4.25,8,
46191,22908,7,6.82,20,2.66,6,
46192,22909,1,5.30,42,2.65,8,
46193,22909,7,4.55,20,1.77,6,
46194,22910,1,7.79,42,3.89,8,
46195,22910,7,6.32,20,2.46,6,
46196,22911,1,12.70,41,6.35,8,
46197,22911,7,0.51,5,0.20,6,
46198,22912,1,7.11,42,3.55,8,
46199,22912,7,5.85,20,2.28,6,
46200,22913,1,7.69,23,3.84,8,
46201,22913,7,4.38,20,1.70,6,
46202,22914,1,9.25,42,4.63,8,
46203,22914,7,7.33,20,2.86,6,
46204,22915,1,11.31,42,5.65,8,
46205,22915,7,8.71,20,3.40,6,
46206,22916,1,28.15,23,14.08,8,
46207,22916,7,14.13,20,5.51,6,
46208,22917,1,218.51,23,109.25,8,
46209,22917,7,89.79,20,35.02,6,
46210,22918,1,6.88,38,3.44,8,
46211,22918,7,4.65,20,1.81,6,
46212,22919,1,13.56,23,6.78,8,
46213,22919,7,7.29,20,2.84,6,
46214,22920,1,12.97,23,6.48,8,
46215,22920,7,7.00,20,2.73,6,
46216,22921,1,12.97,23,6.48,8,
46217,22921,7,7.00,20,2.73,6,
46218,22922,1,47.37,23,23.68,8,
46219,22922,7,22.53,20,8.78,6,
46220,22923,1,11.30,23,5.65,8,
46221,22923,7,6.18,20,2.41,6,
46222,22924,3,5.55,11,2.77,8,
46223,22924,7,16.40,20,6.39,6,
46224,22925,1,10.77,23,5.38,8,
46225,22925,7,5.92,20,2.31,6,
46226,22926,1,13.48,23,6.74,8,
46227,22926,7,7.25,20,2.82,6,
46228,22927,3,3.85,11,1.92,8,
46229,22927,7,10.94,20,4.26,6,
46230,22928,1,11.33,38,5.66,8,
46231,22928,7,7.69,20,3.00,6,
46232,22929,1,27.82,23,13.91,8,
46233,22929,7,13.94,20,5.43,6,
46234,22930,1,30.25,23,15.12,8,
46235,22930,7,15.03,20,5.86,6,
46236,22931,3,5.23,11,2.61,8,
46237,22931,7,15.65,20,6.10,6,
46238,22932,1,18.49,42,9.24,8,
46239,22932,7,12.42,20,4.84,6,
46240,22933,1,20.47,23,10.23,8,
46241,22933,7,10.57,20,4.12,6,
46242,22934,1,1890.10,42,945.05,8,
46243,22934,7,657.17,20,256.29,6,
46244,22935,1,42.52,38,21.26,8,
46245,22935,7,29.22,20,11.39,6,
46246,22936,1,93.64,23,46.82,8,"Decay reduction factor applied (0.8)."
46247,22936,7,50.98,20,19.88,6,
46248,22937,1,54.10,23,27.05,8,
46249,22937,7,25.41,20,9.91,6,
46250,22938,1,168.03,42,84.01,8,
46251,22938,7,82.44,20,32.15,6,
46252,22939,1,135.57,23,67.78,8,
46253,22939,7,58.21,20,22.70,6,
46254,22940,1,22.08,23,11.04,8,
46255,22940,7,11.32,20,4.41,6,
46256,22941,1,30.28,42,15.14,8,
46257,22941,7,18.96,20,7.39,6,
46258,22942,1,62.90,23,31.45,8,
46259,22942,7,29.11,20,11.35,6,
46260,22943,1,32.82,38,16.41,8,
46261,22943,7,22.50,20,8.77,6,
46262,22944,1,690.45,42,345.22,8,
46263,22944,7,277.05,20,108.05,6,
46264,22945,1,25.50,38,12.75,8,
46265,22945,7,17.44,20,6.80,6,
46266,22946,1,17.43,38,8.71,8,
46267,22946,7,11.88,20,4.63,6,
46268,22947,1,122.01,23,61.00,8,"Decay reduction factor applied (0.95)."
46269,22947,7,55.44,20,21.62,6,
46270,22948,1,112.66,23,56.33,8,
46271,22948,7,49.25,20,19.21,6,
46272,22949,1,293.87,23,146.93,8,
46273,22949,7,117.01,20,45.63,6,
46274,22950,1,114.81,42,57.40,8,
46275,22950,7,59.46,20,23.19,6,
46276,22951,1,60.94,38,30.47,8,
46277,22951,7,42.02,20,16.39,6,
46278,22952,1,183.29,23,91.64,8,
46279,22952,7,76.42,20,29.80,6,
46280,22953,1,93.95,23,46.97,8,
46281,22953,7,41.82,20,16.31,6,
46282,22954,1,88.43,23,44.21,8,
46283,22954,7,39.58,20,15.44,6,
46284,22955,1,6.47,42,3.23,8,
46285,22955,7,5.04,20,1.96,6,
46286,22956,1,12.97,23,6.48,8,
46287,22956,7,7.00,20,2.73,6,
46288,22957,3,6.22,11,3.11,8,
46289,22957,7,20.27,20,7.90,6,
46290,22958,1,12.40,23,6.20,8,
46291,22958,7,6.72,20,2.62,6,
46292,22959,1,152.47,42,76.23,8,
46293,22959,7,81.12,20,31.63,6,
46294,22960,1,718.03,42,359.01,8,
46295,22960,7,306.42,20,119.50,6,
46296,22961,1,22.66,23,11.33,8,
46297,22961,7,11.59,20,4.52,6,
46298,22962,1,17.42,23,8.71,8,
46299,22962,7,9.14,20,3.56,6,
46300,22963,1,11.71,23,5.85,8,
46301,22963,7,6.38,20,2.49,6,
46302,22964,1,10.26,23,5.13,8,
46303,22964,7,5.67,20,2.21,6,
46304,22965,1,2.89,40,1.44,8,
46305,22965,7,,1001,,6,
46306,22966,1,28.70,42,14.35,8,
46307,22966,7,18.11,20,7.06,6,
46308,22967,1,1154.01,42,577.00,8,
46309,22967,7,430.42,20,167.86,6,
46310,22968,1,307.61,42,153.80,8,
46311,22968,7,148.10,20,57.76,6,
46312,22969,1,29.00,23,14.50,8,
46313,22969,7,14.47,20,5.64,6,
46314,22970,1,30.64,23,15.32,8,
46315,22970,7,15.21,20,5.93,6,
46316,22971,1,22.92,23,11.46,8,
46317,22971,7,11.70,20,4.56,6,
46318,22972,1,61.38,23,30.69,8,
46319,22972,7,28.47,20,11.10,6,
46320,22973,1,27.35,23,13.68,8,
46321,22973,7,13.73,20,5.35,6,
46322,22974,1,18.49,42,9.24,8,
46323,22974,7,12.42,20,4.84,6,
46324,22975,1,40.83,42,20.41,8,
46325,22975,7,24.50,20,9.55,6,
46326,22976,1,72.99,23,36.49,8,
46327,22976,7,33.30,20,12.98,6,
46328,22977,1,44.79,42,22.39,8,
46329,22977,7,26.52,20,10.34,6,
46330,22978,1,52.26,42,26.13,8,
46331,22978,7,30.27,20,11.80,6,
46332,22979,1,66.19,23,33.09,8,"Decay reduction factor applied (0.95)."
46333,22979,7,31.96,20,12.46,6,
46334,22980,1,89.21,23,44.61,8,"Decay reduction factor applied (0.95)."
46335,22980,7,41.85,20,16.32,6,
46336,22981,3,3.90,11,1.95,8,
46337,22981,7,12.08,20,4.71,6,
46338,22982,1,126.00,42,63.00,8,
46339,22982,7,64.40,20,25.11,6,
46340,22983,1,11.09,23,5.54,8,"Decay reduction factor applied (0.95)."
46341,22983,7,6.38,20,2.48,6,
46342,22984,1,76.23,42,38.11,8,
46343,22984,7,41.85,20,16.32,6,
46344,22985,1,21.16,23,10.58,8,"Decay reduction factor applied (0.95)."
46345,22985,7,11.42,20,4.45,6,
46346,22986,1,66.75,42,33.37,8,
46347,22986,7,37.34,20,14.56,6,
46348,22987,1,27.94,42,13.97,8,
46349,22987,7,17.69,20,6.90,6,
46350,22988,1,161.07,23,80.53,8,"Decay reduction factor applied (0.95)."
46351,22988,7,71.32,20,27.81,6,
46352,22989,1,15.20,23,7.60,8,"Decay reduction factor applied (0.8)."
46353,22989,7,9.88,20,3.85,6,
46354,22990,1,2.89,40,1.44,8,
46355,22990,7,,1001,,6,
46356,22991,1,5.30,42,2.65,8,
46357,22991,7,4.25,20,1.66,6,
46358,22992,1,10.87,23,5.43,8,
46359,22992,7,5.97,20,2.32,6,
46360,22993,1,11.40,23,5.70,8,
46361,22993,7,6.23,20,2.43,6,
46362,22994,3,2.37,11,1.19,8,
46363,22994,7,6.50,20,2.53,6,
46364,22995,1,46.40,23,23.20,8,
46365,22995,7,22.12,20,8.63,6,
46366,22996,1,16.21,23,8.10,8,
46367,22996,7,8.56,20,3.34,6,
46368,22997,3,6.55,11,3.27,8,
46369,22997,7,20.04,20,7.81,6,
46370,22998,1,18.93,23,9.47,8,
46371,22998,7,9.85,20,3.84,6,
46372,22999,3,2.37,11,1.19,8,
46373,22999,7,6.50,20,2.53,6,
46374,23000,1,2.89,40,1.44,8,
46375,23000,7,,1001,,6,
46376,23001,1,33.31,23,16.65,8,
46377,23001,7,16.40,20,6.39,6,
46378,23002,1,16.88,23,8.44,8,
46379,23002,7,8.88,20,3.46,6,
46380,23003,1,126.40,37,63.20,8,
46381,23003,7,66.65,20,25.99,6,
46382,23004,3,2.84,11,1.42,8,
46383,23004,7,7.94,20,3.09,6,
46384,23005,1,13.48,23,6.74,8,
46385,23005,7,7.25,20,2.82,6,
46386,23006,1,1221.61,23,610.80,8,"Decay reduction factor applied (0.95)."
46387,23006,7,443.44,20,172.94,6,
46388,23007,1,17.33,42,8.66,8,
46389,23007,7,11.75,20,4.58,6,
46390,23008,1,77.64,42,38.82,8,
46391,23008,7,42.52,20,16.58,6,
46392,23009,1,66.75,42,33.37,8,
46393,23009,7,37.34,20,14.56,6,
46394,23010,1,25.39,23,12.69,8,
46395,23010,7,12.84,20,5.00,6,
46396,23011,1,25.52,23,12.76,8,
46397,23011,7,12.90,20,5.03,6,
46398,23012,1,43.45,34,21.72,8,
46399,23012,7,19.81,35,7.72,6,
46400,23013,1,56.97,23,28.48,8,
46401,23013,7,26.62,20,10.38,6,
46402,23014,1,100.11,23,50.06,8,
46403,23014,7,44.27,20,17.26,6,
46404,23015,1,19.18,38,9.59,8,
46405,23015,7,13.08,20,5.10,6,
46406,23016,1,653.02,34,326.51,8,
46407,23016,7,88.95,35,34.69,6,
46408,23017,1,203.56,34,101.78,8,
46409,23017,7,46.62,35,18.18,6,
46410,23018,1,48.67,23,24.33,8,
46411,23018,7,23.09,20,9.00,6,
46412,23019,1,13.56,23,6.78,8,
46413,23019,7,7.29,20,2.84,6,
46414,23020,1,287.15,23,143.57,8,
46415,23020,7,114.62,20,44.70,6,
46416,23021,1,9.45,37,4.72,8,
46417,23021,7,6.15,20,2.40,6,
46418,23022,1,100.11,23,50.06,8,
46419,23022,7,44.27,20,17.26,6,
46420,23023,1,47.90,42,23.95,8,
46421,23023,7,28.09,20,10.95,6,
46422,23024,1,65.16,23,32.58,8,
46423,23024,7,30.06,20,11.72,6,
46424,23025,1,14.90,37,7.45,8,
46425,23025,7,9.35,20,3.64,6,
46426,23026,1,122.19,42,61.10,8,
46427,23026,7,62.73,20,24.46,6,
46428,23027,1,84.18,37,42.09,8,
46429,23027,7,45.88,20,17.89,6,
46430,23028,1,12.97,23,6.48,8,
46431,23028,7,7.00,20,2.73,6,
46432,23029,1,22.06,23,11.03,8,
46433,23029,7,11.31,20,4.41,6,
46434,23030,1,12.28,23,6.14,8,
46435,23030,7,6.66,20,2.60,6,
46436,23031,1,26.34,37,13.17,8,
46437,23031,7,15.78,20,6.15,6,
46438,23032,1,266.31,42,133.16,8,
46439,23032,7,122.37,20,47.72,6,
46440,23033,1,272.43,42,136.21,8,
46441,23033,7,124.78,20,48.66,6,
46442,23034,1,11.57,40,5.78,8,
46443,23034,7,,1001,,6,
46444,23035,1,10.77,23,5.38,8,
46445,23035,7,5.92,20,2.31,6,
46446,23036,3,2.82,11,1.41,8,
46447,23036,7,7.47,20,2.91,6,
46448,23037,1,24.79,37,12.39,8,
46449,23037,7,14.92,20,5.82,6,
46450,23038,1,27.82,23,13.91,8,
46451,23038,7,13.94,20,5.43,6,
46452,23039,1,22.66,23,11.33,8,
46453,23039,7,11.59,20,4.52,6,
46454,23040,1,425.29,42,212.65,8,
46455,23040,7,182.83,20,71.30,6,
46456,23041,1,16.46,23,8.23,8,
46457,23041,7,8.70,20,3.39,6,
46458,23042,1,18.54,23,9.27,8,
46459,23042,7,9.69,20,3.78,6,
46460,23043,1,29.82,41,14.91,8,
46461,23043,7,1.29,5,0.50,6,
46462,23044,1,28.86,41,14.43,8,
46463,23044,7,1.25,5,0.48,6,
46464,23045,1,21.79,41,10.89,8,
46465,23045,7,0.92,5,0.36,6,
46466,23046,1,6.64,23,3.32,8,
46467,23046,7,3.83,20,1.49,6,
46468,23047,1,187.76,36,93.88,8,
46469,23047,7,114.34,20,44.59,6,
46470,23048,1,108.01,23,54.00,8,
46471,23048,7,47.55,20,18.54,6,
46472,23049,1,15.48,23,7.74,8,
46473,23049,7,8.23,20,3.21,6,
46474,23050,1,281.94,34,140.97,8,
46475,23050,7,55.85,35,21.78,6,
46476,23051,1,273.92,23,136.96,8,
46477,23051,7,110.11,20,42.94,6,
46478,23052,1,357.38,23,178.69,8,
46479,23052,7,139.98,20,54.59,6,
46480,23053,1,401.80,34,200.90,8,
46481,23053,7,67.96,35,26.50,6,
46482,23054,1,19.08,23,9.54,8,
46483,23054,7,9.94,20,3.88,6,
46484,23055,1,56.07,36,28.03,8,
46485,23055,7,35.71,20,13.92,6,
46486,23056,1,100.54,23,50.27,8,
46487,23056,7,44.56,20,17.38,6,
46488,23057,1,635.85,41,317.92,8,
46489,23057,7,35.12,5,13.69,6,
46490,23058,1,117.41,23,58.70,8,
46491,23058,7,51.26,20,19.99,6,
46492,23059,1,72.54,23,36.27,8,
46493,23059,7,33.19,20,12.94,6,
46494,23060,1,64.39,23,32.19,8,
46495,23060,7,29.81,20,11.62,6,
46496,23061,1,59.98,23,29.99,8,
46497,23061,7,27.96,20,10.90,6,
46498,23062,1,98.04,41,49.02,8,
46499,23062,7,4.67,5,1.82,6,
46500,23063,1,38.17,23,19.08,8,
46501,23063,7,18.59,20,7.25,6,
46502,23064,1,39.30,36,19.65,8,
46503,23064,7,25.36,20,9.89,6,
46504,23065,1,41.71,41,20.85,8,
46505,23065,7,1.86,5,0.72,6,
46506,23066,1,21.79,41,10.89,8,
46507,23066,7,0.92,5,0.36,6,
46508,23067,1,130.66,23,65.33,8,
46509,23067,7,56.46,20,22.02,6,
46510,23068,1,46.01,23,23.00,8,
46511,23068,7,22.01,20,8.58,6,
46512,23069,1,412.04,41,206.02,8,
46513,23069,7,22.00,5,8.58,6,
46514,23070,1,39.37,41,19.68,8,
46515,23070,7,1.74,5,0.68,6,
46516,23071,1,562.17,41,281.08,8,
46517,23071,7,30.75,5,11.99,6,
46518,23072,1,315.01,41,157.50,8,
46519,23072,7,16.46,5,6.42,6,
46520,23073,1,177.17,36,88.58,8,
46521,23073,7,108.12,20,42.17,6,
46522,23074,1,192.76,41,96.38,8,
46523,23074,7,9.69,5,3.78,6,
46524,23075,1,106.06,41,53.03,8,
46525,23075,7,5.09,5,1.98,6,
46526,23076,1,25.18,41,12.59,8,
46527,23076,7,1.08,5,0.42,6,
46528,23077,1,925.79,41,462.89,8,
46529,23077,7,52.67,5,20.54,6,
46530,23078,1,175.73,41,87.87,8,
46531,23078,7,8.77,5,3.42,6,
46532,23079,1,792.76,41,396.38,8,
46533,23079,7,44.55,5,17.37,6,
46534,23080,1,66.39,41,33.19,8,
46535,23080,7,3.07,5,1.19,6,
46536,23081,1,459.06,41,229.53,8,
46537,23081,7,24.71,5,9.64,6,
46538,23082,1,176.71,38,88.35,8,
46539,23082,7,123.08,20,48.00,6,
46540,23083,1,19.43,41,9.71,8,
46541,23083,7,0.81,5,0.31,6,
46542,23084,1,14.07,23,7.03,8,
46543,23084,7,7.56,20,2.94,6,
46544,23085,1,347.03,41,173.51,8,
46545,23085,7,18.28,5,7.13,6,
46546,23086,3,4.61,11,2.30,8,
46547,23086,7,13.34,20,5.20,6,
46548,23087,1,216.92,41,108.46,8,
46549,23087,7,11.01,5,4.29,6,
46550,23088,1,54.59,41,27.29,8,
46551,23088,7,2.48,5,0.97,6,
46552,23089,1,106.06,41,53.03,8,
46553,23089,7,5.09,5,1.98,6,
46554,23090,1,675.29,34,337.64,8,
46555,23090,7,90.62,35,35.34,6,
46556,23091,1,195.69,41,97.84,8,
46557,23091,7,9.85,5,3.84,6,
46558,23092,1,192.76,41,96.38,8,
46559,23092,7,9.69,5,3.78,6,
46560,23093,1,39.83,23,19.92,8,
46561,23093,7,19.33,20,7.53,6,
46562,23094,1,57.85,23,28.92,8,
46563,23094,7,27.06,20,10.55,6,
46564,23095,1,711.35,38,355.67,8,
46565,23095,7,502.05,20,195.80,6,
46566,23096,1,74.31,38,37.15,8,
46567,23096,7,51.33,20,20.02,6,
46568,23097,1,16.97,23,8.48,8,
46569,23097,7,8.94,20,3.49,6,
46570,23098,1,13.62,23,6.81,8,
46571,23098,7,7.34,20,2.86,6,
46572,23099,1,10.67,38,5.33,8,
46573,23099,7,7.23,20,2.82,6,
46574,23100,1,9.58,23,4.79,8,
46575,23100,7,5.34,20,2.08,6,
46576,23101,1,116.63,42,58.31,8,
46577,23101,7,64.46,20,25.14,6,
46578,23102,1,122.28,23,61.14,8,
46579,23102,7,53.18,20,20.74,6,
46580,23103,1,54.40,38,27.20,8,
46581,23103,7,37.47,20,14.61,6,
46582,23104,1,261.35,36,130.67,8,
46583,23104,7,157.22,20,61.31,6,
46584,23105,1,71.21,36,35.60,8,
46585,23105,7,44.95,20,17.53,6,
46586,23106,1,281.95,23,140.97,8,
46587,23106,7,113.02,20,44.08,6,
46588,23107,1,23.45,41,11.72,8,
46589,23107,7,1.00,5,0.39,6,
46590,23108,1,324.17,23,162.08,8,
46591,23108,7,128.19,20,49.99,6,
46592,23109,1,13.45,38,6.72,8,
46593,23109,7,9.14,20,3.56,6,
46594,23110,1,334.85,42,167.42,8,
46595,23110,7,159.28,20,62.12,6,
46596,23111,1,511.03,42,255.51,8,
46597,23111,7,228.90,20,89.27,6,
46598,23112,1,165.75,42,82.87,8,
46599,23112,7,87.14,20,33.98,6,
46600,23113,1,50.52,38,25.26,8,
46601,23113,7,34.77,20,13.56,6,
46602,23114,1,51.77,34,25.89,8,
46603,23114,7,21.83,35,8.51,6,
46604,23115,1,20.95,42,10.47,8,
46605,23115,7,14.78,20,5.76,6,
46606,23116,1,7.41,38,3.70,8,
46607,23116,7,5.01,20,1.95,6,
46608,23117,1,7.14,38,3.57,8,
46609,23117,7,4.83,20,1.88,6,
46610,23118,1,1261.48,42,630.74,8,
46611,23118,7,496.87,20,193.78,6,
46612,23119,1,23.96,38,11.98,8,
46613,23119,7,16.37,20,6.38,6,
46614,23120,1,275.52,42,137.76,8,
46615,23120,7,134.75,20,52.55,6,
46616,23121,1,4054.74,42,2027.37,8,
46617,23121,7,1352.60,20,527.51,6,
46618,23122,1,463.53,38,231.76,8,
46619,23122,7,325.83,20,127.07,6,
46620,23123,1,463.53,38,231.76,8,
46621,23123,7,325.83,20,127.07,6,
46622,23124,1,1010.54,42,505.27,8,
46623,23124,7,410.79,20,160.21,6,
46624,23125,1,17.43,38,8.71,8,
46625,23125,7,11.88,20,4.63,6,
46626,23126,1,204.55,42,102.27,8,
46627,23126,7,104.37,20,40.70,6,
46628,23127,1,30.11,23,15.05,8,
46629,23127,7,15.01,20,5.85,6,
46630,23128,1,53.61,38,26.80,8,
46631,23128,7,36.92,20,14.40,6,
46632,23129,1,463.53,38,231.76,8,
46633,23129,7,325.83,20,127.07,6,
46634,23130,1,24.95,34,12.48,8,
46635,23130,7,14.57,35,5.68,6,
46636,23131,1,137.26,38,68.63,8,
46637,23131,7,95.37,20,37.19,6,
46638,23132,1,153.09,23,76.54,8,
46639,23132,7,64.97,20,25.34,6,
46640,23133,1,56.46,23,28.23,8,
46641,23133,7,26.41,20,10.30,6,
46642,23134,1,28.92,40,14.46,8,
46643,23134,7,,1001,,6,
46644,23135,1,23.48,23,11.74,8,
46645,23135,7,11.96,20,4.66,6,
46646,23136,1,17.35,40,8.67,8,
46647,23136,7,,1001,,6,
46648,23137,1,73.11,23,36.55,8,
46649,23137,7,33.32,20,12.99,6,
46650,23138,1,107.66,23,53.83,8,
46651,23138,7,47.29,20,18.44,6,
46652,23139,1,310.43,23,155.21,8,
46653,23139,7,122.86,20,47.91,6,
46654,23140,1,269.71,23,134.85,8,
46655,23140,7,108.22,20,42.20,6,
46656,23141,1,86.78,40,43.39,8,
46657,23141,7,,1001,,6,
46658,23142,1,21.98,38,10.99,8,
46659,23142,7,15.01,20,5.85,6,
46660,23143,1,115.71,40,57.85,8,
46661,23143,7,,1001,,6,
46662,23144,1,3296.01,42,1648.00,8,
46663,23144,7,1132.40,20,441.63,6,
46664,23145,1,86.78,40,43.39,8,
46665,23145,7,,1001,,6,
