Province,Wetland,Site,Soil depth,"TN 
(g kg-1)","LOC 
(g kg-1)","MBC 
(mg kg-1)","DOC
(mg kg-1)","TP
(g kg-1)",C:N ,pH,"EC
(μS cm-1)",Soil water content (%),"Bulk density
(g cm-3)","Clay 
(%)","Silt
(%)","Sand 
(%)","Λ8
(g kg-1 OC)",S/V,C/V,(Ad/Al)v,(Ad/Al)s,
Fujian,Zhangjiang River Estuary,2 ,0—10,1.74 ,5.26 ,714.92 ,78.81 ,0.89 ,13.09 ,6.42 ,2300 ,58.39 ,0.61 ,12.81 ,59.95 ,27.24 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,2 ,10—20,1.48 ,3.01 ,450.33 ,60.19 ,0.69 ,11.57 ,6.90 ,1880 ,54.00 ,0.69 ,21.30 ,72.72 ,5.98 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,2 ,20—30,1.51 ,2.67 ,242.04 ,46.30 ,0.71 ,10.60 ,6.35 ,2030 ,53.50 ,0.67 ,20.15 ,69.85 ,10.00 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,2 ,30—40,1.27 ,5.46 ,164.55 ,56.65 ,0.68 ,11.23 ,6.89 ,1730 ,49.83 ,0.78 ,20.83 ,70.49 ,8.68 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,3 ,0—10,2.10 ,4.72 ,477.11 ,42.78 ,0.96 ,11.37 ,6.42 ,1930 ,49.77 ,0.72 ,11.43 ,60.75 ,27.82 ,8.90 ,1.53 ,0.55 ,0.25 ,0.19 ,
Fujian,Zhangjiang River Estuary,3 ,10—20,1.64 ,3.18 ,525.93 ,51.54 ,0.77 ,13.04 ,6.46 ,2420 ,48.12 ,0.74 ,14.91 ,62.11 ,22.98 ,6.31 ,1.38 ,0.70 ,0.28 ,0.24 ,
Fujian,Zhangjiang River Estuary,3 ,20—30,1.52 ,4.04 ,488.41 ,62.15 ,0.83 ,11.86 ,6.64 ,2990 ,46.59 ,0.76 ,15.44 ,70.05 ,14.51 ,5.66 ,1.26 ,0.64 ,0.28 ,0.25 ,
Fujian,Zhangjiang River Estuary,3 ,30—40,1.31 ,3.09 ,120.85 ,59.06 ,0.69 ,13.23 ,6.72 ,3800 ,44.86 ,0.84 ,18.02 ,70.12 ,11.86 ,7.73 ,1.28 ,0.76 ,0.27 ,0.24 ,
Fujian,Zhangjiang River Estuary,4 ,0—10,1.57 ,5.41 ,498.57 ,64.21 ,0.96 ,15.23 ,6.24 ,2340 ,55.19 ,0.68 ,14.93 ,65.18 ,19.90 ,32.75 ,2.17 ,1.57 ,0.23 ,0.30 ,
Fujian,Zhangjiang River Estuary,4 ,10—20,1.49 ,2.73 ,317.19 ,32.87 ,0.72 ,12.45 ,6.73 ,1990 ,54.00 ,0.65 ,14.08 ,73.93 ,11.99 ,15.57 ,1.90 ,1.16 ,0.26 ,0.28 ,
Fujian,Zhangjiang River Estuary,4 ,20—30,1.28 ,5.17 ,294.21 ,44.04 ,0.67 ,13.34 ,6.50 ,2300 ,51.52 ,0.78 ,13.65 ,67.78 ,18.57 ,12.19 ,1.70 ,1.24 ,0.26 ,0.27 ,
Fujian,Zhangjiang River Estuary,4 ,30—40,1.22 ,5.96 ,74.39 ,41.59 ,0.74 ,11.48 ,7.17 ,2220 ,50.06 ,0.73 ,7.56 ,54.84 ,37.60 ,9.11 ,1.46 ,1.21 ,0.27 ,0.26 ,
Fujian,Zhangjiang River Estuary,5 ,0—10,2.17 ,4.51 ,400.42 ,48.97 ,0.96 ,11.62 ,6.08 ,2550 ,47.80 ,0.75 ,17.55 ,69.34 ,13.12 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,5 ,10—20,1.58 ,3.26 ,487.66 ,48.35 ,0.79 ,13.33 ,6.47 ,2230 ,49.19 ,0.73 ,20.93 ,68.78 ,10.29 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,5 ,20—30,1.53 ,3.58 ,320.17 ,63.05 ,0.76 ,11.85 ,6.96 ,2710 ,46.09 ,0.80 ,19.37 ,68.16 ,12.47 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,5 ,30—40,1.28 ,4.92 ,394.21 ,59.08 ,0.70 ,13.54 ,6.84 ,3140 ,45.83 ,0.74 ,22.13 ,70.02 ,7.85 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,6 ,0—10,1.61 ,5.73 ,519.49 ,88.59 ,0.90 ,15.43 ,6.53 ,2370 ,59.06 ,0.50 ,13.18 ,59.81 ,27.01 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,6 ,10—20,1.44 ,3.47 ,92.92 ,49.57 ,0.69 ,11.94 ,6.67 ,1670 ,55.09 ,0.67 ,22.09 ,71.96 ,5.95 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,6 ,20—30,1.31 ,5.51 ,274.88 ,51.56 ,0.68 ,12.06 ,6.79 ,1390 ,54.25 ,0.66 ,7.69 ,52.24 ,40.08 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,6 ,30—40,1.21 ,5.64 ,77.97 ,37.51 ,0.73 ,11.77 ,7.21 ,1650 ,50.31 ,0.78 ,14.82 ,69.72 ,15.46 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,7 ,0—10,1.48 ,5.69 ,425.93 ,63.89 ,0.74 ,12.96 ,6.45 ,3730 ,44.00 ,0.89 ,18.63 ,70.87 ,10.51 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,7 ,10—20,1.41 ,4.99 ,441.45 ,73.79 ,0.62 ,13.60 ,6.16 ,4830 ,45.39 ,0.83 ,15.84 ,67.48 ,16.68 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,7 ,20—30,1.37 ,6.93 ,314.92 ,183.78 ,0.63 ,15.31 ,3.78 ,6640 ,47.89 ,0.74 ,13.73 ,66.11 ,20.16 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,7 ,30—40,1.26 ,5.60 ,91.01 ,197.85 ,0.61 ,14.30 ,3.94 ,7410 ,44.98 ,0.88 ,19.21 ,70.23 ,10.56 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,8 ,0—10,1.49 ,6.57 ,330.57 ,56.19 ,0.87 ,14.26 ,6.92 ,2490 ,44.55 ,0.78 ,18.65 ,64.76 ,16.59 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,8 ,10—20,1.24 ,7.58 ,54.60 ,86.92 ,0.64 ,12.79 ,7.49 ,3650 ,39.96 ,0.94 ,12.92 ,63.27 ,23.82 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,8 ,20—30,1.14 ,2.99 ,289.88 ,91.59 ,0.62 ,13.10 ,7.97 ,3870 ,40.61 ,0.97 ,18.06 ,69.13 ,12.81 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,8 ,30—40,1.68 ,6.49 ,454.21 ,98.55 ,0.88 ,9.76 ,6.73 ,6700 ,43.90 ,0.82 ,16.06 ,70.73 ,13.21 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,9 ,0—10,1.49 ,5.75 ,489.08 ,73.33 ,0.75 ,13.04 ,6.93 ,2040 ,44.37 ,0.82 ,21.37 ,67.13 ,11.50 ,11.62 ,1.93 ,0.41 ,0.27 ,0.17 ,
Fujian,Zhangjiang River Estuary,9 ,10—20,1.39 ,4.39 ,515.51 ,69.98 ,0.64 ,13.85 ,6.00 ,3960 ,46.14 ,0.81 ,17.79 ,68.84 ,13.37 ,13.91 ,1.54 ,0.39 ,0.22 ,0.16 ,
Fujian,Zhangjiang River Estuary,9 ,20—30,1.39 ,5.25 ,69.90 ,170.01 ,0.62 ,13.85 ,5.99 ,5570 ,46.67 ,0.80 ,19.76 ,68.94 ,11.31 ,10.31 ,1.43 ,0.51 ,0.24 ,0.19 ,
Fujian,Zhangjiang River Estuary,9 ,30—40,1.40 ,3.40 ,418.52 ,205.36 ,0.60 ,13.55 ,3.86 ,6580 ,48.19 ,0.76 ,12.60 ,61.12 ,26.29 ,10.05 ,1.25 ,0.45 ,0.28 ,0.25 ,
Fujian,Zhangjiang River Estuary,10 ,0—10,1.51 ,4.28 ,531.92 ,78.28 ,0.95 ,12.79 ,7.17 ,2560 ,47.71 ,0.80 ,13.91 ,71.23 ,14.86 ,15.79 ,1.82 ,1.35 ,0.27 ,0.25 ,
Fujian,Zhangjiang River Estuary,10 ,10—20,1.25 ,4.21 ,356.12 ,86.30 ,0.68 ,13.05 ,7.09 ,3700 ,44.62 ,0.82 ,11.97 ,63.16 ,24.88 ,13.18 ,1.70 ,0.77 ,0.26 ,0.23 ,
Fujian,Zhangjiang River Estuary,10 ,20—30,1.24 ,3.83 ,184.37 ,88.39 ,0.69 ,12.74 ,7.90 ,3590 ,43.32 ,0.88 ,19.21 ,70.91 ,9.88 ,6.21 ,1.28 ,0.54 ,0.29 ,0.28 ,
Fujian,Zhangjiang River Estuary,10 ,30—40,1.23 ,4.15 ,264.13 ,91.34 ,0.88 ,12.77 ,7.95 ,3730 ,42.76 ,0.88 ,19.37 ,69.86 ,10.78 ,6.86 ,1.31 ,0.45 ,0.28 ,0.24 ,
Fujian,Zhangjiang River Estuary,11 ,0—10,1.47 ,3.78 ,457.50 ,68.61 ,0.72 ,13.77 ,6.74 ,2070 ,34.75 ,0.97 ,18.07 ,68.95 ,12.98 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,11 ,10—20,1.49 ,5.96 ,478.48 ,71.88 ,0.62 ,12.79 ,5.40 ,4300 ,46.81 ,0.75 ,15.37 ,68.13 ,16.49 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,11 ,20—30,1.38 ,5.84 ,192.41 ,176.90 ,0.64 ,13.86 ,4.04 ,5680 ,44.71 ,0.85 ,14.23 ,65.99 ,19.78 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,11 ,30—40,1.45 ,5.26 ,254.77 ,201.61 ,0.60 ,14.03 ,3.57 ,8280 ,51.16 ,0.63 ,18.08 ,70.47 ,11.45 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,12 ,0—10,1.65 ,5.31 ,431.25 ,67.24 ,0.92 ,12.90 ,7.05 ,2530 ,45.19 ,0.82 ,16.17 ,66.33 ,17.51 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,12 ,10—20,1.27 ,5.07 ,205.36 ,86.61 ,0.68 ,13.09 ,7.59 ,3940 ,44.76 ,0.84 ,21.37 ,67.84 ,10.80 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,12 ,20—30,1.11 ,4.44 ,237.12 ,89.99 ,0.65 ,14.23 ,7.74 ,4830 ,43.04 ,0.90 ,13.07 ,68.81 ,18.12 ,nd,nd,nd,nd,nd,
Fujian,Zhangjiang River Estuary,12 ,30—40,1.31 ,4.24 ,359.17 ,94.94 ,0.87 ,13.24 ,7.75 ,4770 ,45.11 ,0.86 ,19.76 ,67.17 ,13.07 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,1 ,0—10,1.92 ,4.16 ,871.24 ,112.75 ,0.73 ,9.29 ,6.22 ,7100 ,53.28 ,0.71 ,10.60 ,59.43 ,29.97 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,1 ,10—20,1.83 ,5.53 ,634.80 ,70.35 ,0.61 ,9.43 ,6.28 ,7340 ,51.71 ,0.71 ,17.77 ,52.47 ,29.76 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,1 ,20—30,1.85 ,4.84 ,799.24 ,101.81 ,0.56 ,9.63 ,6.05 ,7940 ,55.34 ,0.54 ,18.76 ,52.71 ,28.52 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,1 ,30—40,1.80 ,5.17 ,615.10 ,56.85 ,0.59 ,9.34 ,6.03 ,7810 ,52.52 ,0.75 ,10.09 ,60.87 ,29.05 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,2 ,0—10,1.82 ,4.29 ,820.72 ,86.18 ,0.79 ,9.55 ,6.78 ,9310 ,55.86 ,0.59 ,12.74 ,62.00 ,25.26 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,2 ,10—20,1.84 ,4.13 ,677.16 ,67.28 ,0.72 ,10.11 ,6.42 ,8620 ,54.94 ,0.59 ,21.36 ,59.31 ,19.34 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,2 ,20—30,1.55 ,3.51 ,665.83 ,73.41 ,0.64 ,9.33 ,6.13 ,9000 ,56.48 ,0.59 ,15.22 ,65.43 ,19.36 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,2 ,30—40,1.34 ,2.29 ,663.16 ,72.34 ,0.53 ,9.60 ,6.22 ,7730 ,45.48 ,0.74 ,17.25 ,49.75 ,33.01 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,3 ,0—10,2.06 ,2.84 ,946.05 ,112.14 ,0.80 ,8.52 ,7.01 ,6440 ,49.64 ,0.70 ,14.63 ,65.10 ,20.26 ,10.43 ,1.52 ,0.95 ,0.30 ,0.25 ,
Guangdong,Zhanjiang,3 ,10—20,2.07 ,3.54 ,716.96 ,79.16 ,0.70 ,8.20 ,6.31 ,7230 ,51.55 ,0.68 ,13.81 ,63.05 ,23.14 ,16.60 ,1.73 ,0.35 ,0.24 ,0.16 ,
Guangdong,Zhanjiang,3 ,20—30,1.88 ,4.17 ,498.53 ,65.83 ,0.61 ,9.07 ,6.62 ,7250 ,52.40 ,0.73 ,18.88 ,56.18 ,24.94 ,14.47 ,1.71 ,0.36 ,0.26 ,0.18 ,
Guangdong,Zhanjiang,3 ,30—40,1.93 ,3.47 ,439.44 ,39.18 ,0.60 ,9.13 ,6.75 ,7550 ,52.55 ,0.62 ,9.70 ,54.71 ,35.60 ,18.95 ,1.76 ,0.34 ,0.23 ,0.16 ,
Guangdong,Zhanjiang,4 ,0—10,1.73 ,3.30 ,583.78 ,84.68 ,0.78 ,9.72 ,6.17 ,8800 ,58.76 ,0.53 ,18.04 ,49.42 ,32.54 ,17.60 ,1.74 ,0.69 ,0.25 ,0.22 ,
Guangdong,Zhanjiang,4 ,10—20,1.64 ,3.24 ,538.97 ,44.77 ,0.58 ,9.77 ,5.76 ,8530 ,57.68 ,0.56 ,15.63 ,59.96 ,24.41 ,17.57 ,1.69 ,0.67 ,0.27 ,0.24 ,
Guangdong,Zhanjiang,4 ,20—30,1.67 ,3.26 ,353.12 ,75.42 ,0.59 ,9.72 ,6.00 ,8970 ,58.47 ,0.58 ,15.08 ,40.26 ,44.66 ,16.62 ,1.88 ,0.67 ,0.26 ,0.21 ,
Guangdong,Zhanjiang,4 ,30—40,1.73 ,2.55 ,348.59 ,77.36 ,0.61 ,9.69 ,5.91 ,9570 ,60.39 ,0.60 ,17.23 ,53.29 ,29.48 ,17.62 ,1.74 ,0.58 ,0.25 ,0.22 ,
Guangdong,Zhanjiang,5 ,0—10,2.19 ,3.26 ,803.53 ,91.88 ,0.81 ,8.30 ,7.10 ,6690 ,50.00 ,0.70 ,17.72 ,48.45 ,33.83 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,5 ,10—20,2.30 ,2.98 ,508.53 ,72.94 ,0.67 ,7.98 ,7.01 ,6900 ,61.64 ,0.67 ,19.41 ,59.12 ,21.47 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,5 ,20—30,1.78 ,2.67 ,491.79 ,73.29 ,0.60 ,9.08 ,6.79 ,6590 ,58.02 ,0.68 ,17.94 ,54.30 ,27.77 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,5 ,30—40,2.01 ,3.09 ,682.77 ,38.13 ,0.63 ,7.67 ,6.53 ,7420 ,44.79 ,0.65 ,14.12 ,41.65 ,44.23 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,6 ,0—10,1.77 ,4.26 ,735.29 ,67.23 ,0.80 ,9.48 ,6.58 ,9130 ,55.24 ,0.58 ,20.48 ,59.96 ,19.56 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,6 ,10—20,1.78 ,3.74 ,327.57 ,50.99 ,0.66 ,9.34 ,6.40 ,9080 ,56.93 ,0.57 ,14.02 ,62.71 ,23.27 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,6 ,20—30,1.93 ,3.74 ,340.75 ,65.94 ,0.62 ,8.80 ,6.36 ,8220 ,56.84 ,0.62 ,18.38 ,59.04 ,22.58 ,nd,nd,nd,nd,nd,
Guangdong,Zhanjiang,6 ,30—40,1.91 ,2.76 ,583.33 ,50.15 ,0.60 ,8.67 ,6.66 ,8620 ,54.59 ,0.64 ,8.92 ,56.99 ,34.10 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,1 ,0—10,1.20 ,4.79 ,404.50 ,68.82 ,0.31 ,8.81 ,4.43 ,3990 ,42.28 ,1.23 ,5.44 ,16.94 ,77.63 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,1 ,10—20,1.14 ,2.93 ,437.77 ,97.35 ,0.33 ,9.38 ,4.35 ,4420 ,45.38 ,1.15 ,7.42 ,22.43 ,70.15 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,1 ,20—30,0.83 ,4.94 ,238.92 ,83.37 ,0.41 ,8.90 ,4.06 ,3520 ,27.80 ,1.55 ,5.80 ,15.96 ,78.24 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,1 ,30—40,0.43 ,3.78 ,250.85 ,33.99 ,0.12 ,5.69 ,3.87 ,1580 ,21.83 ,1.53 ,1.05 ,3.64 ,95.32 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,2 ,0—10,1.51 ,7.27 ,428.24 ,74.13 ,0.48 ,8.64 ,5.71 ,7700 ,92.98 ,0.76 ,9.72 ,35.19 ,55.09 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,2 ,10—20,1.15 ,4.06 ,295.96 ,96.80 ,0.33 ,8.53 ,4.44 ,5010 ,54.01 ,1.08 ,7.06 ,20.77 ,72.17 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,2 ,20—30,0.78 ,5.27 ,312.12 ,38.72 ,0.26 ,8.90 ,4.93 ,3490 ,26.85 ,1.49 ,4.37 ,12.20 ,83.43 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,2 ,30—40,0.89 ,1.31 ,512.59 ,46.16 ,0.29 ,8.60 ,4.83 ,3300 ,30.31 ,1.40 ,2.43 ,6.87 ,90.70 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,3 ,0—10,1.09 ,4.96 ,318.95 ,47.59 ,0.23 ,8.62 ,5.57 ,3920 ,39.20 ,1.25 ,4.00 ,13.16 ,82.84 ,18.22 ,1.69 ,0.36 ,0.26 ,0.19 ,
Guangxi,Beihai,3 ,10—20,1.06 ,4.62 ,166.53 ,116.55 ,0.25 ,9.04 ,5.21 ,4160 ,38.90 ,1.28 ,9.87 ,30.29 ,59.84 ,16.93 ,1.63 ,0.29 ,0.26 ,0.18 ,
Guangxi,Beihai,3 ,20—30,0.99 ,7.93 ,360.73 ,69.05 ,0.32 ,8.20 ,4.38 ,3770 ,34.48 ,1.35 ,6.23 ,16.99 ,76.78 ,23.46 ,1.63 ,0.40 ,0.34 ,0.24 ,
Guangxi,Beihai,3 ,30—40,0.37 ,3.78 ,141.03 ,47.47 ,0.12 ,7.59 ,3.70 ,2490 ,19.74 ,1.55 ,2.66 ,7.54 ,89.80 ,29.46 ,1.46 ,0.47 ,0.45 ,0.30 ,
Guangxi,Beihai,4 ,0—10,1.49 ,1.97 ,478.22 ,67.15 ,0.50 ,9.06 ,5.69 ,6180 ,60.63 ,1.05 ,7.90 ,30.49 ,61.62 ,9.24 ,1.50 ,0.34 ,0.29 ,0.25 ,
Guangxi,Beihai,4 ,10—20,1.35 ,5.01 ,613.36 ,106.65 ,0.36 ,8.69 ,4.28 ,5600 ,52.37 ,1.06 ,9.79 ,27.87 ,62.34 ,21.17 ,1.64 ,0.67 ,0.28 ,0.25 ,
Guangxi,Beihai,4 ,20—30,0.84 ,2.41 ,312.15 ,51.73 ,0.25 ,7.46 ,4.62 ,3010 ,24.15 ,1.48 ,3.05 ,8.53 ,88.42 ,14.22 ,1.32 ,0.42 ,0.36 ,0.31 ,
Guangxi,Beihai,4 ,30—40,0.79 ,5.11 ,232.31 ,41.61 ,0.22 ,5.92 ,4.45 ,3060 ,25.98 ,1.53 ,3.17 ,8.29 ,88.54 ,22.89 ,1.41 ,0.26 ,0.28 ,0.21 ,
Guangxi,Beihai,5 ,0—10,1.14 ,4.61 ,361.73 ,58.21 ,0.34 ,8.98 ,5.35 ,3650 ,44.01 ,1.20 ,4.39 ,14.30 ,81.31 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,5 ,10—20,1.09 ,6.46 ,302.15 ,106.95 ,0.30 ,9.65 ,4.27 ,3650 ,37.31 ,1.29 ,4.98 ,15.95 ,79.07 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,5 ,20—30,0.76 ,7.17 ,299.83 ,76.21 ,0.30 ,8.19 ,4.80 ,3280 ,28.44 ,1.48 ,4.74 ,13.54 ,81.72 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,5 ,30—40,0.84 ,3.78 ,195.94 ,40.73 ,0.12 ,6.77 ,4.17 ,3370 ,28.64 ,1.44 ,3.50 ,9.88 ,86.62 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,6 ,0—10,1.55 ,4.81 ,453.23 ,70.64 ,0.50 ,8.74 ,4.10 ,7120 ,56.08 ,0.99 ,10.69 ,35.76 ,53.56 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,6 ,10—20,0.91 ,3.33 ,454.66 ,101.73 ,0.35 ,7.99 ,4.28 ,4580 ,33.82 ,1.38 ,9.69 ,27.17 ,63.14 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,6 ,20—30,0.79 ,1.89 ,312.14 ,45.22 ,0.26 ,7.36 ,4.07 ,3860 ,33.42 ,1.34 ,6.58 ,17.79 ,75.62 ,nd,nd,nd,nd,nd,
Guangxi,Beihai,6 ,30—40,0.70 ,2.43 ,372.45 ,43.88 ,0.25 ,6.43 ,3.60 ,2750 ,22.32 ,1.52 ,4.91 ,13.81 ,81.28 ,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,1 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Qinglan Harbor,2 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Xinying Harbor,3 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,4 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,5 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,6 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,7 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,8 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,9 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,10 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,11 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,12 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,13 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,14 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,15 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,16 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,17 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,18 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,19 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,20 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,21 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,22 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,23 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,24 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,25 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,26 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Dongzhai Bay,27 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Qianglan Harbor,28 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Qianglan Harbor,29 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Qianglan Harbor,30 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Qianglan Harbor,31 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Qinglan Harbor,32 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
Hainan,Sanya Bay,33 ,0—100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,
