Source,Site,Subsite,Season,Core,Habitat_type,Species,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
Human et al (2022),Swartkops Estuary,4,Winter,2,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.29463653,1.197633333,3.680243746,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,2,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.09347873,1.583066667,4.384379665,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,2,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.124716662,1.427266667,4.411914201,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,3,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,3.818196477,1.217566667,4.141733342,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,3,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.109958446,1.284166667,4.398905638,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,3,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.750164919,1.485133333,4.081767227,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,3,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.744621113,1.272996667,3.195435093,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,4,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.68159487,1.213466667,4.902772031,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,4,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.329420634,1.367066667,4.592349611,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,4,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.357701485,1.64,3.735832072,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,4,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.276742683,1.4703,2.783025723,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,5,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.36232671,0.972833333,5.502800097,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,5,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.678571257,1.021,4.900106882,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,5,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.832590535,1.348233333,4.154420922,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,5,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.277181158,1.4605,2.783412215,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,6,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.492565711,0.5667,6.499044258,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,6,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.214147623,1.011466667,5.372188297,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,6,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.608396611,1.227733333,3.95680618,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,6,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.643591489,1.116766667,3.106382979,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,1,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,2.509618731,1.3555,2.988293284,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,1,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.694424903,1.129233333,5.795526578,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,1,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.420023184,1.4554,3.790765257,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,1,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.328602272,1.475633333,2.828737129,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,2,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.512422859,0.800266667,6.516547253,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,2,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.933732226,1.2516,3.362126246,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,2,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.622516702,1.106833333,3.969252271,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,2,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.30529262,1.5423,2.808190939,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.66440044,1.137,5.769061648,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.972202796,1.438033333,2.514590388,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.443181186,1.5879,2.929732204,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,5.077887505,1.5456,5.25208242,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.866333259,0.889333333,5.947054437,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.048583376,1.53,3.463361283,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.627667439,1.569033333,3.092346795,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.07672679,1.603266667,2.6067226,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.601286191,0.885966667,4.831984302,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.659378827,1.1884,3.120298657,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.859672348,1.718833333,3.296846495,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.72485691,1.4775,3.178014024,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0,0.05,LOI,3.840756802,1.1865,4.161619041,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.328273663,1.2931,3.709893048,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.520739313,1.5342,2.998095472,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Winter,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.483299662,1.658166667,2.965094458,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,1,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,7.843096858,0.785733333,7.689463956,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,1,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.337505715,0.709166667,2.836585028,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,1,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.118713092,1.205033333,2.64373124,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,1,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.321974689,0.848633333,3.704340845,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,2,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.679027634,0.5482,6.663400294,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,2,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.463432235,1.623933333,2.947582402,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,2,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.163688807,0.846066667,2.683374885,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,2,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.280891985,0.8282,2.786683107,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,3,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,7.891034839,0.6416,7.731718677,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,3,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.802701798,0.972566667,2.365184484,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,3,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,,,,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,3,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.856292835,1.104566667,3.293867638,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,4,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.614473582,0.855033333,5.725053841,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,4,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.160012031,1.038566667,2.680134007,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,4,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.363970719,0.726366667,1.978466918,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,4,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.420918432,0.914066667,2.910108799,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,5,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.841362802,0.7978,6.806489909,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,5,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.403285736,1.045133333,3.776012107,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,5,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.163339201,1.955633333,2.683066726,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,5,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.631436431,1.0346,2.214223386,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,6,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,8.386683739,0.800866667,8.386683739,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,6,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.971840069,1.163733333,2.971840069,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,6,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.456731328,0.965666667,2.456731328,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,6,Winter,6,Saltmarsh,Spartina maritima,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.11593664,0.870766667,3.11593664,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0,0.05,LOI,1.933268701,1.471273333,2.030574485,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.525581225,1.573766667,1.554248422,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.427054162,1.475543333,1.439133265,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.762655522,1.344776667,1.831236735,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.645757975,1.249396667,1.694658225,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,9.393589723,1.59896,10.74692105,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,3.992021081,1.672083333,4.435940041,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.908353986,1.653146667,2.001465108,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.341474419,1.588796667,1.339145249,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0,0.05,LOI,3.558655103,1.383533333,3.929612224,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.693584853,1.388873333,1.750537274,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.691765598,1.46157,1.748411728,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.712471727,1.373,1.772603958,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.95599319,1.510843333,2.057124886,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.593962542,1.53244,1.634142472,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,1.745177967,1.655393333,1.810816645,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.830030264,1.64424,1.909954743,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.766320133,1.70319,1.835518324,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0,0.05,LOI,1.861217924,1.355626667,1.946393182,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.99372103,1.548903333,2.101204615,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.733721014,1.220646667,1.797430791,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,4.518134756,1.448193333,5.05063063,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,6.229082313,1.587836667,7.049634669,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.510451868,1.425306667,1.536571875,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,9.027836513,1.46192,10.31958934,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,6.33988536,1.3309,7.179092604,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.85,1,LOI,13.25539275,1.430456667,15.25890028,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0,0.05,LOI,8.462046931,1.527583333,9.658542974,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,3.97317475,1.505786667,4.413920727,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,3.13292422,1.715313333,3.432204954,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.454628216,1.443666667,2.639710499,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,3.689216157,1.464766667,4.082154641,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,4.970869401,1.457856667,5.579588037,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,3.323660428,1.558293333,3.655053661,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.23675089,1.5473,1.216790385,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.335050429,1.684226667,1.331639712,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0,0.05,LOI,1.91109342,1.4338,2.004665755,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,12.12974481,1.489026667,13.94373736,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.685872423,1.429386667,1.741526373,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.619071892,1.483663333,1.663479252,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.680242718,1.403743333,1.734948847,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.625046443,1.65186,1.670459683,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,3.539230044,1.52891,3.906916748,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.700403037,1.578546667,1.758503373,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.570193591,1.468946667,1.606371762,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0,0.05,LOI,2.066885589,1.089166667,2.186687217,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.682243335,1.49487,1.737286289,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.500573792,1.409223333,1.525030719,(0.8559*SOM_perc)+0.1953
