Study ID,Sample_ID,Country,Latitude,Longitude,LOI,OC,ecosystem
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_95,Madagascar,NA,NA,5.97,2.13,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_96,Madagascar,NA,NA,7.67,2.17,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_97,Madagascar,NA,NA,6.96,2.37,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_98,Madagascar,NA,NA,8.59,2.43,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_99,Madagascar,NA,NA,6.7,2.47,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_100,Madagascar,NA,NA,6.81,2.49,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_101,Madagascar,NA,NA,8.05,2.64,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_102,Madagascar,NA,NA,10.75,2.75,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_103,Madagascar,NA,NA,8.14,2.77,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_104,Madagascar,NA,NA,11.32,3.91,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_105,Madagascar,NA,NA,11.42,4.28,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_106,Madagascar,NA,NA,13.49,5.02,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_107,Madagascar,NA,NA,12.37,5.11,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_108,Madagascar,NA,NA,11.46,5.42,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_109,Madagascar,NA,NA,13.59,5.73,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_110,Madagascar,NA,NA,13.24,5.77,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_111,Madagascar,NA,NA,13.6,5.88,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_112,Madagascar,NA,NA,12.94,7.33,mangrove
Blue Ventures Unpublished in  Jones et al 2016,madgasgar_113,Madagascar,NA,NA,16.15,8.39,mangrove
Chen and Twilley 1999,Everglades,USA,25.7459,-80.555,66.54,33.46,mangrove
Gutierrez et al. (2016),HDPM,Mexico,22.25,-105.55,3.2,1.45,mangrove
Gutierrez et al. (2016),HDPF,Mexico,22.25,-105.55,2.79,1.72,mangrove
Gutierrez et al. (2016),LDQL,Mexico,22.25,-105.55,4.55,2.69,mangrove
Gutierrez et al. (2016),LDMM,Mexico,22.25,-105.55,4.83,2.79,mangrove
Kauffman et al. (2011),Palau_1,Indonesia,-0.8679,119.9047,21.13,9.88,mangrove
Kauffman et al. (2011),Palau_2,Indonesia,-0.8679,119.9047,26.85,9.89,mangrove
Kauffman et al. (2011),Palau_3,Indonesia,-0.8679,119.9047,26.72,10.26,mangrove
Kauffman et al. (2011),Palau_4,Indonesia,-0.8679,119.9047,17.13,10.72,mangrove
Kauffman et al. (2011),Palau_5,Indonesia,-0.8679,119.9047,26.31,10.74,mangrove
Kauffman et al. (2011),Palau_6,Indonesia,-0.8679,119.9047,29.11,11.35,mangrove
Kauffman et al. (2011),Palau_7,Indonesia,-0.8679,119.9047,29.64,12.08,mangrove
Kauffman et al. (2011),Palau_8,Indonesia,-0.8679,119.9047,22.85,12.19,mangrove
Kauffman et al. (2011),Palau_9,Indonesia,-0.8679,119.9047,42.54,12.47,mangrove
Kauffman et al. (2011),Palau_10,Indonesia,-0.8679,119.9047,27.91,12.57,mangrove
Kauffman et al. (2011),Palau_11,Indonesia,-0.8679,119.9047,24.98,12.93,mangrove
Kauffman et al. (2011),Palau_12,Indonesia,-0.8679,119.9047,33.89,13.06,mangrove
Kauffman et al. (2011),Palau_13,Indonesia,-0.8679,119.9047,17.79,13.28,mangrove
Kauffman et al. (2011),Palau_14,Indonesia,-0.8679,119.9047,26.84,13.54,mangrove
Kauffman et al. (2011),Palau_15,Indonesia,-0.8679,119.9047,28.3,13.54,mangrove
Kauffman et al. (2011),Palau_16,Indonesia,-0.8679,119.9047,29.23,13.9,mangrove
Kauffman et al. (2011),Palau_17,Indonesia,-0.8679,119.9047,24.05,14.26,mangrove
Kauffman et al. (2011),Palau_18,Indonesia,-0.8679,119.9047,29.63,14.27,mangrove
Kauffman et al. (2011),Palau_19,Indonesia,-0.8679,119.9047,39.74,14.29,mangrove
Kauffman et al. (2011),Palau_20,Indonesia,-0.8679,119.9047,39.34,14.78,mangrove
Kauffman et al. (2011),Palau_21,Indonesia,-0.8679,119.9047,33.49,14.89,mangrove
Kauffman et al. (2011),Palau_22,Indonesia,-0.8679,119.9047,42.27,14.9,mangrove
Kauffman et al. (2011),Palau_23,Indonesia,-0.8679,119.9047,31.49,15.25,mangrove
Kauffman et al. (2011),Palau_24,Indonesia,-0.8679,119.9047,22.58,15.59,mangrove
Kauffman et al. (2011),Palau_25,Indonesia,-0.8679,119.9047,23.78,15.59,mangrove
Kauffman et al. (2011),Palau_26,Indonesia,-0.8679,119.9047,42.27,15.88,mangrove
Kauffman et al. (2011),Palau_27,Indonesia,-0.8679,119.9047,29.89,15.97,mangrove
Kauffman et al. (2011),Palau_28,Indonesia,-0.8679,119.9047,41.34,16.12,mangrove
Kauffman et al. (2011),Palau_29,Indonesia,-0.8679,119.9047,35.88,16.23,mangrove
Kauffman et al. (2011),Palau_30,Indonesia,-0.8679,119.9047,28.96,16.33,mangrove
Kauffman et al. (2011),Palau_31,Indonesia,-0.8679,119.9047,28.7,16.7,mangrove
Kauffman et al. (2011),Palau_32,Indonesia,-0.8679,119.9047,29.36,17.06,mangrove
Kauffman et al. (2011),Palau_33,Indonesia,-0.8679,119.9047,38.41,17.32,mangrove
Kauffman et al. (2011),Palau_34,Indonesia,-0.8679,119.9047,31.09,17.8,mangrove
Kauffman et al. (2011),Palau_35,Indonesia,-0.8679,119.9047,32.28,17.8,mangrove
Kauffman et al. (2011),Palau_36,Indonesia,-0.8679,119.9047,38.8,17.93,mangrove
Kauffman et al. (2011),Palau_37,Indonesia,-0.8679,119.9047,40.4,18.06,mangrove
Kauffman et al. (2011),Palau_38,Indonesia,-0.8679,119.9047,38,18.3,mangrove
Kauffman et al. (2011),Palau_39,Indonesia,-0.8679,119.9047,41.6,18.42,mangrove
Kauffman et al. (2011),Palau_40,Indonesia,-0.8679,119.9047,39.46,18.54,mangrove
Kauffman et al. (2011),Palau_41,Indonesia,-0.8679,119.9047,42.53,18.55,mangrove
Kauffman et al. (2011),Palau_42,Indonesia,-0.8679,119.9047,40.4,18.79,mangrove
Kauffman et al. (2011),Palau_43,Indonesia,-0.8679,119.9047,35.87,19.02,mangrove
Kauffman et al. (2011),Palau_44,Indonesia,-0.8679,119.9047,36.67,19.02,mangrove
Kauffman et al. (2011),Palau_45,Indonesia,-0.8679,119.9047,34.01,19.26,mangrove
Kauffman et al. (2011),Palau_46,Indonesia,-0.8679,119.9047,40.93,19.27,mangrove
Kauffman et al. (2011),Palau_47,Indonesia,-0.8679,119.9047,37.07,19.63,mangrove
Kauffman et al. (2011),Palau_48,Indonesia,-0.8679,119.9047,38.67,19.63,mangrove
Kauffman et al. (2011),Palau_49,Indonesia,-0.8679,119.9047,42.92,19.76,mangrove
Kauffman et al. (2011),Palau_50,Indonesia,-0.8679,119.9047,37.87,20.12,mangrove
Kauffman et al. (2011),Palau_51,Indonesia,-0.8679,119.9047,39.86,20.12,mangrove
Kauffman et al. (2011),Palau_52,Indonesia,-0.8679,119.9047,45.32,20.13,mangrove
Kauffman et al. (2011),Palau_53,Indonesia,-0.8679,119.9047,40.79,20.37,mangrove
Kauffman et al. (2011),Palau_54,Indonesia,-0.8679,119.9047,43.18,20.61,mangrove
Kauffman et al. (2011),Palau_55,Indonesia,-0.8679,119.9047,44.25,20.74,mangrove
Kauffman et al. (2011),Palau_56,Indonesia,-0.8679,119.9047,44.92,20.86,mangrove
Kauffman et al. (2011),Palau_57,Indonesia,-0.8679,119.9047,42.92,21.1,mangrove
Kauffman et al. (2011),Palau_58,Indonesia,-0.8679,119.9047,42.25,21.22,mangrove
Kauffman et al. (2011),Palau_59,Indonesia,-0.8679,119.9047,36.8,21.57,mangrove
Kauffman et al. (2011),Palau_60,Indonesia,-0.8679,119.9047,43.58,21.59,mangrove
Kauffman et al. (2011),Palau_61,Indonesia,-0.8679,119.9047,41.32,21.7,mangrove
Kauffman et al. (2011),Palau_62,Indonesia,-0.8679,119.9047,42.25,21.83,mangrove
Kauffman et al. (2011),Palau_63,Indonesia,-0.8679,119.9047,47.04,22.2,mangrove
Kauffman et al. (2011),Palau_64,Indonesia,-0.8679,119.9047,49.83,22.33,mangrove
Kauffman et al. (2011),Palau_65,Indonesia,-0.8679,119.9047,45.44,22.44,mangrove
Kauffman et al. (2011),Palau_66,Indonesia,-0.8679,119.9047,44.65,22.8,mangrove
Kauffman et al. (2011),Palau_67,Indonesia,-0.8679,119.9047,43.98,23.17,mangrove
Kauffman et al. (2011),Palau_68,Indonesia,-0.8679,119.9047,43.18,23.53,mangrove
Kauffman et al. (2011),Palau_69,Indonesia,-0.8679,119.9047,50.1,23.66,mangrove
Kauffman et al. (2011),Palau_69,Indonesia,-0.8679,119.9047,36.24,12.71,mangrove
Kauffman et al. (2011),Palau_69,Indonesia,-0.8679,119.9047,35.04,6.02,mangrove
Kauffman et al. (2011),Palau_70,Indonesia,-0.8679,119.9047,39.45,24.01,mangrove
Kauffman et al. (2011),Palau_71,Indonesia,-0.8679,119.9047,40.92,24.37,mangrove
Kauffman et al. (2011),Palau_72,Indonesia,-0.8679,119.9047,44.37,24.87,mangrove
Kauffman et al. (2011),Palau_73,Indonesia,-0.8679,119.9047,45.97,26.21,mangrove
Kauffman et al. (2011),Palau_74,Indonesia,-0.8679,119.9047,48.1,26.21,mangrove
Kauffman et al. (2011),Palau_75,Indonesia,-0.8679,119.9047,40.78,27.41,mangrove
Kauffman et al. (2011),Palau_76,Indonesia,-0.8679,119.9047,42.9,27.66,mangrove
Kazungu 1996,Kenya,-4.3667,39.5,39.5,10.46,4.66,mangrove
Kazungu 1996,Gazi Bay_1,Kenya,-4.3667,39.5,10.64,4.12,mangrove
Kazungu 1996,Gazi Bay_2,Kenya,-4.3667,39.5,9.23,3.51,mangrove
Kazungu 1996,Gazi Bay_3,Kenya,-4.3667,39.5,7.34,2.87,mangrove
Kazungu 1996,Gazi Bay_4,Kenya,-4.3667,39.5,5.46,1.77,mangrove
Kazungu 1996,Gazi Bay_5,Kenya,-4.3667,39.5,3.07,1.06,mangrove
Kazungu 1996,Gazi Bay_6,Kenya,-4.3667,39.5,2.4,0.81,mangrove
Kazungu 1996,Gazi Bay_7,Kenya,-4.3667,39.5,19.16,9.59,mangrove
Kazungu 1996,Gazi Bay_8,Kenya,-4.3667,39.5,17.48,9.32,mangrove
Kazungu 1996,Gazi Bay_9,Kenya,-4.3667,39.5,21.08,9.27,mangrove
Kazungu 1996,Gazi Bay_10,Kenya,-4.3667,39.5,17.36,8.22,mangrove
Kazungu 1996,Gazi Bay_11,Kenya,-4.3667,39.5,15.55,8.06,mangrove
Kazungu 1996,Gazi Bay_12,Kenya,-4.3667,39.5,14.16,7.84,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,2.59,0.41,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,3.42,0.91,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,3.28,0.92,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,4.3,1.06,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,4.03,1.12,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,3.06,1.16,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,3.66,1.27,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,3.29,1.75,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,3.42,1.9,mangrove
Schile et al. (2017),Abu al Abyad 3 yr,United Arab Emirates,24.2016,53.802,4.7,2.37,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,2.43,0.29,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,2.55,0.48,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,2.75,0.57,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,2.98,0.62,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.11,0.62,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,2.45,0.64,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.34,0.65,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.88,0.74,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.31,0.75,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.29,0.76,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.53,0.77,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,4.06,0.92,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.6,0.94,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.47,0.96,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,4.67,0.96,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.67,1.03,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.16,1.04,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.96,1.04,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,3.58,1.23,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,4.67,1.33,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,4.55,1.51,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,4.2,1.56,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,6.17,1.86,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,6.03,2.05,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,6.09,2.55,mangrove
Schile et al. (2017),Al Shalila,United Arab Emirates,24.4343,54.5424,10.88,4.63,mangrove
Schile et al. (2017),Bu Tinah Janoub,United Arab Emirates,24.6283,53.0526,2.96,0.44,mangrove
Schile et al. (2017),Bu Tinah Janoub,United Arab Emirates,24.6283,53.0526,3.66,0.5,mangrove
Schile et al. (2017),Bu Tinah Janoub,United Arab Emirates,24.6283,53.0526,3.36,0.5,mangrove
Schile et al. (2017),Bu Tinah Janoub,United Arab Emirates,24.6283,53.0526,3.32,0.52,mangrove
Schile et al. (2017),Bu Tinah Janoub,United Arab Emirates,24.6283,53.0526,3.79,0.94,mangrove
Schile et al. (2017),Bu Tinah Janoub,United Arab Emirates,24.6283,53.0526,3.85,1.22,mangrove
Schile et al. (2017),Bu Tinah Janoub,United Arab Emirates,24.6283,53.0526,7.47,3.24,mangrove
Schile et al. (2017),Bu Tinah Janoub,United Arab Emirates,24.6283,53.0526,16.98,6.48,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,3.51,0.19,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,3.41,0.63,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,3.85,0.68,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,3.78,0.78,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,3.88,0.85,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,3.75,0.9,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,3.24,1.15,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,3.78,1.34,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,10.69,2.51,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,10.47,3.54,mangrove
Schile et al. (2017),Bu Tinah Shamal,United Arab Emirates,24.6283,53.0526,14.72,6.27,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,2.75,0.25,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,3.73,0.83,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,3.71,0.89,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,4.34,0.92,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,4.22,1.03,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,4.2,1.08,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,4.25,1.6,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,5.32,1.7,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,5.17,1.73,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,9.14,3.46,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,15.13,6.46,mangrove
Schile et al. (2017),Eastern Mangrove,United Arab Emirates,24.4423,54.4574,17.71,7.03,mangrove
Schile et al. (2017),schile_1,United Arab Emirates,NA,NA,6.5,1.26,mangrove
Schile et al. (2017),schile_2,United Arab Emirates,NA,NA,10.44,4.1,mangrove
Schile et al. (2017),schile_3,United Arab Emirates,NA,NA,13.13,5.9,mangrove
Schile et al. (2017),schile_4,United Arab Emirates,NA,NA,10.64,3.52,mangrove
Schile et al. (2017),schile_5,United Arab Emirates,NA,NA,34.82,13.27,mangrove
Schile et al. (2017),schile_6,United Arab Emirates,NA,NA,35.06,14.15,mangrove
Schile et al. (2017),schile_7,United Arab Emirates,NA,NA,7.77,1.99,mangrove
Schile et al. (2017),schile_8,United Arab Emirates,NA,NA,8.95,3.34,mangrove
Schile et al. (2017),schile_9,United Arab Emirates,NA,NA,22.33,7.97,mangrove
Schile et al. (2017),schile_10,United Arab Emirates,NA,NA,8.98,3.19,mangrove
Schile et al. (2017),schile_11,United Arab Emirates,NA,NA,11.18,4.11,mangrove
Schile et al. (2017),schile_12,United Arab Emirates,NA,NA,14.12,5.65,mangrove
Schile et al. (2017),schile_13,United Arab Emirates,NA,NA,4.27,0.9,mangrove
Schile et al. (2017),schile_14,United Arab Emirates,NA,NA,6.08,1.4,mangrove
Schile et al. (2017),schile_15,United Arab Emirates,NA,NA,9.08,2.75,mangrove
Schile et al. (2017),schile_16,United Arab Emirates,NA,NA,7.07,1.37,mangrove
Schile et al. (2017),schile_17,United Arab Emirates,NA,NA,13.03,3.41,mangrove
Schile et al. (2017),schile_18,United Arab Emirates,NA,NA,20.99,8.87,mangrove
Schile et al. (2017),schile_19,United Arab Emirates,NA,NA,4.44,0.45,mangrove
Schile et al. (2017),schile_20,United Arab Emirates,NA,NA,5.97,1.66,mangrove
Schile et al. (2017),schile_21,United Arab Emirates,NA,NA,13.01,3.6,mangrove
Schile et al. (2017),schile_22,United Arab Emirates,NA,NA,8.39,2.34,mangrove
Schile et al. (2017),schile_23,United Arab Emirates,NA,NA,57.31,27.78,mangrove
Schile et al. (2017),schile_24,United Arab Emirates,NA,NA,62.9,29.78,mangrove
Schile et al. (2017),schile_25,United Arab Emirates,NA,NA,5.29,1.7,mangrove
Schile et al. (2017),schile_26,United Arab Emirates,NA,NA,6.12,3.23,mangrove
Schile et al. (2017),schile_27,United Arab Emirates,NA,NA,59.19,28.49,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.08,0.23,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,2.81,0.24,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,2.79,0.48,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,2.88,0.48,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,2.92,0.55,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,2.75,0.57,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,2.86,0.6,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.71,0.63,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,2.92,0.64,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.87,0.68,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.27,0.74,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.76,0.76,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.08,0.81,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,2.89,0.85,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,4.16,0.95,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.89,0.97,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.74,1.1,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,3.99,1.21,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,4.51,1.3,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,6.43,1.95,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,4.88,1.98,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,6.82,2.1,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,7.08,3.46,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,9.13,3.47,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,11.44,3.72,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,15.11,5.57,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,18.76,7.39,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,18.88,7.98,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,45.86,21.74,mangrove
Schile et al. (2017),Jubail Is.,United Arab Emirates,24.5215,54.4889,47.94,24.26,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,2.78,0.22,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,2.96,0.25,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,3.33,0.31,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,3.76,0.45,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,3.59,0.48,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,3.72,0.52,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,3.2,0.63,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,2.61,0.76,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,4.05,0.89,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,2.96,0.9,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,4.14,0.92,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,5.08,1.04,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,2.96,1.08,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,3.06,1.09,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,3.01,1.38,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,4.41,1.41,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,4.41,1.6,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,4.4,1.62,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,5.37,1.9,mangrove
Schile et al. (2017),Jubail Is. 10 yr,United Arab Emirates,24.5215,54.4889,4.87,1.94,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,3.38,1.05,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,3.25,1.12,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,3.85,1.2,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,4.85,1.29,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,4.31,1.35,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,3.61,1.37,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,4.31,1.42,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,5.01,1.61,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,4.08,1.61,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,4.84,1.64,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,4.45,1.72,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,5,1.79,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,5.41,1.84,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,7.2,1.87,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,5.25,2.07,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,6.06,2.21,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,10.12,2.51,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,4.81,2.85,mangrove
Schile et al. (2017),Jubail Is. 3 yr,United Arab Emirates,24.5215,54.4889,18.36,4.75,mangrove
