"","study_id","site_id","core_id","depth_min","depth_max","dry_bulk_density","fraction_carbon","fraction_nitrogen"
"1042","Trettin_et_al_2017","9012","9012_2",20,25,0.869,0.0156,0.0014
"1043","Trettin_et_al_2017","9012","9012_2",35,40,0.783,0.0182,0.0015
"1044","Trettin_et_al_2017","9012","9012_2",70,75,0.653,0.0194,0.0016
"1045","Trettin_et_al_2017","9012","9012_2",145,150,0.584,0.022,0.0015
"1046","Trettin_et_al_2017","9012","9012_2",185,190,0.609,0.0114,8e-04
"1047","Trettin_et_al_2017","9012","9012_3",5,10,1.052,0.0123,9e-04
"1048","Trettin_et_al_2017","9012","9012_3",20,25,0.857,0.0105,9e-04
"1049","Trettin_et_al_2017","9012","9012_3",35,40,0.856,0.0179,0.0014
"1050","Trettin_et_al_2017","9012","9012_3",70,75,0.715,0.0125,9e-04
"1051","Trettin_et_al_2017","9012","9012_3",145,150,0.732,0.0095,8e-04
"1052","Trettin_et_al_2017","9012","9012_3",190,195,0.862,0.0157,0.0011
"1053","Trettin_et_al_2017","9012","9012_4",5,10,1.069,0.0143,0.0012
"1054","Trettin_et_al_2017","9012","9012_4",18,23,1.047,0.0161,0.0012
"1055","Trettin_et_al_2017","9012","9012_4",35,40,1.045,0.0149,0.0012
"1056","Trettin_et_al_2017","9012","9012_4",70,75,1.061,0.0109,9e-04
"1057","Trettin_et_al_2017","9012","9012_4",145,150,0.992,0.0266,0.0014
"1058","Trettin_et_al_2017","9012","9012_4",190,195,1.369,0.0119,7e-04
"1059","Trettin_et_al_2017","9012","9012_5",10,15,0.906,0.0201,0.0015
"1060","Trettin_et_al_2017","9012","9012_5",20,25,0.934,0.0161,0.0013
"1061","Trettin_et_al_2017","9012","9012_5",35,40,0.889,0.0164,0.0012
"1062","Trettin_et_al_2017","9012","9012_5",70,75,0.998,0.0098,7e-04
"1063","Trettin_et_al_2017","9012","9012_5",145,150,1.177,0.0081,5e-04
"1064","Trettin_et_al_2017","9012","9012_5",190,195,1.152,0.0059,3e-04
"1065","Trettin_et_al_2017","9013","9013_1",5,10,0.795,0.0171,0.0013
"1066","Trettin_et_al_2017","9013","9013_1",20,25,1.004,0.0128,0.0011
"1067","Trettin_et_al_2017","9013","9013_1",35,40,1.174,0.0131,0.001
"1068","Trettin_et_al_2017","9013","9013_1",70,75,0.755,0.0219,0.0013
"1069","Trettin_et_al_2017","9013","9013_2",5,10,0.807,0.0193,0.0013
"1070","Trettin_et_al_2017","9013","9013_2",20,25,0.774,0.0113,8e-04
"1071","Trettin_et_al_2017","9013","9013_2",35,40,0.94,0.013,9e-04
"1072","Trettin_et_al_2017","9013","9013_2",70,75,0.772,0.0198,0.0011
"1073","Trettin_et_al_2017","9013","9013_3",5,10,0.87,0.0152,0.0012
"1074","Trettin_et_al_2017","9013","9013_3",20,25,0.815,0.0141,0.0011
"1075","Trettin_et_al_2017","9013","9013_3",35,40,0.835,0.0148,0.0011
"1076","Trettin_et_al_2017","9013","9013_3",70,75,0.753,0.0196,0.0012
"1077","Trettin_et_al_2017","9013","9013_3",145,150,0.859,0.016,0.0011
"1078","Trettin_et_al_2017","9013","9013_4",5,10,1.087,0.0103,7e-04
"1079","Trettin_et_al_2017","9013","9013_4",20,25,1.014,0.0101,7e-04
"1080","Trettin_et_al_2017","9013","9013_4",35,40,0.919,0.0102,7e-04
"1081","Trettin_et_al_2017","9013","9013_4",70,75,0.863,0.0119,8e-04
"1082","Trettin_et_al_2017","9013","9013_5",5,10,0.881,0.0174,0.0014
"1083","Trettin_et_al_2017","9013","9013_5",20,25,0.763,0.0147,0.0012
"1084","Trettin_et_al_2017","9013","9013_5",35,40,0.793,0.0272,0.0014
"1085","Trettin_et_al_2017","9013","9013_5",70,75,0.698,0.0134,0.0011
"1086","Trettin_et_al_2017","9013","9013_5",145,150,0.925,0.0167,0.0012
"1087","Trettin_et_al_2017","9014","9014_1",20,25,1.328,0.0107,8e-04
"1088","Trettin_et_al_2017","9014","9014_1",35,40,1.22,0.0124,9e-04
"1089","Trettin_et_al_2017","9014","9014_1",70,75,0.972,0.0164,0.0012
"1090","Trettin_et_al_2017","9014","9014_2",10,15,0.88,0.0104,9e-04
"1091","Trettin_et_al_2017","9014","9014_2",20,25,1.113,0.0092,8e-04
"1092","Trettin_et_al_2017","9014","9014_2",35,40,1.505,0.0063,6e-04
"1093","Trettin_et_al_2017","9014","9014_2",70,75,1.035,0.0084,7e-04
"1094","Trettin_et_al_2017","9014","9014_2",145,150,1.159,0.0051,4e-04
"1095","Trettin_et_al_2017","9014","9014_2",175,180,1.284,0.0071,5e-04
"1096","Trettin_et_al_2017","9014","9014_3",5,10,1.035,0.0111,0.0021
"1097","Trettin_et_al_2017","9014","9014_3",24,29,1.195,0.0073,6e-04
"1098","Trettin_et_al_2017","9014","9014_3",35,40,1.214,0.0086,NA
"1099","Trettin_et_al_2017","9014","9014_3",70,75,1.115,0.0077,6e-04
"1100","Trettin_et_al_2017","9014","9014_4",10,15,1.029,0.012,0.0011
"1101","Trettin_et_al_2017","9014","9014_4",20,25,0.906,0.0128,0.0011
"1102","Trettin_et_al_2017","9014","9014_4",35,40,0.934,0.0124,0.0011
"1103","Trettin_et_al_2017","9014","9014_4",70,75,1.029,0.0117,9e-04
"1104","Trettin_et_al_2017","9014","9014_4",145,150,0.925,0.0167,0.0012
"1105","Trettin_et_al_2017","9014","9014_4",171,176,1.17,0.0173,0.0012
"1106","Trettin_et_al_2017","9014","9014_5",5,10,1.023,0.0112,0.0027
"1107","Trettin_et_al_2017","9014","9014_5",20,25,0.946,0.016,0.0011
"1108","Trettin_et_al_2017","9014","9014_5",35,40,1.027,0.0112,0.0031
"1109","Trettin_et_al_2017","9014","9014_5",70,75,0.935,0.0107,8e-04
"1110","Trettin_et_al_2017","9014","9014_5",145,150,0.884,0.0164,0.0011
"1111","Trettin_et_al_2017","9014","9014_5",168,173,0.863,0.0142,0.0042
"1112","Trettin_et_al_2017","9017","9017_1",5,10,1.064,0.0142,0.001
"1113","Trettin_et_al_2017","9017","9017_1",20,25,1.045,0.013,8e-04
"1114","Trettin_et_al_2017","9017","9017_1",35,40,1.179,0.0081,6e-04
"1115","Trettin_et_al_2017","9017","9017_1",70,75,0.878,0.0163,0.001
"1116","Trettin_et_al_2017","9017","9017_1",145,150,0.867,0.0193,0.0011
"1117","Trettin_et_al_2017","9017","9017_1",192,197,0.951,0.0128,7e-04
"1118","Trettin_et_al_2017","9017","9017_2",5,10,1,0.0153,0.0013
"1119","Trettin_et_al_2017","9017","9017_2",20,25,0.941,0.0156,0.0012
"1120","Trettin_et_al_2017","9017","9017_2",40,45,0.859,0.0187,0.0011
"1121","Trettin_et_al_2017","9017","9017_2",70,75,0.917,0.0245,0.0015
"1122","Trettin_et_al_2017","9017","9017_2",145,150,0.944,0.0186,0.0011
"1123","Trettin_et_al_2017","9017","9017_2",185,190,1.249,0.0155,0.001
"1124","Trettin_et_al_2017","9017","9017_3",5,10,1.343,0.0085,6e-04
"1125","Trettin_et_al_2017","9017","9017_3",20,25,1.312,0.0111,7e-04
"1126","Trettin_et_al_2017","9017","9017_3",35,40,1.26,0.0146,8e-04
"1127","Trettin_et_al_2017","9017","9017_3",70,75,1.185,0.0192,9e-04
"1128","Trettin_et_al_2017","9017","9017_4",5,10,1.085,0.0114,0.0011
"1129","Trettin_et_al_2017","9017","9017_4",20,25,1.334,0.0092,8e-04
"1130","Trettin_et_al_2017","9017","9017_4",35,40,1.329,0.008,7e-04
"1131","Trettin_et_al_2017","9017","9017_4",70,75,1.364,0.0077,6e-04
"1132","Trettin_et_al_2017","9017","9017_4",145,150,0.992,0.0163,0.0013
"1133","Trettin_et_al_2017","9017","9017_5",5,10,0.873,0.0135,0.0011
"1134","Trettin_et_al_2017","9017","9017_5",20,25,0.958,0.0111,8e-04
"1135","Trettin_et_al_2017","9017","9017_5",35,40,0.926,0.0116,8e-04
"1136","Trettin_et_al_2017","9017","9017_5",70,75,1.051,0.0146,9e-04
"1137","Trettin_et_al_2017","9017","9017_5",145,150,1.094,0.0166,0.001
"1138","Trettin_et_al_2017","9017","9017_5",190,195,0.878,0.0158,0.001
"1139","Trettin_et_al_2017","9018","9018_1",5,10,0.846,0.0155,0.0014
"1140","Trettin_et_al_2017","9018","9018_1",20,25,0.853,0.0133,0.0012
"1141","Trettin_et_al_2017","9018","9018_1",35,40,0.858,0.0125,0.001
"1142","Trettin_et_al_2017","9018","9018_1",70,75,0.912,0.0144,0.001
"1143","Trettin_et_al_2017","9018","9018_1",145,150,0.882,0.0159,0.0011
"1144","Trettin_et_al_2017","9018","9018_1",190,195,0.865,0.0152,0.0011
"1145","Trettin_et_al_2017","9018","9018_2",5,10,0.762,0.022,0.0019
"1146","Trettin_et_al_2017","9018","9018_2",20,25,0.835,0.0199,0.0017
"1147","Trettin_et_al_2017","9018","9018_2",35,40,0.871,0.0191,0.0016
"1148","Trettin_et_al_2017","9018","9018_2",70,75,0.768,0.0184,0.0016
"1149","Trettin_et_al_2017","9018","9018_2",145,150,1.041,0.0151,0.0013
"1150","Trettin_et_al_2017","9018","9018_2",190,195,0.876,0.0158,0.0014
"1151","Trettin_et_al_2017","9018","9018_3",5,10,0.891,0.0193,0.0016
"1152","Trettin_et_al_2017","9018","9018_3",20,25,0.834,0.0143,0.0012
"1153","Trettin_et_al_2017","9018","9018_3",35,40,0.976,0.015,0.0012
"1154","Trettin_et_al_2017","9018","9018_3",70,75,0.876,0.0139,0.0011
"1155","Trettin_et_al_2017","9018","9018_3",145,150,1,0.0141,0.001
"1156","Trettin_et_al_2017","9018","9018_3",190,195,0.866,0.0139,0.001
"1157","Trettin_et_al_2017","9018","9018_4",5,10,0.698,0.0194,0.002
"1158","Trettin_et_al_2017","9018","9018_4",20,25,0.724,0.0165,0.0016
"1159","Trettin_et_al_2017","9018","9018_4",35,40,0.805,0.018,0.0016
"1160","Trettin_et_al_2017","9018","9018_4",70,75,0.857,0.0153,0.0014
"1161","Trettin_et_al_2017","9018","9018_4",145,150,0.953,0.0158,0.0014
"1162","Trettin_et_al_2017","9018","9018_4",177,176,0.581,0.0187,0.0015
"1163","Trettin_et_al_2017","9018","9018_5",5,10,0.786,0.0194,0.0016
"1164","Trettin_et_al_2017","9018","9018_5",20,25,0.745,0.0174,0.0013
"1165","Trettin_et_al_2017","9018","9018_5",35,40,0.975,0.0141,0.001
"1166","Trettin_et_al_2017","9018","9018_5",70,75,0.706,0.017,0.0013
"1167","Trettin_et_al_2017","9018","9018_5",145,150,0.85,0.0162,0.0013
"1168","Trettin_et_al_2017","9018","9018_5",190,195,0.977,0.0159,0.0011
"1169","Trettin_et_al_2017","9019","9019_1",5,10,0.875,0.0175,0.0014
"1170","Trettin_et_al_2017","9019","9019_1",20,25,0.773,0.0148,0.0011
"1171","Trettin_et_al_2017","9019","9019_1",35,40,0.83,0.0174,0.0011
"1172","Trettin_et_al_2017","9019","9019_1",70,75,0.886,0.0166,0.0011
"1173","Trettin_et_al_2017","9019","9019_2",5,10,0.901,0.0161,0.0011
"1174","Trettin_et_al_2017","9019","9019_2",20,25,0.905,0.0178,0.0013
"1175","Trettin_et_al_2017","9019","9019_2",35,40,0.903,0.0213,0.0014
"1176","Trettin_et_al_2017","9019","9019_2",70,75,0.814,0.018,0.0013
"1177","Trettin_et_al_2017","9019","9019_2",145,150,1.408,0.0148,0.001
"1178","Trettin_et_al_2017","9019","9019_2",169,174,1.15,0.0162,0.0011
"1179","Trettin_et_al_2017","9019","9019_3",5,10,0.752,0.0209,0.0018
"1180","Trettin_et_al_2017","9019","9019_3",20,25,0.744,0.0164,0.0012
"1181","Trettin_et_al_2017","9019","9019_3",35,40,0.735,0.0213,0.0016
"1182","Trettin_et_al_2017","9019","9019_3",70,75,1.037,0.0186,0.0011
"1183","Trettin_et_al_2017","9019","9019_3",145,150,0.785,0.0147,0.0011
"1184","Trettin_et_al_2017","9019","9019_3",190,195,1.276,0.0074,6e-04
"1185","Trettin_et_al_2017","9019","9019_4",5,10,1.08,0.0145,0.0013
"1186","Trettin_et_al_2017","9019","9019_4",20,25,1.127,0.0139,0.0012
"1187","Trettin_et_al_2017","9019","9019_4",35,40,1.079,0.0135,0.0011
"1188","Trettin_et_al_2017","9019","9019_4",70,75,0.98,0.0158,0.001
"1189","Trettin_et_al_2017","9019","9019_4",145,150,1.03,0.0157,0.0012
"1190","Trettin_et_al_2017","9019","9019_4",190,195,0.849,0.0162,0.0012
"1191","Trettin_et_al_2017","9019","9019_5",5,10,0.806,0.0188,0.0015
"1192","Trettin_et_al_2017","9019","9019_5",20,25,0.913,0.0163,0.0013
"1193","Trettin_et_al_2017","9019","9019_5",35,40,0.915,0.0136,0.0012
"1194","Trettin_et_al_2017","9019","9019_5",70,75,0.859,0.0122,8e-04
"1195","Trettin_et_al_2017","9019","9019_5",145,150,1.137,0.0141,9e-04
"1196","Trettin_et_al_2017","9019","9019_5",190,195,1.079,0.0088,6e-04
"1197","Trettin_et_al_2017","9020","9020_1",5,10,1.085,0.0151,0.0014
"1198","Trettin_et_al_2017","9020","9020_1",20,25,1.111,0.0122,0.001
"1199","Trettin_et_al_2017","9020","9020_1",35,40,0.945,0.0143,0.0012
"1200","Trettin_et_al_2017","9020","9020_1",70,75,0.938,0.0125,0.001
"1201","Trettin_et_al_2017","9020","9020_1",145,150,0.941,0.0146,0.0012
"1202","Trettin_et_al_2017","9020","9020_1",185,190,0.807,0.0153,0.0013
"1203","Trettin_et_al_2017","9020","9020_2",5,10,1.19,0.0137,0.0012
"1204","Trettin_et_al_2017","9020","9020_2",30,35,1.113,0.0132,0.0011
"1205","Trettin_et_al_2017","9020","9020_2",35,40,1.13,0.0117,0.001
"1206","Trettin_et_al_2017","9020","9020_2",70,75,1.001,0.012,0.001
"1207","Trettin_et_al_2017","9020","9020_2",145,150,0.823,0.0168,0.0014
"1208","Trettin_et_al_2017","9020","9020_3",5,10,1.136,0.0131,0.0012
"1209","Trettin_et_al_2017","9020","9020_3",20,25,1.142,0.0114,9e-04
"1210","Trettin_et_al_2017","9020","9020_3",35,40,1.032,0.0118,0.0011
"1211","Trettin_et_al_2017","9020","9020_3",70,75,1.148,0.0113,9e-04
"1212","Trettin_et_al_2017","9020","9020_3",145,150,1.031,0.0147,0.0012
"1213","Trettin_et_al_2017","9020","9020_3",190,195,0.835,0.0154,0.0013
"1214","Trettin_et_al_2017","9020","9020_4",5,10,1.138,0.0244,0.0019
"1215","Trettin_et_al_2017","9020","9020_4",23,28,1.05,0.021,0.0017
"1216","Trettin_et_al_2017","9020","9020_4",35,40,1.04,0.0183,0.0015
"1217","Trettin_et_al_2017","9020","9020_4",70,75,0.957,0.0149,0.0012
"1218","Trettin_et_al_2017","9020","9020_4",145,150,0.9,0.0179,0.0013
"1219","Trettin_et_al_2017","9020","9020_4",190,195,0.801,0.0182,0.0014
"1220","Trettin_et_al_2017","9020","9020_5",5,10,1.064,0.015,0.0014
"1221","Trettin_et_al_2017","9020","9020_5",20,25,0.977,0.0114,9e-04
"1222","Trettin_et_al_2017","9020","9020_5",35,40,1.193,0.0118,0.0011
"1223","Trettin_et_al_2017","9020","9020_5",70,75,0.847,0.0114,9e-04
"1224","Trettin_et_al_2017","9020","9020_5",145,150,0.888,0.0146,0.0012
"1225","Trettin_et_al_2017","9020","9020_5",188,193,0.802,0.0156,0.0013
"1226","Trettin_et_al_2017","9021","9021_1",5,10,0.48,0.036,0.0025
"1227","Trettin_et_al_2017","9021","9021_1",20,25,0.572,0.0297,0.0019
"1228","Trettin_et_al_2017","9021","9021_1",35,40,0.457,0.0308,0.002
"1229","Trettin_et_al_2017","9021","9021_1",70,75,0.715,0.0202,0.0014
"1230","Trettin_et_al_2017","9021","9021_1",145,150,0.641,0.0188,0.0012
"1231","Trettin_et_al_2017","9021","9021_1",180,185,0.6,0.0203,0.0014
"1232","Trettin_et_al_2017","9021","9021_2",5,10,0.573,0.0316,0.0019
"1233","Trettin_et_al_2017","9021","9021_2",20,25,0.548,0.0334,0.0016
"1234","Trettin_et_al_2017","9021","9021_2",35,40,0.515,0.0417,0.0015
"1235","Trettin_et_al_2017","9021","9021_2",62,67,0.802,0.0204,0.001
"1236","Trettin_et_al_2017","9021","9021_2",145,150,0.534,0.0213,0.0012
"1237","Trettin_et_al_2017","9021","9021_2",190,195,0.794,0.0147,8e-04
"1238","Trettin_et_al_2017","9021","9021_3",5,10,0.484,0.0264,0.002
"1239","Trettin_et_al_2017","9021","9021_3",20,25,0.66,0.0253,0.0018
"1240","Trettin_et_al_2017","9021","9021_3",35,40,0.456,0.024,0.0017
"1241","Trettin_et_al_2017","9021","9021_3",70,75,0.559,0.0255,0.0016
"1242","Trettin_et_al_2017","9021","9021_3",145,150,0.862,0.0171,0.0013
"1243","Trettin_et_al_2017","9021","9021_3",190,195,0.838,0.0165,0.0012
"1244","Trettin_et_al_2017","9021","9021_4",5,10,0.421,0.0354,0.0025
"1245","Trettin_et_al_2017","9021","9021_4",20,25,0.547,0.046,0.0026
"1246","Trettin_et_al_2017","9021","9021_4",35,40,0.603,0.0375,0.002
"1247","Trettin_et_al_2017","9021","9021_4",70,75,0.541,0.0461,0.002
"1248","Trettin_et_al_2017","9021","9021_4",152,158,0.705,0.0259,0.0015
"1249","Trettin_et_al_2017","9021","9021_4",181,186,0.671,0.0249,0.0017
"1250","Trettin_et_al_2017","9021","9021_5",0,75,0.635,0.0269,0.0016
"1251","Trettin_et_al_2017","9021","9021_5",5,10,0.77,0.0275,0.0019
"1252","Trettin_et_al_2017","9021","9021_5",20,25,0.608,0.0271,0.0018
"1253","Trettin_et_al_2017","9021","9021_5",35,40,0.6,0.0249,0.0016
"1254","Trettin_et_al_2017","9021","9021_5",145,150,0.808,0.0207,0.0012
"1255","Trettin_et_al_2017","9022","9022_1",5,10,0.857,0.0173,0.0013
"1256","Trettin_et_al_2017","9022","9022_1",20,25,0.808,0.0183,0.0012
"1257","Trettin_et_al_2017","9022","9022_1",35,40,0.927,0.0124,0.001
"1258","Trettin_et_al_2017","9022","9022_1",70,75,0.807,0.0145,0.001
"1259","Trettin_et_al_2017","9022","9022_2",5,10,1.069,0.0102,9e-04
"1260","Trettin_et_al_2017","9022","9022_2",20,25,0.918,0.0141,8e-04
"1261","Trettin_et_al_2017","9022","9022_2",35,40,0.836,0.0123,7e-04
"1262","Trettin_et_al_2017","9022","9022_2",70,75,0.81,0.0226,9e-04
"1263","Trettin_et_al_2017","9022","9022_2",145,150,0.833,0.0163,0.0011
"1264","Trettin_et_al_2017","9022","9022_3",5,10,0.691,0.0181,0.0016
"1265","Trettin_et_al_2017","9022","9022_3",20,25,0.728,0.0145,0.0013
"1266","Trettin_et_al_2017","9022","9022_3",35,40,0.679,0.0175,0.0015
"1267","Trettin_et_al_2017","9022","9022_3",70,75,0.812,0.0193,0.0013
"1268","Trettin_et_al_2017","9022","9022_3",145,150,0.767,0.0187,0.0012
"1269","Trettin_et_al_2017","9022","9022_3",181,186,1.049,0.008,6e-04
"1270","Trettin_et_al_2017","9022","9022_4",5,10,0.857,0.019,0.0013
"1271","Trettin_et_al_2017","9022","9022_4",20,25,0.754,0.0126,8e-04
"1272","Trettin_et_al_2017","9022","9022_4",35,40,0.728,0.0157,9e-04
"1273","Trettin_et_al_2017","9022","9022_4",60,65,0.722,0.0171,0.0011
"1274","Trettin_et_al_2017","9022","9022_5",5,10,1.015,0.0117,0.0011
"1275","Trettin_et_al_2017","9022","9022_5",20,25,0.867,0.0122,0.001
"1276","Trettin_et_al_2017","9022","9022_5",35,40,0.744,0.0107,0.001
"1277","Trettin_et_al_2017","9022","9022_5",70,75,0.863,0.0129,0.001
"1278","Trettin_et_al_2017","9022","9022_5",145,150,0.712,0.0207,0.0013
"1279","Trettin_et_al_2017","9022","9022_5",185,190,0.665,0.0169,0.0012
"1280","Trettin_et_al_2017","9023","9023_1",5,10,0.795,0.0208,0.0016
"1281","Trettin_et_al_2017","9023","9023_1",20,25,0.612,0.0191,0.0015
"1282","Trettin_et_al_2017","9023","9023_1",35,40,0.739,0.0225,0.0273
"1283","Trettin_et_al_2017","9023","9023_1",70,75,0.652,0.0204,0.0013
"1284","Trettin_et_al_2017","9023","9023_2",5,10,0.697,0.0188,0.0015
"1285","Trettin_et_al_2017","9023","9023_2",24,29,0.776,0.0184,0.0014
"1286","Trettin_et_al_2017","9023","9023_2",35,40,0.708,0.0175,0.0013
"1287","Trettin_et_al_2017","9023","9023_2",65,70,0.754,0.0171,0.0011
"1288","Trettin_et_al_2017","9023","9023_2",145,150,0.756,0.0141,0.001
"1289","Trettin_et_al_2017","9023","9023_3",5,10,0.55,0.0281,0.0214
"1290","Trettin_et_al_2017","9023","9023_3",20,25,0.695,0.0258,0.0016
"1291","Trettin_et_al_2017","9023","9023_3",35,40,0.553,0.028,0.0018
"1292","Trettin_et_al_2017","9023","9023_3",70,75,0.636,0.0198,0.0013
"1293","Trettin_et_al_2017","9023","9023_3",145,150,0.811,0.0136,0.0011
"1294","Trettin_et_al_2017","9023","9023_4",5,10,0.602,0.0247,0.0018
"1295","Trettin_et_al_2017","9023","9023_4",20,25,0.558,0.0239,0.0018
"1296","Trettin_et_al_2017","9023","9023_4",35,40,0.774,0.0239,0.0016
"1297","Trettin_et_al_2017","9023","9023_4",70,75,0.556,0.0265,0.0016
"1298","Trettin_et_al_2017","9023","9023_4",145,150,0.707,0.0192,0.0013
"1299","Trettin_et_al_2017","9023","9023_4",176,181,0.684,0.0168,0.0012
"1300","Trettin_et_al_2017","9023","9023_5",5,10,0.563,0.0271,0.0019
"1301","Trettin_et_al_2017","9023","9023_5",20,25,0.657,0.0219,0.0017
"1302","Trettin_et_al_2017","9023","9023_5",35,40,0.694,0.0224,0.0016
"1303","Trettin_et_al_2017","9023","9023_5",70,75,0.727,0.0171,0.0012
"1304","Trettin_et_al_2017","9024","9024_1",5,10,0.805,0.0293,0.0025
"1305","Trettin_et_al_2017","9024","9024_1",20,25,1.044,0.0205,0.0015
"1306","Trettin_et_al_2017","9024","9024_1",35,40,1.14,0.0186,0.0012
"1307","Trettin_et_al_2017","9024","9024_1",70,75,1.089,0.0332,0.0014
"1308","Trettin_et_al_2017","9024","9024_1",145,150,1.242,0.012,6e-04
"1309","Trettin_et_al_2017","9024","9024_1",190,195,0.909,0.0167,0.001
"1310","Trettin_et_al_2017","9024","9024_2",5,10,0.874,0.0237,0.0018
"1311","Trettin_et_al_2017","9024","9024_2",20,25,0.904,0.0219,0.0018
"1312","Trettin_et_al_2017","9024","9024_2",35,40,0.992,0.0192,0.0014
"1313","Trettin_et_al_2017","9024","9024_2",70,75,0.616,0.0259,0.0019
"1314","Trettin_et_al_2017","9024","9024_2",145,150,0.903,0.0203,0.0014
"1315","Trettin_et_al_2017","9024","9024_2",190,195,1.013,0.0179,0.0012
"1316","Trettin_et_al_2017","9024","9024_3",5,10,0.966,0.0206,0.0015
"1317","Trettin_et_al_2017","9024","9024_3",20,25,0.922,0.018,0.0013
"1318","Trettin_et_al_2017","9024","9024_3",35,40,0.828,0.0192,0.0012
"1319","Trettin_et_al_2017","9024","9024_3",70,75,1.059,0.0201,9e-04
"1320","Trettin_et_al_2017","9024","9024_3",145,150,1.238,0.0088,4e-04
"1321","Trettin_et_al_2017","9024","9024_3",190,195,0.813,0.0166,9e-04
"1322","Trettin_et_al_2017","9024","9024_4",5,10,0.762,0.0336,0.0026
"1323","Trettin_et_al_2017","9024","9024_4",20,25,0.81,0.0248,0.0019
"1324","Trettin_et_al_2017","9024","9024_4",35,40,0.771,0.0282,0.0024
"1325","Trettin_et_al_2017","9024","9024_4",70,75,0.942,0.0237,0.0016
"1326","Trettin_et_al_2017","9024","9024_4",145,150,1.131,0.0164,0.001
"1327","Trettin_et_al_2017","9024","9024_4",190,195,1.025,0.0212,0.0015
"1328","Trettin_et_al_2017","9025","9025_1",5,10,0.657,0.0263,0.0018
"1329","Trettin_et_al_2017","9025","9025_1",20,25,0.688,0.0194,0.0014
"1330","Trettin_et_al_2017","9025","9025_1",35,40,0.75,0.0173,0.0012
"1331","Trettin_et_al_2017","9025","9025_1",70,75,0.863,0.0171,0.0012
"1332","Trettin_et_al_2017","9025","9025_1",145,150,1.105,0.0135,9e-04
"1333","Trettin_et_al_2017","9025","9025_2",5,10,0.637,0.0186,0.0017
"1334","Trettin_et_al_2017","9025","9025_2",20,25,0.77,0.0182,0.0017
"1335","Trettin_et_al_2017","9025","9025_2",35,40,0.733,0.018,0.0015
"1336","Trettin_et_al_2017","9025","9025_2",70,75,0.903,0.0164,0.0013
"1337","Trettin_et_al_2017","9025","9025_3",5,10,0.533,0.0303,0.0019
"1338","Trettin_et_al_2017","9025","9025_3",20,25,0.697,0.0231,0.0016
"1339","Trettin_et_al_2017","9025","9025_3",35,40,0.665,0.0223,0.0015
"1340","Trettin_et_al_2017","9025","9025_4",5,10,0.638,0.0215,0.0019
"1341","Trettin_et_al_2017","9025","9025_4",20,25,0.825,0.0197,0.0017
"1342","Trettin_et_al_2017","9025","9025_4",35,40,0.905,0.0149,0.0011
"1343","Trettin_et_al_2017","9025","9025_4",70,75,0.725,0.0173,0.0014
"1344","Trettin_et_al_2017","9025","9025_4",145,150,0.861,0.0148,0.0011
"1345","Trettin_et_al_2017","9025","9025_4",177,182,0.773,0.0266,0.0021
"1346","Trettin_et_al_2017","9025","9025_5",5,10,0.589,0.0243,0.0016
"1347","Trettin_et_al_2017","9025","9025_5",20,25,0.612,0.0231,0.0015
"1348","Trettin_et_al_2017","9025","9025_5",35,40,0.871,0.017,0.0012
"1349","Trettin_et_al_2017","9025","9025_5",72,77,0.846,0.0157,0.0012
"1350","Trettin_et_al_2017","9025","9025_5",145,150,0.927,0.0121,9e-04
"1351","Trettin_et_al_2017","9025","9025_5",190,195,0.944,0.015,0.0011
"1352","Trettin_et_al_2017","9027","9027_1",5,10,0.519,0.0468,0.0021
"1353","Trettin_et_al_2017","9027","9027_1",20,25,0.527,0.0398,0.0022
"1354","Trettin_et_al_2017","9027","9027_1",35,40,0.63,0.0391,0.0014
"1355","Trettin_et_al_2017","9027","9027_1",70,75,0.62,0.0301,0.0015
"1356","Trettin_et_al_2017","9027","9027_1",145,150,0.969,0.0183,0.001
"1357","Trettin_et_al_2017","9027","9027_1",190,195,1.218,0.0116,4e-04
"1358","Trettin_et_al_2017","9027","9027_2",5,10,0.607,0.0318,0.0025
"1359","Trettin_et_al_2017","9027","9027_2",20,25,0.568,0.0407,0.0022
"1360","Trettin_et_al_2017","9027","9027_2",35,40,0.478,0.0384,0.0025
"1361","Trettin_et_al_2017","9027","9027_2",69,74,0.874,0.0266,0.0013
"1362","Trettin_et_al_2017","9027","9027_2",145,150,0.848,0.0198,0.0013
"1363","Trettin_et_al_2017","9027","9027_3",20,25,0.767,0.0177,0.0012
"1364","Trettin_et_al_2017","9027","9027_3",35,40,0.79,0.0273,0.0014
"1365","Trettin_et_al_2017","9027","9027_3",70,75,0.727,0.0239,0.0011
"1366","Trettin_et_al_2017","9027","9027_4",5,10,0.554,0.0303,0.0024
"1367","Trettin_et_al_2017","9027","9027_4",20,25,0.615,0.0307,0.0024
"1368","Trettin_et_al_2017","9027","9027_4",35,40,0.626,0.0369,0.0026
"1369","Trettin_et_al_2017","9027","9027_4",65,70,0.928,0.0196,0.0012
"1370","Trettin_et_al_2017","9027","9027_5",1,6,0.591,0.0324,0.0016
"1371","Trettin_et_al_2017","9027","9027_5",20,25,0.837,0.0264,0.0017
"1372","Trettin_et_al_2017","9027","9027_5",35,40,0.539,0.0528,0.0013
"1373","Trettin_et_al_2017","9027","9027_5",65,70,0.75,0.0234,0.0012
"1374","Trettin_et_al_2017","9027","9027_5",149,154,1.25,0.0129,7e-04
